Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/05  16:00:00,3557373578.339954,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,3702527180.855911,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,2929369637.0987477,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2634002651.8213606,296653033.108991,941093873.7368754 
 01/05  20:00:00,2457118981.403766,296653033.108991,941093873.7368754 
 01/05  21:00:00,2285534109.75376,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2171304020.038906,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1718019715.221438,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1599241547.008684,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1428388743.8151636,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1419838148.7988658,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1413352587.86924,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1411064399.287275,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1413719160.6990142,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1578573883.9745789,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2179640121.647696,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2283258793.2519536,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3376899558.730501,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3268521819.587364,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3202921923.165167,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3314039980.517962,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3217516658.88873,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3408049314.4503417,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3445764383.093832,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3453719074.6621685,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3614180644.2604504,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2896609353.1492777,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2608599229.1294103,296653033.108991,941093873.7368754 
 01/06  20:00:00,2449135661.3184013,296653033.108991,941093873.7368754 
 01/06  21:00:00,2301908418.0044713,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2186720574.4750853,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1723302962.1985292,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1585769256.2316604,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1308403008.6683755,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1290298782.1837049,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1285845206.811403,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1280067174.7075238,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1277034980.6437736,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1404087535.0170755,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2067032458.4134266,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2013219748.0644348,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2272325211.4915643,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2147502925.87222,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,1988639702.4562466,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2048797957.10731,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1857812797.8846648,127688982.72288677,882744162.896206 
 01/07  14:00:00,1977965347.7558224,127688982.72288677,882744162.896206 
 01/07  15:00:00,2025842899.7742891,127688982.72288677,882744162.896206 
 01/07  16:00:00,2030004287.9059927,127910914.45807752,882744162.896206 
 01/07  17:00:00,2192718030.762058,130435901.70167187,882744162.896206 
 01/07  18:00:00,2167964628.3394036,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1917458896.0643911,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1685518131.7369156,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1620905527.5224414,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1516069109.2101626,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1434858007.1536245,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1357705372.8144355,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1288765612.4722385,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1277438263.3251781,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1277341006.4997196,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1276527827.7203615,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1275132933.716625,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1340735702.6817794,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1689871768.4396627,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1648780849.205245,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1621573812.0696895,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1503154673.4572635,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1365212282.0056956,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1428369409.1629868,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1631817747.399572,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1701762567.3970888,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1717678164.1584716,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1732241922.6476655,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1822563303.8503592,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1844565654.6061149,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1827398360.1143396,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1655805081.8557642,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1621889764.148624,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1517927413.866107,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1418861255.2371125,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1338727938.7905476,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1371821711.1336064,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1370169060.8015056,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1369503754.3227715,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1368578350.3779645,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1367759177.4083793,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1556989941.851237,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2072777996.3830886,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2210904382.3647375,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3289478344.2646923,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3185386114.7447906,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3157893723.013344,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3319349062.227449,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3219758392.769974,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3418478084.001269,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3464071141.457529,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3503976635.389687,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3666744073.2023644,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2927478370.581867,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2643799610.032484,296653033.108991,941093873.7368754 
 01/09  20:00:00,2460959614.6385803,296653033.108991,941093873.7368754 
 01/09  21:00:00,2276483071.0106163,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2123543308.0884826,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1682698917.0781434,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1553861674.862379,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1378256007.2700043,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1374585544.9498897,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1373254346.736259,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1370692124.4726307,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1369216876.8563843,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1496864532.1885793,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2064641248.7141676,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2205167125.75333,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3284722702.169705,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3201165594.578038,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3194867960.435274,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3338358462.27351,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3243405141.2646675,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3448712131.059011,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3498111452.1989403,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3544663963.568156,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,3704169407.8437867,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2928881954.9664288,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2636895360.0825825,296653033.108991,941093873.7368754 
 01/10  20:00:00,2461082555.478326,296653033.108991,941093873.7368754 
 01/10  21:00:00,2252662603.4969487,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2153065698.200753,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1715481979.684025,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1552609334.1303105,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1379695261.468741,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1377621112.2606726,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1374068844.5074997,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1373460898.8819132,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1373255056.4660008,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1504564942.2352502,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2076609519.6551085,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2203583964.1233377,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3291929552.3761973,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3226174080.8441105,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3284324843.639275,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3430860800.5293913,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3304892717.8873105,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3513015736.7654796,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3546125828.445917,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3583073211.4203415,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,3759023494.1765637,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,2946885850.748001,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2664504526.2481985,296653033.108991,941093873.7368754 
 01/11  20:00:00,2498648429.741414,296653033.108991,941093873.7368754 
 01/11  21:00:00,2330262978.5759068,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2225539099.4408455,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1729220430.0025096,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1570254302.1884475,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1399092038.3623126,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1401371494.0915027,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1392861418.3073957,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1393598869.8003402,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1388069568.6747718,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1528441582.0547996,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2086138911.0876555,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2208079133.4262342,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3320132322.8042035,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3300391614.554365,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3294699248.3919425,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3440823820.5510406,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3327366590.1738997,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3537735729.883794,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3595156173.126265,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3651660763.547924,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,3812140524.1222916,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,2968297100.1424427,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2689745023.269422,296653033.108991,941093873.7368754 
 01/12  20:00:00,2535693174.3223057,296653033.108991,941093873.7368754 
 01/12  21:00:00,2363397731.500636,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2221090277.9739957,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1764419123.1964746,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1600841138.6939569,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1398359389.0960891,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1387988842.0726075,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1384417079.769048,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1382805004.5412095,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1382731351.043509,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1551760667.8777807,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2150432168.324969,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2287438696.8396926,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3455488799.115756,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3400852009.4396515,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3379099283.1223726,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3506288410.774121,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3354309528.6893153,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3576466765.497342,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3624436760.760286,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3667865504.2098775,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,3827230977.8609314,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,2951627133.339069,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2686326950.6715627,296653033.108991,941093873.7368754 
 01/13  20:00:00,2528480814.9575257,296653033.108991,941093873.7368754 
 01/13  21:00:00,2398863346.149908,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2300933194.139977,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1794321780.6611133,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1653564497.6868992,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1364562782.5725405,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1343294626.7579837,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1324261375.0929127,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1313702727.3362036,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1299805287.510662,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1439354064.277511,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2088194147.496057,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2022320650.8548236,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2280138746.789924,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2164379106.8369174,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2074755262.5619454,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2226445395.095921,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2032862598.2989314,127688982.72288677,882744162.896206 
 01/14  14:00:00,2051929184.680559,127688982.72288677,882744162.896206 
 01/14  15:00:00,2064674211.35992,127688982.72288677,882744162.896206 
 01/14  16:00:00,2060652319.3017094,127793269.82502551,882744162.896206 
 01/14  17:00:00,2214218582.184916,130101456.76794404,882744162.896206 
 01/14  18:00:00,2150000145.363694,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1897171650.2590513,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1630899093.465757,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1606237113.686699,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1503803650.5542681,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1411995927.5107603,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1344959098.9552803,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1289112041.4363444,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1285523498.7597146,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1285479643.1454272,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1282363271.4158096,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1278314219.6790555,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1342542513.1805809,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1692082119.8508291,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1649873020.520118,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1624003517.7674644,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1504299079.564791,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1344593707.5090733,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1402864427.4879682,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1622589355.193544,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1681216316.335773,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1727824418.9404583,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1707872529.1726663,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1807022841.5934277,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1827785054.7181966,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1795061420.814544,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1623249992.7688532,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1596880971.914157,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1495355650.8615923,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1401625598.1515324,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1331596976.1675391,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1281058267.918378,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1281500022.6359107,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1278818607.6359456,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1276537286.0726848,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1275937231.4694886,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1340922946.4502835,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1690771814.1550152,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1649119862.682549,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1621064074.7836194,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1502314978.1135054,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1376480061.040463,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1466244970.0876627,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1659906918.537237,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1743458820.0932043,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1757736773.4275537,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1570400171.426421,42595868.109592445,824394452.0555365 
