Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly) 
 07/21  13:00:00,14400.089895073745 
 07/21  14:00:00,15578.729316045798 
 07/21  15:00:00,16010.372280846304 
 07/21  16:00:00,15420.439201032812 
 07/21  17:00:00,13892.721734776303 
 07/21  18:00:00,13161.219283628156 
 07/21  19:00:00,8142.196270974712 
 07/21  20:00:00,4982.158604318252 
 07/21  21:00:00,1600.0 
 07/21  22:00:00,475.0 
 07/21  23:00:00,475.0 
 07/21  24:00:00,475.0 
 07/22  01:00:00,475.0 
 07/22  02:00:00,475.0 
 07/22  03:00:00,475.0 
 07/22  04:00:00,475.0 
 07/22  05:00:00,475.0 
 07/22  06:00:00,475.0 
 07/22  07:00:00,2213.788416964147 
 07/22  08:00:00,2265.1909467711575 
 07/22  09:00:00,10599.6076237764 
 07/22  10:00:00,14256.451850265512 
 07/22  11:00:00,15545.671642595027 
 07/22  12:00:00,15612.056816779948 
 07/22  13:00:00,13980.032336365077 
 07/22  14:00:00,14523.653138488793 
 07/22  15:00:00,14200.852320455804 
 07/22  16:00:00,13458.318345056627 
 07/22  17:00:00,12337.86061000471 
 07/22  18:00:00,12157.306649858137 
 07/22  19:00:00,7877.672207278937 
 07/22  20:00:00,4810.133954772289 
 07/22  21:00:00,1600.0 
 07/22  22:00:00,475.0 
 07/22  23:00:00,475.0 
 07/22  24:00:00,475.0 
 07/23  01:00:00,475.0 
 07/23  02:00:00,475.0 
 07/23  03:00:00,475.0 
 07/23  04:00:00,475.0 
 07/23  05:00:00,475.0 
 07/23  06:00:00,475.0 
 07/23  07:00:00,1850.431737146259 
 07/23  08:00:00,1851.0896548720916 
 07/23  09:00:00,10159.314403959075 
 07/23  10:00:00,13192.87700585748 
 07/23  11:00:00,13842.79694832274 
 07/23  12:00:00,13612.09054134375 
 07/23  13:00:00,12373.896571848176 
 07/23  14:00:00,13389.367462443914 
 07/23  15:00:00,14043.95246686368 
 07/23  16:00:00,13399.828708773126 
 07/23  17:00:00,12130.130360677733 
 07/23  18:00:00,12041.831452768727 
 07/23  19:00:00,7752.481855421881 
 07/23  20:00:00,4614.152791670642 
 07/23  21:00:00,1600.0 
 07/23  22:00:00,475.0 
 07/23  23:00:00,475.0 
 07/23  24:00:00,475.0 
 07/24  01:00:00,475.0 
 07/24  02:00:00,475.0 
 07/24  03:00:00,475.0 
 07/24  04:00:00,475.0 
 07/24  05:00:00,475.0 
 07/24  06:00:00,475.0 
 07/24  07:00:00,2003.8133805387251 
 07/24  08:00:00,2010.5041527161452 
 07/24  09:00:00,10298.569387473919 
 07/24  10:00:00,13462.614498351211 
 07/24  11:00:00,14352.071200390546 
 07/24  12:00:00,14052.405189284338 
 07/24  13:00:00,12707.358947522807 
 07/24  14:00:00,13689.678591010124 
 07/24  15:00:00,14085.322141319264 
 07/24  16:00:00,13465.404714429631 
 07/24  17:00:00,12245.966635354409 
 07/24  18:00:00,12232.543998238827 
 07/24  19:00:00,7897.166960164843 
 07/24  20:00:00,4726.230711498871 
 07/24  21:00:00,1600.0 
 07/24  22:00:00,475.0 
 07/24  23:00:00,475.0 
 07/24  24:00:00,475.0 
 07/25  01:00:00,475.0 
 07/25  02:00:00,475.0 
 07/25  03:00:00,475.0 
 07/25  04:00:00,475.0 
 07/25  05:00:00,475.0 
 07/25  06:00:00,475.0 
 07/25  07:00:00,1797.3507010631267 
 07/25  08:00:00,1892.529202264609 
 07/25  09:00:00,10414.528217745235 
 07/25  10:00:00,14142.539378599791 
 07/25  11:00:00,15317.190099129732 
 07/25  12:00:00,15209.870942807887 
 07/25  13:00:00,13794.720547002344 
 07/25  14:00:00,14258.290943029833 
 07/25  15:00:00,13821.869690964433 
 07/25  16:00:00,13329.039141668038 
 07/25  17:00:00,12720.93031205912 
 07/25  18:00:00,12576.16983304639 
 07/25  19:00:00,7934.274768924574 
 07/25  20:00:00,4719.018125527428 
 07/25  21:00:00,1600.0 
 07/25  22:00:00,475.0 
 07/25  23:00:00,475.0 
 07/25  24:00:00,475.0 
 07/26  01:00:00,1375.0 
 07/26  02:00:00,1375.0 
 07/26  03:00:00,1375.0 
 07/26  04:00:00,1375.0 
 07/26  05:00:00,1375.0 
 07/26  06:00:00,1375.0 
 07/26  07:00:00,1375.0 
 07/26  08:00:00,1375.0 
 07/26  09:00:00,1375.0 
 07/26  10:00:00,1375.0 
 07/26  11:00:00,1375.0 
 07/26  12:00:00,1375.0 
 07/26  13:00:00,1375.0 
 07/26  14:00:00,1375.0 
 07/26  15:00:00,1375.0 
 07/26  16:00:00,1375.0 
 07/26  17:00:00,1375.0 
 07/26  18:00:00,1375.0 
 07/26  19:00:00,1375.0 
 07/26  20:00:00,1375.0 
 07/26  21:00:00,1375.0 
 07/26  22:00:00,1375.0 
 07/26  23:00:00,1375.0 
 07/26  24:00:00,1375.0 
 07/27  01:00:00,1375.0 
 07/27  02:00:00,1375.0 
 07/27  03:00:00,1375.0 
 07/27  04:00:00,1375.0 
 07/27  05:00:00,1375.0 
 07/27  06:00:00,1375.0 
 07/27  07:00:00,1375.0 
 07/27  08:00:00,1375.0 
 07/27  09:00:00,1375.0 
 07/27  10:00:00,1375.0 
 07/27  11:00:00,1375.0 
 07/27  12:00:00,1375.0 
 07/27  13:00:00,1375.0 
 07/27  14:00:00,1375.0 
 07/27  15:00:00,1375.0 
 07/27  16:00:00,1375.0 
 07/27  17:00:00,1375.0 
 07/27  18:00:00,1375.0 
 07/27  19:00:00,1375.0 
 07/27  20:00:00,1375.0 
 07/27  21:00:00,1375.0 
 07/27  22:00:00,1375.0 
 07/27  23:00:00,1375.0 
 07/27  24:00:00,1375.0 
 07/28  01:00:00,475.0 
 07/28  02:00:00,475.0 
 07/28  03:00:00,475.0 
 07/28  04:00:00,475.0 
 07/28  05:00:00,475.0 
 07/28  06:00:00,475.0 
 07/28  07:00:00,2047.0598060001062 
 07/28  08:00:00,2214.4633059087623 
 07/28  09:00:00,11132.429706213812 
 07/28  10:00:00,15148.7981083941 
 07/28  11:00:00,16221.926071606287 
 07/28  12:00:00,15825.793911254059 
 07/28  13:00:00,14465.199040799615 
 07/28  14:00:00,15808.155522602574 
 07/28  15:00:00,16444.015773369792 
 07/28  16:00:00,16077.09162487612 
 07/28  17:00:00,14776.575848916478 
 07/28  18:00:00,14439.231030060335 
 07/28  19:00:00,8984.502006675379 
 07/28  20:00:00,5301.652156609273 
 07/28  21:00:00,1600.0 
 07/28  22:00:00,475.0 
 07/28  23:00:00,475.0 
 07/28  24:00:00,475.0 
 07/29  01:00:00,475.0 
 07/29  02:00:00,475.0 
 07/29  03:00:00,475.0 
 07/29  04:00:00,475.0 
 07/29  05:00:00,475.0 
 07/29  06:00:00,475.0 
 07/29  07:00:00,2096.9043001869272 
 07/29  08:00:00,2314.297943773974 
 07/29  09:00:00,11274.518102768514 
 07/29  10:00:00,15318.199226642926 
 07/29  11:00:00,16393.96942171177 
 07/29  12:00:00,16226.217216204243 
 07/29  13:00:00,14842.196414046954 
 07/29  14:00:00,16282.870227453732 
 07/29  15:00:00,16965.087821845478 
 07/29  16:00:00,16597.9307685983 
 07/29  17:00:00,15232.549019524453 
 07/29  18:00:00,14683.051493729918 
 07/29  19:00:00,9036.919690054898 
 07/29  20:00:00,5305.361250321843 
 07/29  21:00:00,1600.0 
 07/29  22:00:00,475.0 
 07/29  23:00:00,475.0 
 07/29  24:00:00,475.0 
 07/30  01:00:00,475.0 
 07/30  02:00:00,475.0 
 07/30  03:00:00,475.0 
 07/30  04:00:00,475.0 
 07/30  05:00:00,475.0 
 07/30  06:00:00,475.0 
 07/30  07:00:00,2312.780557083285 
 07/30  08:00:00,2520.9145080361805 
 07/30  09:00:00,11453.122861652293 
 07/30  10:00:00,15558.50224315987 
 07/30  11:00:00,16745.26853934473 
 07/30  12:00:00,16369.427899584743 
 07/30  13:00:00,14246.600148942052 
 07/30  14:00:00,15370.419770512199 
 07/30  15:00:00,16031.867807976454 
 07/30  16:00:00,15197.127066770972 
 07/30  17:00:00,13681.688449109886 
 07/30  18:00:00,13364.245164843296 
 07/30  19:00:00,8376.15129832429 
 07/30  20:00:00,5159.534768289453 
 07/30  21:00:00,1600.0 
 07/30  22:00:00,475.0 
 07/30  23:00:00,475.0 
 07/30  24:00:00,475.0 
 07/31  01:00:00,475.0 
 07/31  02:00:00,475.0 
 07/31  03:00:00,475.0 
 07/31  04:00:00,475.0 
 07/31  05:00:00,475.0 
 07/31  06:00:00,475.0 
 07/31  07:00:00,2015.3291555661451 
 07/31  08:00:00,2136.1842575741302 
 07/31  09:00:00,10925.544115747449 
 07/31  10:00:00,14874.896293821146 
 07/31  11:00:00,16032.057406033928 
 07/31  12:00:00,15919.841863157626 
 07/31  13:00:00,14394.350045113137 
 07/31  14:00:00,15910.614001884787 
 07/31  15:00:00,16783.93193789291 
 07/31  16:00:00,16313.05699656927 
 07/31  17:00:00,14858.047279506558 
 07/31  18:00:00,14364.78493603783 
 07/31  19:00:00,8955.279453507732 
 07/31  20:00:00,5379.677439673843 
 07/31  21:00:00,1600.0 
 07/31  22:00:00,475.0 
 07/31  23:00:00,475.0 
 07/31  24:00:00,475.0 
 08/01  01:00:00,475.0 
 08/01  02:00:00,475.0 
 08/01  03:00:00,475.0 
 08/01  04:00:00,475.0 
 08/01  05:00:00,475.0 
 08/01  06:00:00,475.0 
 08/01  07:00:00,2313.6438886651927 
 08/01  08:00:00,2548.392549026443 
 08/01  09:00:00,11075.994774991854 
 08/01  10:00:00,14867.076088838247 
 08/01  11:00:00,15800.442020700491 
 08/01  12:00:00,15476.238507033358 
 08/01  13:00:00,13989.235180073818 
 08/01  14:00:00,15253.408915757584 
 08/01  15:00:00,15924.582649695003 
 08/01  16:00:00,15168.86773848829 
 08/01  17:00:00,13675.08267345433 
 08/01  18:00:00,13520.256418012763 
 08/01  19:00:00,8476.974907457607 
 08/01  20:00:00,5253.361467385735 
 08/01  21:00:00,1600.0 
 08/01  22:00:00,475.0 
 08/01  23:00:00,475.0 
 08/01  24:00:00,475.0 
 08/02  01:00:00,1375.0 
 08/02  02:00:00,1375.0 
