Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
09:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
09:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
09:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
10:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
10:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
10:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
10:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
11:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
11:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
11:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
11:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
12:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
12:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
12:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
12:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
13:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
13:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
13:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
13:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
14:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
14:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
14:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
14:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
15:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
15:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
15:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
15:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
16:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
16:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
16:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
16:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
17:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
17:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
17:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
17:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
18:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
18:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
18:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
18:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
19:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
19:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
19:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
19:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
20:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
20:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
20:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
20:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
21:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
21:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
21:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
21:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
22:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
22:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
22:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
22:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
23:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
23:15:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
23:30:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
23:45:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05
24:00:00,1.004213E-04,4.336703E-05,9.757053E-05,4.439041E-05,7.546259E-05,1.261208E-04,5.663838E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,3.441728E-04,2.485029E-04
00:30:00,3.441728E-04,2.485029E-04
00:45:00,3.441728E-04,2.485029E-04
01:00:00,3.441728E-04,2.485029E-04
01:15:00,3.441728E-04,2.485029E-04
01:30:00,3.441728E-04,2.485029E-04
01:45:00,3.441728E-04,2.485029E-04
02:00:00,3.441728E-04,2.485029E-04
02:15:00,3.441728E-04,2.485029E-04
02:30:00,3.441728E-04,2.485029E-04
02:45:00,3.441728E-04,2.485029E-04
03:00:00,3.441728E-04,2.485029E-04
03:15:00,3.441728E-04,2.485029E-04
03:30:00,3.441728E-04,2.485029E-04
03:45:00,3.441728E-04,2.485029E-04
04:00:00,3.441728E-04,2.485029E-04
04:15:00,3.441728E-04,2.485029E-04
04:30:00,3.441728E-04,2.485029E-04
04:45:00,3.441728E-04,2.485029E-04
05:00:00,3.441728E-04,2.485029E-04
05:15:00,3.441728E-04,2.485029E-04
05:30:00,3.441728E-04,2.485029E-04
05:45:00,3.441728E-04,2.485029E-04
06:00:00,3.441728E-04,2.485029E-04
06:15:00,3.441728E-04,2.485029E-04
06:30:00,3.441728E-04,2.485029E-04
06:45:00,3.441728E-04,2.485029E-04
07:00:00,3.441728E-04,2.485029E-04
07:15:00,3.685372E-04,2.660948E-04
07:30:00,4.140257E-04,2.989388E-04
07:45:00,4.468048E-04,3.226063E-04
08:00:00,4.761198E-04,3.437725E-04
08:15:00,5.481627E-04,3.957896E-04
08:30:00,6.182581E-04,4.464007E-04
08:45:00,6.866203E-04,4.957601E-04
09:00:00,7.679697E-04,5.544968E-04
09:15:00,8.906257E-04,6.430581E-04
09:30:00,1.006439E-03,7.266785E-04
09:45:00,1.110221E-03,8.016125E-04
10:00:00,1.211932E-03,8.750511E-04
10:15:00,1.239291E-03,8.948048E-04
10:30:00,1.261883E-03,9.111171E-04
10:45:00,1.280423E-03,9.245031E-04
11:00:00,1.296476E-03,9.360940E-04
11:15:00,1.288677E-03,9.304627E-04
11:30:00,1.276447E-03,9.216324E-04
11:45:00,1.260896E-03,9.104039E-04
12:00:00,1.242394E-03,8.970449E-04
12:15:00,1.201542E-03,8.675490E-04
12:30:00,1.157996E-03,8.361072E-04
12:45:00,1.114650E-03,8.048100E-04
13:00:00,1.072218E-03,7.741729E-04
13:15:00,1.110312E-03,8.016784E-04
13:30:00,1.155947E-03,8.346277E-04
13:45:00,1.206355E-03,8.710237E-04
14:00:00,1.261037E-03,9.105057E-04
14:15:00,1.289096E-03,9.307651E-04
14:30:00,1.318873E-03,9.522651E-04
14:45:00,1.349832E-03,9.746183E-04
15:00:00,1.382794E-03,9.984180E-04
15:15:00,1.395491E-03,1.007586E-03
15:30:00,1.406674E-03,1.015660E-03
15:45:00,1.416196E-03,1.022536E-03
16:00:00,1.422386E-03,1.027005E-03
16:15:00,1.413320E-03,1.020459E-03
16:30:00,1.399510E-03,1.010488E-03
16:45:00,1.380936E-03,9.970769E-04
17:00:00,1.357083E-03,9.798540E-04
17:15:00,1.352033E-03,9.762080E-04
17:30:00,1.342155E-03,9.690758E-04
17:45:00,1.326311E-03,9.576355E-04
18:00:00,1.303752E-03,9.413477E-04
18:15:00,1.191409E-03,8.602322E-04
18:30:00,1.062678E-03,7.672847E-04
18:45:00,9.170260E-04,6.621199E-04
19:00:00,7.562051E-04,5.460025E-04
19:15:00,6.191581E-04,4.470504E-04
19:30:00,5.097645E-04,3.680650E-04
19:45:00,4.154420E-04,2.999614E-04
20:00:00,3.807099E-04,2.748838E-04
20:15:00,3.631100E-04,2.621761E-04
20:30:00,3.494141E-04,2.522873E-04
20:45:00,3.441728E-04,2.485029E-04
21:00:00,3.441728E-04,2.485029E-04
21:15:00,3.441728E-04,2.485029E-04
21:30:00,3.441728E-04,2.485029E-04
21:45:00,3.441728E-04,2.485029E-04
22:00:00,3.441728E-04,2.485029E-04
22:15:00,3.441728E-04,2.485029E-04
22:30:00,3.441728E-04,2.485029E-04
22:45:00,3.441728E-04,2.485029E-04
23:00:00,3.441728E-04,2.485029E-04
23:15:00,3.441728E-04,2.485029E-04
23:30:00,3.441728E-04,2.485029E-04
23:45:00,3.441728E-04,2.485029E-04
24:00:00,3.441728E-04,2.485029E-04

