Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/05  11:00:00,3198502092.3993664,766134049.2768176,1524590982.1435692 
 01/05  12:00:00,3340627888.517576,766134049.2768176,1524590982.1435692 
 01/05  13:00:00,3231526625.0086393,766134049.2768176,1407891560.4622302 
 01/05  14:00:00,3425110212.3176036,766134049.2768176,1524590982.1435692 
 01/05  15:00:00,3470868478.882525,766134049.2768176,1524590982.1435692 
 01/05  16:00:00,3488737878.722801,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,3637694056.492646,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,2906832122.582863,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2612355050.7776732,296653033.108991,941093873.7368754 
 01/05  20:00:00,2436077288.4929185,296653033.108991,941093873.7368754 
 01/05  21:00:00,2265150336.40655,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2151763719.012852,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1714819950.4802175,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1596071454.8667917,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1425139182.799903,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1416682455.805125,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1410277701.8741257,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1408026386.4087589,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1410674802.3294575,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1566381321.3155923,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2157049572.6160326,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2264775080.7906256,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3335419497.848791,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3214860868.2003894,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3133958102.7254457,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3268567191.200671,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3202282241.773893,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3359732838.4442296,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3389317534.9467187,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3398073063.4236107,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3561335561.0190835,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2870880476.8052006,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2588444932.484599,296653033.108991,941093873.7368754 
 01/06  20:00:00,2428695580.67952,296653033.108991,941093873.7368754 
 01/06  21:00:00,2281700135.4481187,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2167121590.1159105,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1719998879.7180588,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1582658119.1378984,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1305335128.137805,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1287320943.0288255,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1283017156.870238,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1277782193.3921893,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1275027368.0445762,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1418118513.9884205,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2053034724.893934,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2004401715.7132893,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2263610008.776765,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2138701953.607012,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,1978814144.196024,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2028600564.5969658,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1836974412.9463234,127688982.72288677,882744162.896206 
 01/07  14:00:00,1956921741.5574393,127688982.72288677,882744162.896206 
 01/07  15:00:00,2009460877.3148534,127688982.72288677,882744162.896206 
 01/07  16:00:00,2021601791.8435001,127910914.45807752,882744162.896206 
 01/07  17:00:00,2180792632.4439774,130435901.70167187,882744162.896206 
 01/07  18:00:00,2150393782.289387,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1915694405.3673952,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1682130817.6256251,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1617755241.9067867,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1513116255.0482666,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1431985929.7313209,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1354821560.1459937,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1286056469.7432652,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1275431776.8216844,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1275419234.739938,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1274620679.8367846,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1273224079.4785016,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1338823267.8160977,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1688169131.4413662,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1647067990.8311343,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1619814919.8381872,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1501131093.7230692,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1362501020.1676357,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1424705202.924103,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1613909841.8872113,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1690353238.0402186,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1701904952.5455747,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1717310565.0989494,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1837918610.0458224,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1842759260.657971,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1824605586.2450547,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1652411266.7083588,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1618804795.7109985,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1515091520.5673728,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1416094365.3395703,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1336083214.6866505,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1369475142.112588,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1368251413.155173,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1367604657.879067,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1366693896.2584565,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1365872958.3749733,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1550659728.6971114,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2063733908.4485378,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2202583704.4717607,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3275823073.8472157,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3161945892.587082,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3103989420.5615416,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3276192774.74321,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3206600576.6600275,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3373315939.7177835,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3412765140.651252,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3446357947.1226406,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3608398077.230767,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2910516199.117025,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2622447561.8807907,296653033.108991,941093873.7368754 
 01/09  20:00:00,2440111542.066341,296653033.108991,941093873.7368754 
 01/09  21:00:00,2256604871.29385,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2104520800.7263165,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1679769590.4706025,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1551065969.6575298,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1376106622.6854599,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1372476506.6789455,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1371188521.5326605,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1368638070.4066803,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1367233758.6435175,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1510483024.7472286,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2053705363.8308482,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2196520313.131609,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3267505705.6022234,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3163429807.528836,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3130451537.176896,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3295078373.8928986,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3217520947.793025,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3398661555.6068864,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3439819819.9859657,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3478929799.6870832,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,3638266930.686703,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2902240922.753919,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2599585863.8311653,296653033.108991,941093873.7368754 
 01/10  20:00:00,2459976808.706565,296653033.108991,941093873.7368754 
 01/10  21:00:00,2233490427.3548975,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2133948051.3509724,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1712232065.709083,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1550129354.8523684,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1377246077.9168606,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1375201403.2228334,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1371939317.0098555,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1371318728.67754,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1371171426.493007,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1486088910.7354949,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2062344163.7579303,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2194898014.91949,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3271770460.178995,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3177857494.1746616,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3230486382.3461523,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3376809337.2258387,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3270146184.7305803,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3458768836.7153277,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3485825374.745394,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3515069947.685177,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,3687434543.615862,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,2927629758.1094556,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2641895703.5161147,296653033.108991,941093873.7368754 
 01/11  20:00:00,2477798484.241582,296653033.108991,941093873.7368754 
 01/11  21:00:00,2309026713.1126103,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2204926596.8084974,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1725930822.3006725,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1567314926.9233184,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1396066109.1674943,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1398344642.7745495,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1389918351.5074883,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1390665356.407936,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1385187523.9306269,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1521395797.6318145,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2075520687.6126003,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2199231365.8931775,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3285480705.4980106,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3236673494.3859367,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3239091213.983769,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3384579999.9550147,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3291733182.06261,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3479677541.2024574,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3531932663.4096293,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3579819078.1973352,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,3737187428.714718,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,2944606645.1545534,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2676587635.0479083,296653033.108991,941093873.7368754 
 01/12  20:00:00,2513979712.3108525,296653033.108991,941093873.7368754 
 01/12  21:00:00,2342767755.472791,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2200608159.1650853,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1760844086.8642426,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1597690605.2224178,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1395409209.122613,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1385151592.119359,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1381612488.8032942,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1380020723.7606387,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1379957501.002191,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1543916777.200807,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2130923623.9534798,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2268961991.0487924,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3400772804.7967596,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3324787034.0669603,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3329798733.8255033,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3445799892.104619,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3317336914.889255,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3512226012.96554,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3547357792.0515366,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3594902171.1648273,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,3752391209.5568104,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,2926628549.8293786,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2673877403.169047,296653033.108991,941093873.7368754 
 01/13  20:00:00,2506917663.53504,296653033.108991,941093873.7368754 
 01/13  21:00:00,2378403681.071534,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2281359649.533384,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1792480570.6590037,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1649921075.2078927,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1361189898.4578834,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1340130990.717017,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1321265509.754493,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1310813590.575113,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1297036087.6784515,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1419022951.883613,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2082797474.0064282,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2013471697.6097515,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2271325702.9124207,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2152789892.6775594,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2052681455.8600016,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2202871812.0081944,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2015077972.953599,127688982.72288677,882744162.896206 
 01/14  14:00:00,2042645087.2282724,127688982.72288677,882744162.896206 
 01/14  15:00:00,2050862909.391258,127688982.72288677,882744162.896206 
 01/14  16:00:00,2049177270.617121,127793269.82502551,882744162.896206 
 01/14  17:00:00,2206190034.318217,130101456.76794404,882744162.896206 
 01/14  18:00:00,2132256801.6466036,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1894213065.6267676,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1628119984.51513,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1603603536.718285,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1501310884.1424932,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1409564096.6793704,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1342536322.4764352,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1287321660.6570802,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1283711127.9298654,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1283679718.8780491,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1280596216.2680602,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1276572503.8853104,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1340803369.5347288,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1690535262.4297786,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1648315150.7045455,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1622427019.4547627,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1502699890.4620428,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1342853309.4829955,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1399482822.4471402,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1611060245.0008996,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1670827625.0606089,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1714921839.0522957,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1696845337.899483,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1798884327.0038157,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1825573818.7694035,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1791973342.5821536,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1620537818.1140335,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1594384983.4424586,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1492935180.63923,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1399749677.2531366,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1329742609.0701632,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1279188065.583223,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1279643252.3108985,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1276994817.1556478,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1274758998.9323342,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1274168314.1927485,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1339145792.9166396,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1689185212.8653805,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1647518221.1073508,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1619436389.6575038,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1500530335.3904788,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1373865026.7909887,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1457941750.5589185,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1629219095.0339658,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1730804945.4253237,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1739302373.8069365,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1564950755.0948844,42595868.109592445,824394452.0555365 
