Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 01/14  05:00:00,362879.9614872636,1306367861.354149 
 01/14  06:00:00,403937.2397623915,1454174063.1446095 
 01/14  07:00:00,587944.8732713121,2116601543.7767234 
 01/14  08:00:00,568175.4687729528,2045431687.5826306 
 01/14  09:00:00,640328.5942914494,2305182939.449218 
 01/14  10:00:00,612115.7862497516,2203616830.4991064 
 01/14  11:00:00,593669.1670396781,2137209001.3428414 
 01/14  12:00:00,634391.0252312679,2283807690.832565 
 01/14  13:00:00,573428.9704948296,2064344293.7813873 
 01/14  14:00:00,578297.67222744,2081871620.018785 
 01/14  15:00:00,583590.8179196615,2100926944.5107818 
 01/14  16:00:00,582484.7689019676,2096945168.0470834 
 01/14  17:00:00,622612.3849358154,2241404585.7689357 
 01/14  18:00:00,610161.1203404897,2196580033.225763 
 01/14  19:00:00,528787.1088685995,1903633591.926958 
 01/14  20:00:00,454873.9537102445,1637546233.3568804 
 01/14  21:00:00,447950.24458490615,1612620880.505662 
 01/14  22:00:00,419421.38469803607,1509916984.91293 
 01/14  23:00:00,393886.4865094109,1417991351.4338791 
 01/14  24:00:00,375261.4718465214,1350941298.647477 
 01/15  01:00:00,359400.96671478124,1293843480.1732123 
 01/15  02:00:00,358385.1327663935,1290186477.9590166 
 01/15  03:00:00,358366.824530694,1290120568.3104982 
 01/15  04:00:00,357488.816708522,1286959740.150679 
 01/15  05:00:00,356354.08477106784,1282874705.1758442 
 01/15  06:00:00,374195.8169918787,1347104941.1707633 
 01/15  07:00:00,471152.6980142907,1696149712.851447 
 01/15  08:00:00,459435.9776361841,1653969519.4902627 
 01/15  09:00:00,452263.6559727406,1628149161.5018666 
 01/15  10:00:00,419023.88561621745,1508485988.2183828 
 01/15  11:00:00,374739.002256616,1349060408.1238177 
 01/15  12:00:00,396493.3815749473,1427376173.6698098 
 01/15  13:00:00,462628.111465045,1665461201.2741613 
 01/15  14:00:00,474120.4876682756,1706833755.6057918 
 01/15  15:00:00,489048.8481802009,1760575853.448723 
 01/15  16:00:00,483671.4357247528,1741217168.6091099 
 01/15  17:00:00,503447.3637353642,1812410509.4473116 
 01/15  18:00:00,509174.7849085885,1833029225.670919 
 01/15  19:00:00,500642.01464255527,1802311252.7131987 
 01/15  20:00:00,452678.60414745397,1629642974.9308345 
 01/15  21:00:00,445266.68240638217,1602960056.6629753 
 01/15  22:00:00,417026.04488784773,1501293761.596252 
 01/15  23:00:00,390720.6959338419,1406594505.3618307 
 01/15  24:00:00,371169.7079697631,1336210948.6911469 
 01/16  01:00:00,357118.1397229123,1285625303.0024838 
 01/16  02:00:00,357237.222993067,1286054002.775041 
 01/16  03:00:00,356487.8531179547,1283356271.2246368 
 01/16  04:00:00,355839.5218103223,1281022278.5171604 
 01/16  05:00:00,355670.6939704775,1280414498.2937186 
 01/16  06:00:00,373728.9119430168,1345424082.9948602 
 01/16  07:00:00,470774.92976748146,1694789747.1629338 
 01/16  08:00:00,459224.63368960517,1653208681.2825787 
 01/16  09:00:00,451442.8756142045,1625194352.2111359 
 01/16  10:00:00,426477.0680827261,1535317445.0978138 
 01/16  11:00:00,393864.5558023791,1417912400.888565 
 01/16  12:00:00,415184.9691907051,1494665889.0865378 
 01/16  13:00:00,474597.0350386382,1708549326.1390972 
 01/16  14:00:00,495914.9794331803,1785293925.9594488 
 01/16  15:00:00,495847.1259857822,1785049653.5488162 
 01/16  16:00:00,465590.1833231741,1676124659.9634268 
 01/16  17:00:00,472360.8640019986,1700499110.407195 
 01/16  18:00:00,518286.52804667427,1865831500.9680276 
 01/16  19:00:00,519565.2350072392,1870434846.0260613 
 01/16  20:00:00,480438.7413331656,1729579468.7993968 
 01/16  21:00:00,464595.8804315583,1672545169.5536098 
 01/16  22:00:00,438583.4450676805,1578900402.24365 
 01/16  23:00:00,404610.7827674344,1456598817.9627638 
 01/16  24:00:00,383124.25677952636,1379247324.4062946 
 01/17  01:00:00,393178.03751006135,1415440935.0362206 
 01/17  02:00:00,390211.5005920751,1404761402.1314707 
 01/17  03:00:00,390088.0019762575,1404316807.114527 
 01/17  04:00:00,389429.8112782832,1401947320.6018195 
 01/17  05:00:00,386715.8010433249,1392176883.7559693 
 01/17  06:00:00,428719.52986836643,1543390307.5261192 
 01/17  07:00:00,584667.787257041,2104804034.1253476 
 01/17  08:00:00,622622.9139104205,2241442490.077514 
 01/17  09:00:00,930789.1810822944,3350841051.8962607 
 01/17  10:00:00,931372.0171525566,3352939261.749204 
 01/17  11:00:00,938444.8146712055,3378401332.8163404 
 01/17  12:00:00,973028.266718944,3502901760.1881986 
 01/17  13:00:00,924539.3597849103,3328341695.225678 
 01/17  14:00:00,999486.8806160805,3598152770.21789 
 01/17  15:00:00,1026155.9782421092,3694161521.671594 
 01/17  16:00:00,1045154.2241144646,3762555206.8120728 
 01/17  17:00:00,1086371.9146294203,3910938892.6659136 
 01/17  18:00:00,823582.7633833854,2964897948.180188 
 01/17  19:00:00,752329.9086323436,2708387671.0764375 
 01/17  20:00:00,705031.3924950324,2538113012.9821167 
 01/17  21:00:00,650504.28838323,2341815438.1796284 
 01/17  22:00:00,621010.524312235,2235637887.524046 
 01/17  23:00:00,470109.4395402817,1692393982.3450148 
 01/17  24:00:00,431987.211450669,1555153961.222408 
 01/18  01:00:00,386964.0190087215,1393070468.4313972 
 01/18  02:00:00,384409.2546880306,1383873316.87691 
 01/18  03:00:00,383084.6327966912,1379104678.068088 
 01/18  04:00:00,382303.1076788509,1376291187.643863 
 01/18  05:00:00,381869.41473361384,1374729893.04101 
 01/18  06:00:00,426395.2029947415,1535022730.7810695 
 01/18  07:00:00,586052.1210829938,2109787635.8987784 
 01/18  08:00:00,618781.9349913048,2227614965.968697 
 01/18  09:00:00,932056.9584843704,3355405050.543734 
 01/18  10:00:00,929403.8368076907,3345853812.507687 
 01/18  11:00:00,931484.4970288168,3353344189.3037415 
 01/18  12:00:00,988189.6954016406,3557482903.4459066 
 01/18  13:00:00,931348.9152316354,3352856094.833888 
 01/18  14:00:00,1000843.1658432387,3603035397.03566 
 01/18  15:00:00,1027321.046187196,3698355766.273907 
 01/18  16:00:00,1049000.9094643334,3776403274.071601 
 01/18  17:00:00,1095744.7241770544,3944681007.0373964 
 01/18  18:00:00,826838.6811812831,2976619252.2526193 
 01/18  19:00:00,752599.6716082209,2709358817.789596 
 01/18  20:00:00,709179.799970334,2553047279.8932033 
 01/18  21:00:00,651434.1433722881,2345162916.1402373 
 01/18  22:00:00,615996.4016114242,2217587045.8011274 
 01/18  23:00:00,470182.199697616,1692655918.911418 
 01/18  24:00:00,431226.3349470181,1552414805.8092651 
 01/19  01:00:00,386362.8055568801,1390906100.004768 
 01/19  02:00:00,386275.4336863598,1390591561.2708955 
 01/19  03:00:00,383849.76671096426,1381859160.1594715 
 01/19  04:00:00,382764.4697832144,1377952091.2195716 
 01/19  05:00:00,382379.38997697056,1376565803.9170938 
 01/19  06:00:00,423773.60797932063,1525584988.7255545 
 01/19  07:00:00,585899.2093581315,2109237153.6892736 
 01/19  08:00:00,619150.283606639,2228941020.983901 
 01/19  09:00:00,956881.5078478359,3444773428.2522097 
 01/19  10:00:00,961843.3596215603,3462636094.637617 
 01/19  11:00:00,965060.253548084,3474216912.7731028 
 01/19  12:00:00,999067.683322501,3596643659.961004 
 01/19  13:00:00,948029.8128223618,3412907326.1605034 
 01/19  14:00:00,1045717.2544586282,3764582116.0510626 
 01/19  15:00:00,1069552.2503973658,3850388101.430518 
 01/19  16:00:00,1095405.623649627,3943460245.1386576 
 01/19  17:00:00,1153270.0508891635,4151772183.2009892 
 01/19  18:00:00,840352.6809225328,3025269651.321118 
 01/19  19:00:00,755017.7728100593,2718063982.116214 
 01/19  20:00:00,716201.5512627385,2578325584.5458593 
 01/19  21:00:00,675690.718710188,2432486587.356677 
 01/19  22:00:00,636929.5754293189,2292946471.5455484 
 01/19  23:00:00,482673.77896241687,1737625604.264701 
 01/19  24:00:00,445632.6787485853,1604277643.4949071 
 01/20  01:00:00,399418.73368729645,1437907441.274267 
 01/20  02:00:00,394346.64012043114,1419647904.433552 
 01/20  03:00:00,394757.0717108369,1421125458.1590128 
 01/20  04:00:00,393802.21018831385,1417687956.6779299 
 01/20  05:00:00,388795.3144803757,1399663132.1293523 
 01/20  06:00:00,432880.1544742577,1558368556.1073282 
 01/20  07:00:00,603332.1737971342,2171995825.669683 
 01/20  08:00:00,632942.5627067263,2278593225.744215 
 01/20  09:00:00,986583.7934916504,3551701656.5699425 
 01/20  10:00:00,1002927.3793724887,3610538565.74096 
 01/20  11:00:00,1001658.2678387786,3605969764.2196035 
 01/20  12:00:00,1059005.341724282,3812419230.2074146 
 01/20  13:00:00,1017659.8044582374,3663575296.0496554 
 01/20  14:00:00,1187618.1959938398,4275425505.5778236 
 01/20  15:00:00,1168084.7390855828,4205105060.7080984 
 01/20  16:00:00,1228953.7637361714,4424233549.450216 
 01/20  17:00:00,1295884.4324115308,4665183956.681511 
 01/20  18:00:00,897436.949184799,3230773017.065276 
 01/20  19:00:00,778740.742148395,2803466671.7342215 
 01/20  20:00:00,737618.4965533932,2655426587.5922155 
 01/20  21:00:00,703119.1652278554,2531228994.8202796 
 01/20  22:00:00,674879.4294455585,2429565946.004011 
 01/20  23:00:00,498853.99699494545,1795874389.1818037 
 01/20  24:00:00,467634.95488895633,1683485837.6002426 
 01/21  01:00:00,397409.0305501486,1430672509.9805348 
 01/21  02:00:00,396093.62053695397,1425937033.9330344 
 01/21  03:00:00,395696.4315058542,1424507153.4210746 
 01/21  04:00:00,394155.1789783022,1418958644.3218877 
