Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/04  09:00:00,3412598760.235327,776483887.7921437,1524590982.1435692 
 01/04  10:00:00,3379474613.060656,766187374.0659232,1524590982.1435692 
 01/04  11:00:00,3345632094.056006,766134049.2768176,1524590982.1435692 
 01/04  12:00:00,3543981098.73841,766134049.2768176,1524590982.1435692 
 01/04  13:00:00,3263637418.8727875,766134049.2768176,1407891560.4622302 
 01/04  14:00:00,3476394519.3393164,766134049.2768176,1524590982.1435692 
 01/04  15:00:00,3554187619.495433,766134049.2768176,1524590982.1435692 
 01/04  16:00:00,3565554979.9132414,768061171.841798,1524590982.1435692 
 01/04  17:00:00,3744044326.150152,786479873.9363433,1524590982.1435692 
 01/04  18:00:00,2945426910.8653073,485740941.4852057,1057793295.4182142 
 01/04  19:00:00,2605553873.6962233,296653033.108991,941093873.7368754 
 01/04  20:00:00,2424797176.891179,296653033.108991,941093873.7368754 
 01/04  21:00:00,2281338989.3776374,197765105.62937143,941093873.7368754 
 01/04  22:00:00,2175126272.7333865,197765105.62937143,941093873.7368754 
 01/04  23:00:00,1694568598.0282502,98887927.4796197,941093873.7368754 
 01/04  24:00:00,1561419810.3273253,49438589.07487582,941093873.7368754 
 01/05  01:00:00,1383871813.9063432,38694479.62202592,836730825.2177298 
 01/05  02:00:00,1378709210.3227892,36545657.73145594,836730825.2177298 
 01/05  03:00:00,1378696127.697575,36545657.73145594,836730825.2177298 
 01/05  04:00:00,1378069209.019179,36545657.73145594,836730825.2177298 
 01/05  05:00:00,1376356247.821783,36545657.73145594,836730825.2177298 
 01/05  06:00:00,1539373565.0963976,38137022.65685523,836730825.2177298 
 01/05  07:00:00,2112473775.0996947,88762776.67582561,941093873.7368754 
 01/05  08:00:00,2228111768.4719143,279697038.1852708,941093873.7368754 
 01/05  09:00:00,3425707766.9233904,776566353.1916863,1524590982.1435692 
 01/05  10:00:00,3425145751.6377225,766187812.2595317,1524590982.1435692 
 01/05  11:00:00,3384056172.3700953,766134049.2768176,1524590982.1435692 
 01/05  12:00:00,3534579366.1081448,766134049.2768176,1524590982.1435692 
 01/05  13:00:00,3350187877.433915,766134049.2768176,1407891560.4622302 
 01/05  14:00:00,3640886238.0698857,766134049.2768176,1524590982.1435692 
 01/05  15:00:00,3708440759.81713,766134049.2768176,1524590982.1435692 
 01/05  16:00:00,3755350487.8128967,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,3894504386.2104,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,2977416306.392303,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2689381346.906159,296653033.108991,941093873.7368754 
 01/05  20:00:00,2512486482.079514,296653033.108991,941093873.7368754 
 01/05  21:00:00,2338923406.6624875,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2222868605.489097,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1725417530.470374,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1606579425.47542,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1435964783.5745468,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1427214263.8590124,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1420562214.727859,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1418194766.2128596,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1420854279.3330586,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1587662707.1621177,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2227257179.4074926,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2331133287.815852,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3512759108.955672,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3424554755.4525323,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3337219023.5828104,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3461915877.0701685,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3299001877.520591,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3550787875.7332687,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3632209747.2145805,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3636341268.1980333,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3771676429.6342316,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2951432306.6752706,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2662536501.182709,296653033.108991,941093873.7368754 
 01/06  20:00:00,2503050836.285858,296653033.108991,941093873.7368754 
 01/06  21:00:00,2354560136.1601543,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2237728786.220552,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1730935290.2368271,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1593045123.2731917,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1315681795.8499925,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1297267826.0389311,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1292688013.5178447,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1285741012.5410888,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1282194727.633968,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1422564266.3383117,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2099447619.3792193,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2035960281.4761012,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2294628818.4731483,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2172567584.635667,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,2024796922.3798146,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2101164595.6705801,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1911368164.2029936,127688982.72288677,882744162.896206 
 01/07  14:00:00,2028993774.8117557,127688982.72288677,882744162.896206 
 01/07  15:00:00,2050983598.8367321,127688982.72288677,882744162.896206 
 01/07  16:00:00,2051767122.901172,127910914.45807752,882744162.896206 
 01/07  17:00:00,2214925280.0754704,130435901.70167187,882744162.896206 
 01/07  18:00:00,2214136974.1648536,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1921826631.978717,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1692961769.4156003,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1628024188.5320637,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1522822876.392976,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1441676069.2590365,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1364190984.769248,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1295062949.442159,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1282488737.789311,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1282151186.5878236,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1281291877.5640502,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1279851390.2853384,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1345458136.6778822,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1694096553.6240282,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1653061236.4672353,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1625924697.9721382,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1508079373.1225746,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1371460418.1663299,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1453469432.3168912,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1655724188.8370924,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1737603633.9587777,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1742678257.0608966,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1769468621.4075165,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1830790586.7275877,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1848834582.5730853,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1833790982.3558855,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1663387626.644717,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1628786995.7764277,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1524555844.5944943,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1425129097.0013313,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1344864383.548154,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1377691689.861675,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1374927204.1414363,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1374215516.8076994,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1373273534.1710865,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1372417731.5648344,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1571360571.7412615,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2096857125.3842206,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2232296446.746395,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3332537223.143997,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3300448119.139782,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3282208135.3508377,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3429736414.8917904,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3289704467.5984797,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3545120565.7002773,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3611882502.4116335,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3671870143.42136,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3839547858.9625597,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2963787255.2613344,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2695523550.052797,296653033.108991,941093873.7368754 
 01/09  20:00:00,2515718326.086822,296653033.108991,941093873.7368754 
 01/09  21:00:00,2328449670.434521,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2173143814.5645337,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1689527063.3678608,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1560503400.134531,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1383708555.4556055,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1379835725.0694802,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1378488850.3011801,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1375773951.0767045,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1374245170.2402408,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1521423925.3990412,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2096300327.5810726,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2227164725.917409,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3352641778.9608817,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3345862770.2017956,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3324696589.140469,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3480235034.289099,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3327503531.5011487,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3593174285.334657,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3659355335.5426993,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3728482213.740678,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,3894481326.908798,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2978525898.020359,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2693392195.613097,296653033.108991,941093873.7368754 
 01/10  20:00:00,2516924154.95877,296653033.108991,941093873.7368754 
 01/10  21:00:00,2305024872.626947,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2203089361.013839,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1722858577.1768422,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1558470627.7015011,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1385584189.5420022,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1383557327.4890215,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1379316284.7868207,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1378636711.5137408,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1378414474.59859,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1529688855.4431372,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2107820795.2110884,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2226293603.6334724,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3401408400.6391683,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3394075141.258925,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3419104507.3524804,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3586811896.06911,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3396919091.4740734,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3698154915.8704743,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3763181537.49611,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3818239761.448608,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,3992512967.5515914,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,3005570926.644277,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2707470995.7562766,296653033.108991,941093873.7368754 
 01/11  20:00:00,2553733401.2987895,296653033.108991,941093873.7368754 
 01/11  21:00:00,2384511799.4408426,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2278848548.3118963,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1736703392.8812008,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1577085124.274119,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1406173982.591554,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1408431320.483001,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1399751514.8388145,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1400458042.3617668,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1394821899.1489365,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1544344040.7236526,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2134179617.067913,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2234478952.943472,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3460217985.7230916,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3454896067.8971653,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3432437194.3739476,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3606733128.2902684,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3423683972.5602784,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3740830785.606666,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3833579338.366104,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3930468204.670605,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,4128151309.2416835,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,3039933654.258074,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2714385501.4138846,296653033.108991,941093873.7368754 
 01/12  20:00:00,2575074739.985345,296653033.108991,941093873.7368754 
 01/12  21:00:00,2417444802.211626,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2274392690.2809205,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1772654620.5335107,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1608064104.105322,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1405292571.4148364,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1394694791.4698734,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1391049304.3810468,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1389385647.2938786,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1389283881.606418,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1567250629.759226,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2207742126.32514,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2335578035.2800016,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3575897613.960077,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3524056039.4435024,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3531321729.05696,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3700048961.807291,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3478552698.397955,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3811294912.710837,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3895812337.934821,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3948639503.127121,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,4119458420.382209,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,3026181784.6264634,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2712205634.894924,296653033.108991,941093873.7368754 
 01/13  20:00:00,2572203707.469459,296653033.108991,941093873.7368754 
 01/13  21:00:00,2453116574.1511564,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2353004210.8097014,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1798944734.2983003,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1660689089.0964122,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1372278911.9394622,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1350619418.47807,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1331268189.5566504,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1320502381.596397,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1306367861.354149,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1454174063.1446095,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2116601543.7767234,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2045431687.5826306,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2305182939.449218,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2203616830.4991064,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2137209001.3428414,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2283807690.832565,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2064344293.7813873,127688982.72288677,882744162.896206 
 01/14  14:00:00,2081871620.018785,127688982.72288677,882744162.896206 
 01/14  15:00:00,2100926944.5107818,127688982.72288677,882744162.896206 
 01/14  16:00:00,2096945168.0470834,127793269.82502551,882744162.896206 
 01/14  17:00:00,2241404585.7689357,130101456.76794404,882744162.896206 
 01/14  18:00:00,2196580033.225763,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1903633591.926958,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1637546233.3568804,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1612620880.505662,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1509916984.91293,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1417991351.4338791,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1350941298.647477,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1293843480.1732123,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1290186477.9590166,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1290120568.3104982,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1286959740.150679,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1282874705.1758442,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1347104941.1707633,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1696149712.851447,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1653969519.4902627,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1628149161.5018666,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1508485988.2183828,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1349060408.1238177,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1427376173.6698098,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1665461201.2741613,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1706833755.6057918,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1760575853.448723,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1741217168.6091099,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1812410509.4473116,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1833029225.670919,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1802311252.7131987,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1629642974.9308345,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1602960056.6629753,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1501293761.596252,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1406594505.3618307,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1336210948.6911469,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1285625303.0024838,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1286054002.775041,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1283356271.2246368,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1281022278.5171604,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1280414498.2937186,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1345424082.9948602,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1694789747.1629338,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1653208681.2825787,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1625194352.2111359,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1535317445.0978138,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1417912400.888565,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1494665889.0865378,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1708549326.1390972,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1785293925.9594488,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1785049653.5488162,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1676124659.9634268,42595868.109592445,824394452.0555365 
