Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/03  02:00:00,1388951453.908403,36545657.73145594,836730825.2177298 
 01/03  03:00:00,1382196119.8426826,36545657.73145594,836730825.2177298 
 01/03  04:00:00,1374483504.749295,36545657.73145594,836730825.2177298 
 01/03  05:00:00,1371928313.16712,36545657.73145594,836730825.2177298 
 01/03  06:00:00,1514302479.2305574,38137022.65685523,836730825.2177298 
 01/03  07:00:00,2081786325.4397388,88762776.67582561,941093873.7368754 
 01/03  08:00:00,2204072813.5230665,279633605.7481395,941093873.7368754 
 01/03  09:00:00,3290736642.711209,776316896.3826163,1524590982.1435692 
 01/03  10:00:00,3190596484.502189,766185691.1926992,1524590982.1435692 
 01/03  11:00:00,3228114000.040146,766134049.2768176,1524590982.1435692 
 01/03  12:00:00,3398008480.8841853,766134049.2768176,1524590982.1435692 
 01/03  13:00:00,3243230061.949479,766134049.2768176,1407891560.4622302 
 01/03  14:00:00,3403966947.8199935,766134049.2768176,1524590982.1435692 
 01/03  15:00:00,3460793826.0601816,766134049.2768176,1524590982.1435692 
 01/03  16:00:00,3511828689.4601183,767677295.3575858,1524590982.1435692 
 01/03  17:00:00,3671316625.8415813,785558887.5715864,1524590982.1435692 
 01/03  18:00:00,2917186553.406341,483237718.91769034,1057793295.4182142 
 01/03  19:00:00,2605756974.655684,296653033.108991,941093873.7368754 
 01/03  20:00:00,2366668499.193185,296653033.108991,941093873.7368754 
 01/03  21:00:00,2218067099.8755727,197765105.62937143,941093873.7368754 
 01/03  22:00:00,2106695237.5649116,197765105.62937143,941093873.7368754 
 01/03  23:00:00,1671052691.7348976,98887927.4796197,941093873.7368754 
 01/03  24:00:00,1551494994.9912744,49438589.07487582,941093873.7368754 
 01/04  01:00:00,1378558339.452879,38694479.62202592,836730825.2177298 
 01/04  02:00:00,1372145418.4602602,36545657.73145594,836730825.2177298 
 01/04  03:00:00,1371999449.8548725,36545657.73145594,836730825.2177298 
 01/04  04:00:00,1370906740.0645747,36545657.73145594,836730825.2177298 
 01/04  05:00:00,1369462554.61928,36545657.73145594,836730825.2177298 
 01/04  06:00:00,1499804828.9570632,38137022.65685523,836730825.2177298 
 01/04  07:00:00,2080199446.6794324,88762776.67582561,941093873.7368754 
 01/04  08:00:00,2198972452.2583885,279666506.59585273,941093873.7368754 
 01/04  09:00:00,3283533737.0475674,776483887.7921437,1524590982.1435692 
 01/04  10:00:00,3173649036.6967134,766187374.0659232,1524590982.1435692 
 01/04  11:00:00,3158593335.123468,766134049.2768176,1524590982.1435692 
 01/04  12:00:00,3356775427.902969,766134049.2768176,1524590982.1435692 
 01/04  13:00:00,3156940379.5979886,766134049.2768176,1407891560.4622302 
 01/04  14:00:00,3300242630.887282,766134049.2768176,1524590982.1435692 
 01/04  15:00:00,3357940953.190709,766134049.2768176,1524590982.1435692 
 01/04  16:00:00,3364404037.7833395,768061171.841798,1524590982.1435692 
 01/04  17:00:00,3543920339.63232,786479873.9363433,1524590982.1435692 
 01/04  18:00:00,2859405539.3331494,485740941.4852057,1057793295.4182142 
 01/04  19:00:00,2531414738.9182653,296653033.108991,941093873.7368754 
 01/04  20:00:00,2355796779.281518,296653033.108991,941093873.7368754 
 01/04  21:00:00,2215064197.765551,197765105.62937143,941093873.7368754 
 01/04  22:00:00,2111290280.0883946,197765105.62937143,941093873.7368754 
 01/04  23:00:00,1685495012.8493445,98887927.4796197,941093873.7368754 
 01/04  24:00:00,1552731983.1830149,49438589.07487582,941093873.7368754 
 01/05  01:00:00,1376424021.6248932,38694479.62202592,836730825.2177298 
 01/05  02:00:00,1371946986.2795095,36545657.73145594,836730825.2177298 
 01/05  03:00:00,1371978718.8058555,36545657.73145594,836730825.2177298 
 01/05  04:00:00,1371435142.835162,36545657.73145594,836730825.2177298 
 01/05  05:00:00,1369768759.9115717,36545657.73145594,836730825.2177298 
 01/05  06:00:00,1498951975.890798,38137022.65685523,836730825.2177298 
 01/05  07:00:00,2078042773.1097667,88762776.67582561,941093873.7368754 
 01/05  08:00:00,2198164581.543238,279697038.1852708,941093873.7368754 
 01/05  09:00:00,3282570539.9548225,776566353.1916863,1524590982.1435692 
 01/05  10:00:00,3231365418.493753,766187812.2595317,1524590982.1435692 
 01/05  11:00:00,3214517990.3035784,766134049.2768176,1524590982.1435692 
 01/05  12:00:00,3349578916.324908,766134049.2768176,1524590982.1435692 
 01/05  13:00:00,3239124703.3799634,766134049.2768176,1407891560.4622302 
 01/05  14:00:00,3437484783.74652,766134049.2768176,1524590982.1435692 
 01/05  15:00:00,3485369783.8904853,766134049.2768176,1524590982.1435692 
 01/05  16:00:00,3504488350.8520036,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,3652255712.096203,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,2912787032.450819,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2617601804.436868,296653033.108991,941093873.7368754 
 01/05  20:00:00,2441475318.8696527,296653033.108991,941093873.7368754 
 01/05  21:00:00,2270432772.615921,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2156794391.193896,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1715970241.8343916,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1597207484.5351992,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1426280543.1081245,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1417785441.7245803,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1411345959.6129887,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1409080752.8422189,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1411736536.5031648,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1581307402.1421096,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2164873490.9717755,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2269463073.803473,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3344798102.139691,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3227114221.222681,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3149512141.485656,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3282120406.5155296,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3205773783.473461,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3370939787.234906,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3402332669.487279,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3410947962.8666115,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3573606479.9627867,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2876985813.8680406,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2593346019.134838,296653033.108991,941093873.7368754 
 01/06  20:00:00,2433949785.332369,296653033.108991,941093873.7368754 
 01/06  21:00:00,2286982293.3997145,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2172192532.312265,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1721183120.4651065,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1583739538.7331636,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1306359485.4818487,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1288339870.471223,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1283921848.4340062,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1278466739.4108708,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1275620752.2377877,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1397987538.6878898,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2056423941.1816397,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2006714636.7130604,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2265899898.214007,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2140974959.974911,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,1981129965.719732,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2033998634.0835738,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1842634180.8922331,127688982.72288677,882744162.896206 
 01/07  14:00:00,1962532715.4634047,127688982.72288677,882744162.896206 
 01/07  15:00:00,2014152676.6733038,127688982.72288677,882744162.896206 
 01/07  16:00:00,2023740002.73032,127910914.45807752,882744162.896206 
 01/07  17:00:00,2184193286.9711647,130435901.70167187,882744162.896206 
 01/07  18:00:00,2154822310.1245537,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1916286271.7351325,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1683470989.0633392,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1618956861.0846043,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1514212736.7025862,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1433027267.867055,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1355877420.2257917,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1287026637.3835454,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1276057755.178569,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1276034656.5573444,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1275227021.5351439,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1273822585.8197055,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1339420479.6634166,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1688711435.70265,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1647614587.2862883,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1620374070.3991883,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1501810086.5046995,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1363486237.4957058,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1426036956.9882631,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1616762091.9834576,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1693491527.9689078,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1705916612.5319529,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1720746059.0551066,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1840721164.2140598,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1843346807.9607258,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1825656794.2587683,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1653725219.4731715,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1619960908.2732954,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1516094298.6965342,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1417094189.3452897,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1337015365.1091135,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1370267257.556706,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1368853814.5502043,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1368198225.8228126,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1367284228.6267784,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1366455427.3421865,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1552336637.5959604,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2065936349.1862419,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2204692657.4524884,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3279114963.4777727,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3166335786.990972,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3116981308.1605706,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3289211122.297406,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3208846422.5000796,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3384705926.7140274,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3424927221.4118133,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3460699194.074138,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3622154825.6816,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2914898278.779583,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2627672922.2889037,296653033.108991,941093873.7368754 
 01/09  20:00:00,2445491436.3306537,296653033.108991,941093873.7368754 
 01/09  21:00:00,2261803405.334161,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2109423711.3669093,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1680783675.7500055,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1551988006.6446743,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1376761069.9212549,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1373121927.7607281,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1371805017.4211833,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1369254871.8803673,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1367829980.0348969,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1505621773.6061678,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2055768023.8650823,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2198726064.47507,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3271382328.8711796,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3171621590.113946,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3145785948.1514955,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3307682758.593093,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3222935891.7446017,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3410219433.314079,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3453609875.160587,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3494251995.827924,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,3653715907.2855644,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2912910495.6445765,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2602302164.372299,296653033.108991,941093873.7368754 
 01/10  20:00:00,2462132533.8894854,296653033.108991,941093873.7368754 
 01/10  21:00:00,2238522896.3403044,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2138852521.0776982,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1713388159.8826206,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1550941536.9418561,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1378015433.7327533,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1375962867.5296493,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1372584308.1238525,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1371975725.760378,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1371797872.480824,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1487365042.013746,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2066041480.8430362,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2197072073.5950165,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3276254070.8684525,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3188143465.5716825,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3243371714.710261,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3389601594.2083592,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3278608749.5677395,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3471235780.0958595,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3499873483.0366635,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3530969811.1616926,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,3704125514.9478374,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,2932796533.1111584,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2647398782.3096247,296653033.108991,941093873.7368754 
 01/11  20:00:00,2482891345.322597,296653033.108991,941093873.7368754 
 01/11  21:00:00,2314728931.2222776,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2210311232.4723845,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1727134747.6478393,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1568333079.6223319,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1397092471.7647276,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1399381547.3732672,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1390917412.959603,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1391665329.6174154,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1386165322.9371586,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1524323680.0148573,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2078044738.1385612,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2201383017.279574,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3290739733.5308475,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3251325807.921076,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3254364404.935255,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3397625475.0451956,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3300128040.9001565,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3493116040.1779175,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3546722166.801202,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3596582998.9752245,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,3754656557.128638,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,2950071417.094301,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2680403547.1931953,296653033.108991,941093873.7368754 
 01/12  20:00:00,2519254911.777856,296653033.108991,941093873.7368754 
 01/12  21:00:00,2347931513.288947,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2205961910.9387145,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1762228274.4172277,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1598841122.7884982,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1396418934.734581,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1386110461.687164,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1382559299.811346,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1380962526.9647117,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1380897613.2190926,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1545824029.3122396,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2135781515.5310707,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2273687627.0520515,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3414141613.735251,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3342921893.3122826,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3341989022.931666,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3459982145.300247,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3326119794.063641,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3525850243.975935,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3562040467.8315334,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3611895415.668383,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,3769801115.6714487,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,2932559982.561406,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2677405344.2947254,296653033.108991,941093873.7368754 
 01/13  20:00:00,2512153385.0020123,296653033.108991,941093873.7368754 
 01/13  21:00:00,2383380879.7154946,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2286119311.6375012,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1793066604.8370562,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1651438899.8112035,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1362439384.131705,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1341272687.7628293,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1322320547.9896343,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1311819645.480313,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1297983089.2642512,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1420439451.486321,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2085361881.385867,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2015709185.4484031,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2273554500.475499,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2155425899.66325,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2057847915.2024584,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2209098066.284565,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2019801677.4481273,127688982.72288677,882744162.896206 
 01/14  14:00:00,2044748182.571302,127688982.72288677,882744162.896206 
 01/14  15:00:00,2054141167.0739698,127688982.72288677,882744162.896206 
 01/14  16:00:00,2051601305.3039296,127793269.82502551,882744162.896206 
 01/14  17:00:00,2208115764.7960787,130101456.76794404,882744162.896206 
 01/14  18:00:00,2136556943.2349892,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1895341073.4629865,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1629080039.738935,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1604481469.3448997,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1502115749.3017297,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1410337619.1066701,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1343303520.326992,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1287837911.9071782,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1284220317.149369,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1284185517.351999,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1281092317.3585975,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1277062363.657313,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1341290292.593973,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1690975528.0945191,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1648757589.7761374,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1622874522.5100265,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1503155432.8958552,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1343367332.5907047,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1400506183.981571,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1614171208.517752,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1673348968.8936138,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1717780305.4100952,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1699516099.2373722,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1800890807.8621116,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1826510838.8207977,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1793124165.8470278,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1621470332.8290548,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1595225362.9182413,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1493709774.4373858,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1400293872.511219,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1330307408.571651,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1279768842.765594,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1280213585.0742695,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1277549127.0945902,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1275292540.6315062,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1274695718.8735409,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1339674667.4210076,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1689666541.3859577,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1648001557.3951788,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1619927348.5555854,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1501087855.6882594,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1374800246.8012903,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1458860020.1271198,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1643391546.0051937,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1732961764.7149806,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1736870618.5836344,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1576471869.8345308,42595868.109592445,824394452.0555365 
