Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 01/07  04:00:00,355129.649836353,1278466739.4108708 
 01/07  05:00:00,354339.09784383,1275620752.2377877 
 01/07  06:00:00,388329.8718577472,1397987538.6878898 
 01/07  07:00:00,571228.8725504554,2056423941.1816397 
 01/07  08:00:00,557420.7324202943,2006714636.7130604 
 01/07  09:00:00,629416.6383927796,2265899898.214007 
 01/07  10:00:00,594715.2666596974,2140974959.974911 
 01/07  11:00:00,550313.8793665922,1981129965.719732 
 01/07  12:00:00,564999.6205787705,2033998634.0835738 
 01/07  13:00:00,511842.8280256202,1842634180.8922331 
 01/07  14:00:00,545147.9765176123,1962532715.4634047 
 01/07  15:00:00,559486.8546314731,2014152676.6733038 
 01/07  16:00:00,562150.0007584221,2023740002.73032 
 01/07  17:00:00,606720.3574919902,2184193286.9711647 
 01/07  18:00:00,598561.752812376,2154822310.1245537 
 01/07  19:00:00,532301.7421486478,1916286271.7351325 
 01/07  20:00:00,467630.8302953718,1683470989.0633392 
 01/07  21:00:00,449710.2391901678,1618956861.0846043 
 01/07  22:00:00,420614.6490840518,1514212736.7025862 
 01/07  23:00:00,398063.12996307085,1433027267.867055 
 01/07  24:00:00,376632.6167293866,1355877420.2257917 
 01/08  01:00:00,357507.3992732071,1287026637.3835454 
 01/08  02:00:00,354460.4875496025,1276057755.178569 
 01/08  03:00:00,354454.071265929,1276034656.5573444 
 01/08  04:00:00,354229.7282042066,1275227021.5351439 
 01/08  05:00:00,353839.60717214044,1273822585.8197055 
 01/08  06:00:00,372061.2443509491,1339420479.6634166 
 01/08  07:00:00,469086.5099174026,1688711435.70265 
 01/08  08:00:00,457670.71869063564,1647614587.2862883 
 01/08  09:00:00,450103.908444219,1620374070.3991883 
 01/08  10:00:00,417169.46847352776,1501810086.5046995 
 01/08  11:00:00,378746.1770821405,1363486237.4957058 
 01/08  12:00:00,396121.3769411842,1426036956.9882631 
 01/08  13:00:00,449100.5811065161,1616762091.9834576 
 01/08  14:00:00,470414.3133246968,1693491527.9689078 
 01/08  15:00:00,473865.7257033203,1705916612.5319529 
 01/08  16:00:00,477985.0164041964,1720746059.0551066 
 01/08  17:00:00,511311.4345039055,1840721164.2140598 
 01/08  18:00:00,512040.77998909046,1843346807.9607258 
 01/08  19:00:00,507126.8872941022,1825656794.2587683 
 01/08  20:00:00,459368.11652032536,1653725219.4731715 
 01/08  21:00:00,449989.1411870266,1619960908.2732954 
 01/08  22:00:00,421137.30519348156,1516094298.6965342 
 01/08  23:00:00,393637.27481813607,1417094189.3452897 
 01/08  24:00:00,371393.1569747538,1337015365.1091135 
 01/09  01:00:00,380629.79376575164,1370267257.556706 
 01/09  02:00:00,380237.1707083901,1368853814.5502043 
 01/09  03:00:00,380055.0627285591,1368198225.8228126 
 01/09  04:00:00,379801.1746185496,1367284228.6267784 
 01/09  05:00:00,379570.9520394963,1366455427.3421865 
 01/09  06:00:00,431204.62155443337,1552336637.5959604 
 01/09  07:00:00,573871.2081072894,2065936349.1862419 
 01/09  08:00:00,612414.6270701356,2204692657.4524884 
 01/09  09:00:00,910865.2676327146,3279114963.4777727 
 01/09  10:00:00,879537.7186086032,3166335786.990972 
 01/09  11:00:00,865828.1411557138,3116981308.1605706 
 01/09  12:00:00,913669.7561937239,3289211122.297406 
 01/09  13:00:00,891346.2284722443,3208846422.5000796 
 01/09  14:00:00,940196.0907538965,3384705926.7140274 
 01/09  15:00:00,951368.6726143924,3424927221.4118133 
 01/09  16:00:00,961305.3316872608,3460699194.074138 
 01/09  17:00:00,1006154.1182448891,3622154825.6816 
 01/09  18:00:00,809693.966327662,2914898278.779583 
 01/09  19:00:00,729909.145080251,2627672922.2889037 
 01/09  20:00:00,679303.1767585148,2445491436.3306537 
 01/09  21:00:00,628278.7237039334,2261803405.334161 
 01/09  22:00:00,585951.0309352524,2109423711.3669093 
 01/09  23:00:00,466884.35437500133,1680783675.7500055 
 01/09  24:00:00,431107.77962352074,1551988006.6446743 
 01/10  01:00:00,382433.63053368195,1376761069.9212549 
 01/10  02:00:00,381422.7577113134,1373121927.7607281 
 01/10  03:00:00,381056.9492836621,1371805017.4211833 
 01/10  04:00:00,380348.5755223243,1369254871.8803673 
 01/10  05:00:00,379952.7722319158,1367829980.0348969 
 01/10  06:00:00,418228.2704461578,1505621773.6061678 
 01/10  07:00:00,571046.6732958561,2055768023.8650823 
 01/10  08:00:00,610757.2401319639,2198726064.47507 
 01/10  09:00:00,908717.3135753274,3271382328.8711796 
 01/10  10:00:00,881005.9972538739,3171621590.113946 
 01/10  11:00:00,873829.4300420819,3145785948.1514955 
 01/10  12:00:00,918800.7662758591,3307682758.593093 
 01/10  13:00:00,895259.9699290559,3222935891.7446017 
 01/10  14:00:00,947283.1759205773,3410219433.314079 
 01/10  15:00:00,959336.0764334962,3453609875.160587 
 01/10  16:00:00,970625.5543966452,3494251995.827924 
 01/10  17:00:00,1014921.0853571012,3653715907.2855644 
 01/10  18:00:00,809141.8043457157,2912910495.6445765 
 01/10  19:00:00,722861.7123256386,2602302164.372299 
 01/10  20:00:00,683925.7038581903,2462132533.8894854 
 01/10  21:00:00,621811.9156500844,2238522896.3403044 
 01/10  22:00:00,594125.7002993607,2138852521.0776982 
 01/10  23:00:00,475941.15552295005,1713388159.8826206 
 01/10  24:00:00,430817.09359496,1550941536.9418561 
 01/11  01:00:00,382782.06492576486,1378015433.7327533 
 01/11  02:00:00,382211.9076471249,1375962867.5296493 
 01/11  03:00:00,381273.41892329237,1372584308.1238525 
 01/11  04:00:00,381104.3682667716,1371975725.760378 
 01/11  05:00:00,381054.96457800665,1371797872.480824 
 01/11  06:00:00,413156.95611492946,1487365042.013746 
 01/11  07:00:00,573900.4113452878,2066041480.8430362 
 01/11  08:00:00,610297.7982208378,2197072073.5950165 
 01/11  09:00:00,910070.5752412366,3276254070.8684525 
 01/11  10:00:00,885595.407103245,3188143465.5716825 
 01/11  11:00:00,900936.5874195165,3243371714.710261 
 01/11  12:00:00,941555.9983912107,3389601594.2083592 
 01/11  13:00:00,910724.652657705,3278608749.5677395 
 01/11  14:00:00,964232.1611377387,3471235780.0958595 
 01/11  15:00:00,972187.0786212953,3499873483.0366635 
 01/11  16:00:00,980824.9475449147,3530969811.1616926 
 01/11  17:00:00,1028923.7541521769,3704125514.9478374 
 01/11  18:00:00,814665.7036419883,2932796533.1111584 
 01/11  19:00:00,735388.5506415624,2647398782.3096247 
 01/11  20:00:00,689692.0403673879,2482891345.322597 
 01/11  21:00:00,642980.2586728547,2314728931.2222776 
 01/11  22:00:00,613975.3423534401,2210311232.4723845 
 01/11  23:00:00,479759.6521243996,1727134747.6478393 
 01/11  24:00:00,435648.07767286996,1568333079.6223319 
 01/12  01:00:00,388081.24215686886,1397092471.7647276 
 01/12  02:00:00,388717.09649257426,1399381547.3732672 
 01/12  03:00:00,386365.94804433425,1390917412.959603 
 01/12  04:00:00,386573.7026715044,1391665329.6174154 
 01/12  05:00:00,385045.92303809966,1386165322.9371586 
 01/12  06:00:00,423423.2444485715,1524323680.0148573 
 01/12  07:00:00,577234.6494829336,2078044738.1385612 
 01/12  08:00:00,611495.2825776594,2201383017.279574 
 01/12  09:00:00,914094.3704252354,3290739733.5308475 
 01/12  10:00:00,903146.0577558543,3251325807.921076 
 01/12  11:00:00,903990.1124820152,3254364404.935255 
 01/12  12:00:00,943784.8541792207,3397625475.0451956 
 01/12  13:00:00,916702.2335833767,3300128040.9001565 
 01/12  14:00:00,970310.0111605324,3493116040.1779175 
 01/12  15:00:00,985200.6018892225,3546722166.801202 
 01/12  16:00:00,999050.8330486735,3596582998.9752245 
 01/12  17:00:00,1042960.1547579548,3754656557.128638 
 01/12  18:00:00,819464.2825261949,2950071417.094301 
 01/12  19:00:00,744556.5408869986,2680403547.1931953 
 01/12  20:00:00,699793.0310494044,2519254911.777856 
 01/12  21:00:00,652203.1981358187,2347931513.288947 
 01/12  22:00:00,612767.1974829762,2205961910.9387145 
 01/12  23:00:00,489507.85400478536,1762228274.4172277 
 01/12  24:00:00,444122.5341079161,1598841122.7884982 
 01/13  01:00:00,387894.1485373836,1396418934.734581 
 01/13  02:00:00,385030.68380199,1386110461.687164 
 01/13  03:00:00,384044.2499475961,1382559299.811346 
 01/13  04:00:00,383600.70193464216,1380962526.9647117 
 01/13  05:00:00,383582.6703386369,1380897613.2190926 
 01/13  06:00:00,429395.5636978443,1545824029.3122396 
 01/13  07:00:00,593272.6432030752,2135781515.5310707 
 01/13  08:00:00,631579.8964033477,2273687627.0520515 
 01/13  09:00:00,948372.6704820142,3414141613.735251 
 01/13  10:00:00,928589.4148089673,3342921893.3122826 
 01/13  11:00:00,928330.2841476849,3341989022.931666 
 01/13  12:00:00,961106.1514722909,3459982145.300247 
 01/13  13:00:00,923922.165017678,3326119794.063641 
 01/13  14:00:00,979402.8455488706,3525850243.975935 
 01/13  15:00:00,989455.6855087592,3562040467.8315334 
 01/13  16:00:00,1003304.2821301064,3611895415.668383 
 01/13  17:00:00,1047166.9765754022,3769801115.6714487 
 01/13  18:00:00,814599.9951559462,2932559982.561406 
 01/13  19:00:00,743723.7067485348,2677405344.2947254 
 01/13  20:00:00,697820.384722781,2512153385.0020123 
 01/13  21:00:00,662050.2443654152,2383380879.7154946 
 01/13  22:00:00,635033.1421215282,2286119311.6375012 
 01/13  23:00:00,498074.0568991822,1793066604.8370562 
 01/13  24:00:00,458733.0277253342,1651438899.8112035 
 01/14  01:00:00,378455.3844810291,1362439384.131705 
 01/14  02:00:00,372575.74660078593,1341272687.7628293 
 01/14  03:00:00,367311.263330454,1322320547.9896343 
 01/14  04:00:00,364394.3459667537,1311819645.480313 
 01/14  05:00:00,360550.8581289587,1297983089.2642512 
 01/14  06:00:00,394566.51430175576,1420439451.486321 
 01/14  07:00:00,579267.189273852,2085361881.385867 
 01/14  08:00:00,559919.2181801117,2015709185.4484031 
 01/14  09:00:00,631542.9167987498,2273554500.475499 
 01/14  10:00:00,598729.4165731248,2155425899.66325 
 01/14  11:00:00,571624.4208895717,2057847915.2024584 
 01/14  12:00:00,613638.3517457125,2209098066.284565 
 01/14  13:00:00,561056.0215133686,2019801677.4481273 
 01/14  14:00:00,567985.606269806,2044748182.571302 
 01/14  15:00:00,570594.7686316582,2054141167.0739698 
 01/14  16:00:00,569889.2514733137,2051601305.3039296 
 01/14  17:00:00,613365.4902211329,2208115764.7960787 
 01/14  18:00:00,593488.0397874969,2136556943.2349892 
 01/14  19:00:00,526483.6315174961,1895341073.4629865 
 01/14  20:00:00,452522.2332608152,1629080039.738935 
 01/14  21:00:00,445689.2970402499,1604481469.3448997 
 01/14  22:00:00,417254.37480603595,1502115749.3017297 
 01/14  23:00:00,391760.44975185284,1410337619.1066701 
 01/14  24:00:00,373139.86675749783,1343303520.326992 
 01/15  01:00:00,357732.7533075496,1287837911.9071782 
 01/15  02:00:00,356727.86587482475,1284220317.149369 
 01/15  03:00:00,356718.19926444424,1284185517.351999 
 01/15  04:00:00,355858.97704405495,1281092317.3585975 
 01/15  05:00:00,354739.54546036484,1277062363.657313 
 01/15  06:00:00,372580.6368316592,1341290292.593973 
 01/15  07:00:00,469715.4244706997,1690975528.0945191 
 01/15  08:00:00,457988.2193822604,1648757589.7761374 
 01/15  09:00:00,450798.4784750074,1622874522.5100265 
 01/15  10:00:00,417543.1758044043,1503155432.8958552 
 01/15  11:00:00,373157.5923863069,1343367332.5907047 
 01/15  12:00:00,389029.49555043643,1400506183.981571 
 01/15  13:00:00,448380.89125493105,1614171208.517752 
 01/15  14:00:00,464819.15802600404,1673348968.8936138 
 01/15  15:00:00,477161.1959472487,1717780305.4100952 
 01/15  16:00:00,472087.80534371454,1699516099.2373722 
 01/15  17:00:00,500247.44662836427,1800890807.8621116 
 01/15  18:00:00,507364.121894666,1826510838.8207977 
 01/15  19:00:00,498090.0460686188,1793124165.8470278 
 01/15  20:00:00,450408.42578584846,1621470332.8290548 
 01/15  21:00:00,443118.1563661781,1595225362.9182413 
 01/15  22:00:00,414919.3817881627,1493709774.4373858 
 01/15  23:00:00,388970.52014200523,1400293872.511219 
 01/15  24:00:00,369529.8357143475,1330307408.571651 
 01/16  01:00:00,355491.345212665,1279768842.765594 
 01/16  02:00:00,355614.8847428527,1280213585.0742695 
 01/16  03:00:00,354874.75752627506,1277549127.0945902 
 01/16  04:00:00,354247.92795319617,1275292540.6315062 
 01/16  05:00:00,354082.14413153916,1274695718.8735409 
 01/16  06:00:00,372131.85206139093,1339674667.4210076 
 01/16  07:00:00,469351.81705165474,1689666541.3859577 
 01/16  08:00:00,457778.21038754965,1648001557.3951788 
 01/16  09:00:00,449979.81904321816,1619927348.5555854 
 01/16  10:00:00,416968.8488022943,1501087855.6882594 
 01/16  11:00:00,381888.95744480286,1374800246.8012903 
 01/16  12:00:00,405238.8944797555,1458860020.1271198 
 01/16  13:00:00,456497.6516681094,1643391546.0051937 
 01/16  14:00:00,481378.26797638345,1732961764.7149806 
 01/16  15:00:00,482464.0607176761,1736870618.5836344 
 01/16  16:00:00,437908.85273181414,1576471869.8345308 
 01/16  17:00:00,465876.2562920509,1677154522.6513834 
 01/16  18:00:00,514094.41055294167,1850739877.9905903 
 01/16  19:00:00,516993.861319367,1861177900.7497215 
 01/16  20:00:00,477352.08983362926,1718467523.4010653 
 01/16  21:00:00,461229.68466655404,1660426864.7995946 
 01/16  22:00:00,436926.6423674444,1572935912.5228 
 01/16  23:00:00,403135.68779558805,1451288476.064117 
 01/16  24:00:00,378147.2719663076,1361330179.0787072 
 01/17  01:00:00,388470.97698818863,1398495517.157479 
 01/17  02:00:00,387843.7235954579,1396237404.9436486 
 01/17  03:00:00,387857.5996502473,1396287358.7408903 
 01/17  04:00:00,387287.91210573073,1394236483.5806305 
 01/17  05:00:00,386541.2612983145,1391548540.6739323 
 01/17  06:00:00,427534.4418587528,1539123990.69151 
 01/17  07:00:00,578673.7134209775,2083225368.3155189 
 01/17  08:00:00,615464.4386890152,2215671979.280455 
 01/17  09:00:00,914812.0471054578,3293323369.5796485 
 01/17  10:00:00,889279.6470688564,3201406729.447883 
 01/17  11:00:00,899542.2756758947,3238352192.433222 
 01/17  12:00:00,928944.7794745743,3344201206.108468 
 01/17  13:00:00,897863.8017753232,3232309686.3911643 
 01/17  14:00:00,951989.3253358206,3427161571.2089534 
 01/17  15:00:00,962458.4118915078,3464850282.809428 
 01/17  16:00:00,975077.0024982266,3510277208.9936156 
 01/17  17:00:00,1021383.3564588111,3676980083.2517204 
 01/17  18:00:00,806334.056568638,2902802603.6470966 
 01/17  19:00:00,738136.8518477804,2657292666.652009 
 01/17  20:00:00,685646.9360076372,2468328969.627494 
 01/17  21:00:00,631843.2130677692,2274635567.0439696 
 01/17  22:00:00,602908.3104456518,2170469917.6043463 
 01/17  23:00:00,467816.80786901084,1684140508.328439 
 01/17  24:00:00,429746.6399832563,1547087903.9397228 
 01/18  01:00:00,384565.0505583543,1384434182.010075 
 01/18  02:00:00,382373.51219137694,1376544643.888957 
 01/18  03:00:00,381273.8435931427,1372585836.9353137 
 01/18  04:00:00,380530.5332221372,1369909919.599694 
 01/18  05:00:00,380109.7932810875,1368395255.8119147 
 01/18  06:00:00,416449.76532399567,1499219155.166384 
 01/18  07:00:00,575361.8403359794,2071302625.2095258 
 01/18  08:00:00,610996.3659460809,2199586917.4058914 
 01/18  09:00:00,910002.6094767014,3276009394.1161246 
 01/18  10:00:00,880897.0775780907,3171229479.281127 
 01/18  11:00:00,880974.658788392,3171508771.6382117 
 01/18  12:00:00,936868.1418300126,3372725310.588045 
 01/18  13:00:00,901317.7573815937,3244743926.5737376 
 01/18  14:00:00,950578.7040002742,3422083334.400987 
 01/18  15:00:00,963359.5851788704,3468094506.643934 
 01/18  16:00:00,977340.0020574601,3518424007.4068575 
 01/18  17:00:00,1026585.7948751434,3695708861.5505166 
 01/18  18:00:00,807852.4119666949,2908268683.080102 
 01/18  19:00:00,735397.1742247724,2647429827.20918 
 01/18  20:00:00,689851.1032612275,2483463971.7404194 
 01/18  21:00:00,632522.7019057911,2277081726.860848 
 01/18  22:00:00,597811.2399152691,2152120463.694969 
 01/18  23:00:00,467884.4569155309,1684384044.8959117 
 01/18  24:00:00,429185.35679910175,1545067284.476766 
 01/19  01:00:00,383936.8348732288,1382172605.5436237 
 01/19  02:00:00,383875.0484406776,1381950174.386439 
 01/19  03:00:00,381852.4409082709,1374668787.269775 
 01/19  04:00:00,380964.49801271013,1371472192.8457563 
 01/19  05:00:00,380598.0561178539,1370153002.024274 
 01/19  06:00:00,413470.981486396,1488495533.3510258 
 01/19  07:00:00,577416.7263409706,2078700214.8274944 
 01/19  08:00:00,610715.1480993755,2198574533.1577525 
 01/19  09:00:00,912729.1778270131,3285825040.177247 
 01/19  10:00:00,908105.6676973962,3269180403.7106266 
 01/19  11:00:00,917182.8180834282,3301858145.1003428 
 01/19  12:00:00,944011.6849856734,3398442065.9484253 
 01/19  13:00:00,915014.4936556971,3294052177.1605105 
 01/19  14:00:00,977212.44611669,3517964806.0200844 
 01/19  15:00:00,988732.4403984506,3559436785.4344225 
 01/19  16:00:00,1003341.1918923575,3612028290.812488 
 01/19  17:00:00,1054787.2650230478,3797234154.082972 
 01/19  18:00:00,816128.6503730916,2938063141.34313 
 01/19  19:00:00,745743.3853636603,2684676187.3091774 
 01/19  20:00:00,704652.9151617818,2536750494.5824137 
 01/19  21:00:00,656429.818083434,2363147345.100363 
 01/19  22:00:00,617764.247464161,2223951290.87098 
 01/19  23:00:00,480065.05850988225,1728234210.6355762 
 01/19  24:00:00,443111.34598826413,1595200845.5577512 
 01/20  01:00:00,396790.93802511506,1428447376.890414 
 01/20  02:00:00,391844.0586704569,1410638611.2136445 
 01/20  03:00:00,392258.1463921086,1412129327.011591 
 01/20  04:00:00,391342.12041775696,1408831633.5039248 
 01/20  05:00:00,386442.66622952255,1391193598.4262815 
 01/20  06:00:00,427046.43791260273,1537367176.4853694 
 01/20  07:00:00,584873.6458095283,2105545124.9143023 
 01/20  08:00:00,616220.5587809094,2218394011.611274 
 01/20  09:00:00,940662.5793427973,3386385285.63407 
 01/20  10:00:00,956621.6274761452,3443837858.9141226 
 01/20  11:00:00,944964.6850069828,3401872866.025139 
 01/20  12:00:00,973325.5485333046,3503971974.7198977 
 01/20  13:00:00,944834.5557973875,3401404400.8705955 
 01/20  14:00:00,1053531.9632872236,3792715067.8340054 
 01/20  15:00:00,1063153.040412923,3827350945.4865236 
 01/20  16:00:00,1079984.2697950678,3887943371.262245 
 01/20  17:00:00,1156992.2559863878,4165172121.550996 
 01/20  18:00:00,860371.779258498,3097338405.3305926 
 01/20  19:00:00,758701.9868388124,2731327152.6197248 
 01/20  20:00:00,719692.3031545834,2590892291.3565006 
 01/20  21:00:00,686429.6958575804,2471146905.08729 
 01/20  22:00:00,659197.5548126168,2373111197.3254204 
 01/20  23:00:00,497216.3009581042,1789978683.4491754 
 01/20  24:00:00,465995.2189406771,1677582788.1864376 
 01/21  01:00:00,395605.56508649694,1424180034.3113892 
 01/21  02:00:00,394318.905120607,1419548058.4341853 
 01/21  03:00:00,393935.9737364319,1418169505.451155 
 01/21  04:00:00,391857.3643238754,1410686511.5659516 
 01/21  05:00:00,385931.4955046135,1389353383.8166082 
