Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/09  02:00:00,36545657.73145594,1688428882.4407709 
 03/09  03:00:00,36545657.73145594,1688428882.4407709 
 03/09  04:00:00,36545657.73145594,1688428882.4407709 
 03/09  05:00:00,38137022.65685523,1688428882.4407709 
 03/09  06:00:00,88762776.67582561,1792791930.9599159 
 03/09  07:00:00,290442362.28020686,1792791930.9599159 
 03/09  08:00:00,782152432.1511666,2376289039.36661 
 03/09  09:00:00,766442394.3419158,2376289039.36661 
 03/09  10:00:00,766134049.2768176,2376289039.36661 
 03/09  11:00:00,766134049.2768176,2376289039.36661 
 03/09  12:00:00,766134049.2768176,2259589617.685271 
 03/09  13:00:00,766134049.2768176,2376289039.36661 
 03/09  14:00:00,766134049.2768176,2376289039.36661 
 03/09  15:00:00,766134049.2768176,2376289039.36661 
 03/09  16:00:00,766134049.2768176,2376289039.36661 
 03/09  17:00:00,426123837.4638523,1909491352.6412544 
 03/09  18:00:00,261952574.084227,1792791930.9599159 
 03/09  19:00:00,292074433.1206783,1792791930.9599159 
 03/09  20:00:00,197765105.62937143,1792791930.9599159 
 03/09  21:00:00,197765105.62937143,1792791930.9599159 
 03/09  22:00:00,98887927.4796197,1792791930.9599159 
 03/09  23:00:00,49438589.07487582,1792791930.9599159 
 03/09  24:00:00,38694479.62202592,1688428882.4407709 
 03/10  01:00:00,36545657.73145594,1688428882.4407709 
 03/10  02:00:00,36545657.73145594,1688428882.4407709 
 03/10  03:00:00,36545657.73145594,1688428882.4407709 
 03/10  04:00:00,36545657.73145594,1688428882.4407709 
 03/10  05:00:00,38137022.65685523,1688428882.4407709 
 03/10  06:00:00,88762776.67582561,1792791930.9599159 
 03/10  07:00:00,290418776.2595614,1792791930.9599159 
 03/10  08:00:00,780375237.8378098,2376289039.36661 
 03/10  09:00:00,766406367.2954545,2376289039.36661 
 03/10  10:00:00,766134049.2768176,2376289039.36661 
 03/10  11:00:00,766134049.2768176,2376289039.36661 
 03/10  12:00:00,766134049.2768176,2259589617.685271 
 03/10  13:00:00,766134049.2768176,2376289039.36661 
 03/10  14:00:00,766134049.2768176,2376289039.36661 
 03/10  15:00:00,766134049.2768176,2376289039.36661 
 03/10  16:00:00,766134049.2768176,2376289039.36661 
 03/10  17:00:00,426122017.6765534,1909491352.6412544 
 03/10  18:00:00,262009972.5226381,1792791930.9599159 
 03/10  19:00:00,292087869.44905597,1792791930.9599159 
 03/10  20:00:00,197765105.62937143,1792791930.9599159 
 03/10  21:00:00,197765105.62937143,1792791930.9599159 
 03/10  22:00:00,98887927.4796197,1792791930.9599159 
 03/10  23:00:00,49438589.07487582,1792791930.9599159 
 03/10  24:00:00,38694479.62202592,1688428882.4407709 
 03/11  01:00:00,36545657.73145594,1688428882.4407709 
 03/11  02:00:00,36545657.73145594,1688428882.4407709 
 03/11  03:00:00,36545657.73145594,1688428882.4407709 
 03/11  04:00:00,36545657.73145594,1688428882.4407709 
 03/11  05:00:00,38137022.65685523,1688428882.4407709 
 03/11  06:00:00,88762776.67582561,1792791930.9599159 
 03/11  07:00:00,290123867.2958058,1792791930.9599159 
 03/11  08:00:00,780478237.2611032,2376289039.36661 
 03/11  09:00:00,766352325.3246119,2376289039.36661 
 03/11  10:00:00,766134049.2768176,2376289039.36661 
 03/11  11:00:00,766134049.2768176,2376289039.36661 
 03/11  12:00:00,766134049.2768176,2259589617.685271 
 03/11  13:00:00,766134049.2768176,2376289039.36661 
 03/11  14:00:00,766134049.2768176,2376289039.36661 
 03/11  15:00:00,766134049.2768176,2376289039.36661 
 03/11  16:00:00,766134049.2768176,2376289039.36661 
 03/11  17:00:00,425815943.53467774,1909491352.6412544 
 03/11  18:00:00,261770055.82970813,1792791930.9599159 
 03/11  19:00:00,292036225.3410573,1792791930.9599159 
 03/11  20:00:00,197765105.62937143,1792791930.9599159 
 03/11  21:00:00,197765105.62937143,1792791930.9599159 
 03/11  22:00:00,98887927.4796197,1792791930.9599159 
 03/11  23:00:00,49438589.07487582,1792791930.9599159 
 03/11  24:00:00,38694479.62202592,1688428882.4407709 
 03/12  01:00:00,36545657.73145594,1688428882.4407709 
 03/12  02:00:00,36545657.73145594,1688428882.4407709 
 03/12  03:00:00,36545657.73145594,1688428882.4407709 
 03/12  04:00:00,36545657.73145594,1688428882.4407709 
 03/12  05:00:00,38137022.65685523,1688428882.4407709 
 03/12  06:00:00,88762776.67582561,1792791930.9599159 
 03/12  07:00:00,288894183.42859375,1792791930.9599159 
 03/12  08:00:00,778579331.4221871,2376289039.36661 
 03/12  09:00:00,766153990.7333598,2376289039.36661 
 03/12  10:00:00,766134049.2768176,2376289039.36661 
 03/12  11:00:00,766134049.2768176,2376289039.36661 
 03/12  12:00:00,766134049.2768176,2259589617.685271 
 03/12  13:00:00,766134049.2768176,2376289039.36661 
 03/12  14:00:00,766134049.2768176,2376289039.36661 
 03/12  15:00:00,766134049.2768176,2376289039.36661 
 03/12  16:00:00,766134049.2768176,2376289039.36661 
 03/12  17:00:00,425785137.0288147,1909491352.6412544 
 03/12  18:00:00,261457094.36330315,1792791930.9599159 
 03/12  19:00:00,291855580.1253188,1792791930.9599159 
 03/12  20:00:00,197765105.62937143,1792791930.9599159 
 03/12  21:00:00,197765105.62937143,1792791930.9599159 
 03/12  22:00:00,98887927.4796197,1792791930.9599159 
 03/12  23:00:00,49438589.07487582,1792791930.9599159 
 03/12  24:00:00,38694479.62202592,1688428882.4407709 
 03/13  01:00:00,36545657.73145594,1688428882.4407709 
 03/13  02:00:00,36545657.73145594,1688428882.4407709 
 03/13  03:00:00,36545657.73145594,1688428882.4407709 
 03/13  04:00:00,36545657.73145594,1688428882.4407709 
 03/13  05:00:00,38137022.65685523,1688428882.4407709 
 03/13  06:00:00,88762776.67582561,1792791930.9599159 
 03/13  07:00:00,288878087.08346826,1792791930.9599159 
 03/13  08:00:00,778673586.4960281,2376289039.36661 
 03/13  09:00:00,766154621.65516,2376289039.36661 
 03/13  10:00:00,766134049.2768176,2376289039.36661 
 03/13  11:00:00,766134049.2768176,2376289039.36661 
 03/13  12:00:00,766134049.2768176,2259589617.685271 
 03/13  13:00:00,766134049.2768176,2376289039.36661 
 03/13  14:00:00,766134049.2768176,2376289039.36661 
 03/13  15:00:00,766134049.2768176,2376289039.36661 
 03/13  16:00:00,766134049.2768176,2376289039.36661 
 03/13  17:00:00,425809232.1152925,1909491352.6412544 
 03/13  18:00:00,261243142.29771733,1792791930.9599159 
 03/13  19:00:00,291816188.08343583,1792791930.9599159 
 03/13  20:00:00,197765105.62937143,1792791930.9599159 
 03/13  21:00:00,197765105.62937143,1792791930.9599159 
 03/13  22:00:00,98887927.4796197,1792791930.9599159 
 03/13  23:00:00,49438589.07487582,1792791930.9599159 
 03/13  24:00:00,38694479.62202592,1597820222.8892183 
 03/14  01:00:00,36545657.73145594,1597820222.8892183 
 03/14  02:00:00,36545657.73145594,1597820222.8892183 
 03/14  03:00:00,36545657.73145594,1597820222.8892183 
 03/14  04:00:00,36545657.73145594,1597820222.8892183 
 03/14  05:00:00,36545657.73145594,1597820222.8892183 
 03/14  06:00:00,88762776.67582561,1792791930.9599159 
 03/14  07:00:00,96248479.15231955,1792791930.9599159 
 03/14  08:00:00,259400827.28684124,1909491352.6412544 
 03/14  09:00:00,255384472.8071515,1909491352.6412544 
 03/14  10:00:00,255377965.44577354,1909491352.6412544 
 03/14  11:00:00,255377965.44577354,1909491352.6412544 
 03/14  12:00:00,127688982.72288677,1734442220.1192467 
 03/14  13:00:00,127688982.72288677,1734442220.1192467 
 03/14  14:00:00,127688982.72288677,1734442220.1192467 
 03/14  15:00:00,127688982.72288677,1734442220.1192467 
 03/14  16:00:00,127688982.72288677,1734442220.1192467 
 03/14  17:00:00,42577693.90365829,1676092509.2785773 
 03/14  18:00:00,43448635.610825434,1676092509.2785773 
 03/14  19:00:00,38151515.94978569,1597820222.8892183 
 03/14  20:00:00,36545657.73145594,1597820222.8892183 
 03/14  21:00:00,36545657.73145594,1597820222.8892183 
 03/14  22:00:00,36545657.73145594,1597820222.8892183 
 03/14  23:00:00,36545657.73145594,1597820222.8892183 
 03/14  24:00:00,36545657.73145594,1597820222.8892183 
 03/15  01:00:00,36545657.73145594,1597820222.8892183 
 03/15  02:00:00,36545657.73145594,1597820222.8892183 
 03/15  03:00:00,36545657.73145594,1597820222.8892183 
 03/15  04:00:00,36545657.73145594,1597820222.8892183 
 03/15  05:00:00,36545657.73145594,1597820222.8892183 
 03/15  06:00:00,47289767.18430585,1676092509.2785773 
 03/15  07:00:00,48113077.02359116,1676092509.2785773 
 03/15  08:00:00,43220398.68997725,1676092509.2785773 
 03/15  09:00:00,42561011.98012464,1676092509.2785773 
 03/15  10:00:00,42559924.65578557,1676092509.2785773 
 03/15  11:00:00,42559924.65578557,1676092509.2785773 
 03/15  12:00:00,42559924.65578557,1676092509.2785773 
 03/15  13:00:00,42559924.65578557,1676092509.2785773 
 03/15  14:00:00,42559924.65578557,1676092509.2785773 
 03/15  15:00:00,42559924.65578557,1676092509.2785773 
 03/15  16:00:00,42559924.65578557,1676092509.2785773 
 03/15  17:00:00,42578375.07585366,1676092509.2785773 
 03/15  18:00:00,35730138.92747548,1597820222.8892183 
 03/15  19:00:00,36547084.61828874,1597820222.8892183 
 03/15  20:00:00,36545657.73145594,1597820222.8892183 
 03/15  21:00:00,36545657.73145594,1597820222.8892183 
 03/15  22:00:00,36545657.73145594,1597820222.8892183 
 03/15  23:00:00,36545657.73145594,1597820222.8892183 
 03/15  24:00:00,36545657.73145594,1688428882.4407709 
 03/16  01:00:00,36545657.73145594,1688428882.4407709 
 03/16  02:00:00,36545657.73145594,1688428882.4407709 
 03/16  03:00:00,36545657.73145594,1688428882.4407709 
 03/16  04:00:00,36545657.73145594,1688428882.4407709 
 03/16  05:00:00,38137022.65685523,1688428882.4407709 
 03/16  06:00:00,88762776.67582561,1792791930.9599159 
 03/16  07:00:00,288447743.5117804,1792791930.9599159 
 03/16  08:00:00,776999676.9693729,2376289039.36661 
 03/16  09:00:00,766152655.6663432,2376289039.36661 
 03/16  10:00:00,766134049.2768176,2376289039.36661 
 03/16  11:00:00,766134049.2768176,2376289039.36661 
 03/16  12:00:00,766134049.2768176,2259589617.685271 
 03/16  13:00:00,766134049.2768176,2376289039.36661 
 03/16  14:00:00,766134049.2768176,2376289039.36661 
 03/16  15:00:00,766134049.2768176,2376289039.36661 
 03/16  16:00:00,766134049.2768176,2376289039.36661 
 03/16  17:00:00,425638468.16312003,1909491352.6412544 
 03/16  18:00:00,259095850.4207651,1792791930.9599159 
 03/16  19:00:00,291398149.0648012,1792791930.9599159 
 03/16  20:00:00,197765105.62937143,1792791930.9599159 
 03/16  21:00:00,197765105.62937143,1792791930.9599159 
 03/16  22:00:00,98887927.4796197,1792791930.9599159 
 03/16  23:00:00,49438589.07487582,1792791930.9599159 
 03/16  24:00:00,38694479.62202592,1688428882.4407709 
 03/17  01:00:00,36545657.73145594,1688428882.4407709 
 03/17  02:00:00,36545657.73145594,1688428882.4407709 
 03/17  03:00:00,36545657.73145594,1688428882.4407709 
 03/17  04:00:00,36545657.73145594,1688428882.4407709 
 03/17  05:00:00,38137022.65685523,1688428882.4407709 
 03/17  06:00:00,88762776.67582561,1792791930.9599159 
 03/17  07:00:00,288289025.66797453,1792791930.9599159 
 03/17  08:00:00,776750544.7393732,2376289039.36661 
 03/17  09:00:00,766152073.7463667,2376289039.36661 
 03/17  10:00:00,766134049.2768176,2376289039.36661 
 03/17  11:00:00,766134049.2768176,2376289039.36661 
 03/17  12:00:00,766134049.2768176,2259589617.685271 
 03/17  13:00:00,766134049.2768176,2376289039.36661 
 03/17  14:00:00,766134049.2768176,2376289039.36661 
 03/17  15:00:00,766134049.2768176,2376289039.36661 
 03/17  16:00:00,766134049.2768176,2376289039.36661 
 03/17  17:00:00,425806794.5823778,1909491352.6412544 
 03/17  18:00:00,260769509.4892352,1792791930.9599159 
 03/17  19:00:00,291639368.4756184,1792791930.9599159 
 03/17  20:00:00,197765105.62937143,1792791930.9599159 
 03/17  21:00:00,197765105.62937143,1792791930.9599159 
 03/17  22:00:00,98887927.4796197,1792791930.9599159 
 03/17  23:00:00,49438589.07487582,1792791930.9599159 
 03/17  24:00:00,38694479.62202592,1688428882.4407709 
 03/18  01:00:00,36545657.73145594,1688428882.4407709 
 03/18  02:00:00,36545657.73145594,1688428882.4407709 
 03/18  03:00:00,36545657.73145594,1688428882.4407709 
 03/18  04:00:00,36545657.73145594,1688428882.4407709 
 03/18  05:00:00,38137022.65685523,1688428882.4407709 
 03/18  06:00:00,88762776.67582561,1792791930.9599159 
 03/18  07:00:00,288155772.12764263,1792791930.9599159 
 03/18  08:00:00,776479859.1067934,2376289039.36661 
 03/18  09:00:00,766134049.2768176,2376289039.36661 
 03/18  10:00:00,766134049.2768176,2376289039.36661 
 03/18  11:00:00,766134049.2768176,2376289039.36661 
 03/18  12:00:00,766134049.2768176,2259589617.685271 
 03/18  13:00:00,766134049.2768176,2376289039.36661 
 03/18  14:00:00,766134049.2768176,2376289039.36661 
 03/18  15:00:00,766134049.2768176,2376289039.36661 
 03/18  16:00:00,766134049.2768176,2376289039.36661 
 03/18  17:00:00,425929114.96034324,1909491352.6412544 
 03/18  18:00:00,260166425.4047736,1792791930.9599159 
 03/18  19:00:00,291819417.4271183,1792791930.9599159 
 03/18  20:00:00,197765105.62937143,1792791930.9599159 
 03/18  21:00:00,197765105.62937143,1792791930.9599159 
 03/18  22:00:00,98887927.4796197,1792791930.9599159 
 03/18  23:00:00,49438589.07487582,1792791930.9599159 
 03/18  24:00:00,38694479.62202592,1688428882.4407709 
 03/19  01:00:00,36545657.73145594,1688428882.4407709 
 03/19  02:00:00,36545657.73145594,1688428882.4407709 
 03/19  03:00:00,36545657.73145594,1688428882.4407709 
 03/19  04:00:00,36545657.73145594,1688428882.4407709 
 03/19  05:00:00,38137022.65685523,1688428882.4407709 
 03/19  06:00:00,88762776.67582561,1792791930.9599159 
 03/19  07:00:00,288437387.398327,1792791930.9599159 
 03/19  08:00:00,776650648.3516699,2376289039.36661 
 03/19  09:00:00,766134049.2768176,2376289039.36661 
 03/19  10:00:00,766134049.2768176,2376289039.36661 
 03/19  11:00:00,766134049.2768176,2376289039.36661 
 03/19  12:00:00,766134049.2768176,2259589617.685271 
 03/19  13:00:00,766134049.2768176,2376289039.36661 
 03/19  14:00:00,766134049.2768176,2376289039.36661 
 03/19  15:00:00,766134049.2768176,2376289039.36661 
 03/19  16:00:00,766134049.2768176,2376289039.36661 
 03/19  17:00:00,426209406.6476432,1909491352.6412544 
 03/19  18:00:00,263910850.96718752,1792791930.9599159 
 03/19  19:00:00,292684930.85442746,1792791930.9599159 
 03/19  20:00:00,197765105.62937143,1792791930.9599159 
 03/19  21:00:00,197765105.62937143,1792791930.9599159 
 03/19  22:00:00,98887927.4796197,1792791930.9599159 
 03/19  23:00:00,49438589.07487582,1792791930.9599159 
 03/19  24:00:00,38694479.62202592,1688428882.4407709 
 03/20  01:00:00,36545657.73145594,1688428882.4407709 
 03/20  02:00:00,36545657.73145594,1688428882.4407709 
 03/20  03:00:00,36545657.73145594,1688428882.4407709 
 03/20  04:00:00,36545657.73145594,1688428882.4407709 
 03/20  05:00:00,38137022.65685523,1688428882.4407709 
 03/20  06:00:00,88762776.67582561,1792791930.9599159 
 03/20  07:00:00,288424324.58607525,1792791930.9599159 
 03/20  08:00:00,776019298.9778773,2376289039.36661 
 03/20  09:00:00,766152029.3821831,2376289039.36661 
 03/20  10:00:00,766134049.2768176,2376289039.36661 
 03/20  11:00:00,766134049.2768176,2376289039.36661 
 03/20  12:00:00,766134049.2768176,2259589617.685271 
 03/20  13:00:00,766134049.2768176,2376289039.36661 
 03/20  14:00:00,766134049.2768176,2376289039.36661 
 03/20  15:00:00,766134049.2768176,2376289039.36661 
 03/20  16:00:00,766134049.2768176,2376289039.36661 
 03/20  17:00:00,425950520.4269179,1909491352.6412544 
 03/20  18:00:00,261829243.9301842,1792791930.9599159 
 03/20  19:00:00,291995169.945311,1792791930.9599159 
 03/20  20:00:00,197765105.62937143,1792791930.9599159 
 03/20  21:00:00,197765105.62937143,1792791930.9599159 
 03/20  22:00:00,98887927.4796197,1792791930.9599159 
 03/20  23:00:00,49438589.07487582,1792791930.9599159 
 03/20  24:00:00,38694479.62202592,1597820222.8892183 
 03/21  01:00:00,36545657.73145594,1597820222.8892183 
 03/21  02:00:00,36545657.73145594,1597820222.8892183 
 03/21  03:00:00,36545657.73145594,1597820222.8892183 
 03/21  04:00:00,36545657.73145594,1597820222.8892183 
