Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly) 
 03/09  08:00:00,1362810.0894258334 
 03/09  09:00:00,1359064.7487662244 
 03/09  10:00:00,1348497.7120949181 
 03/09  11:00:00,1415054.5929624855 
 03/09  12:00:00,1357904.139363884 
 03/09  13:00:00,1453499.4021912587 
 03/09  14:00:00,1436171.2902379753 
 03/09  15:00:00,1445645.6346994417 
 03/09  16:00:00,1558921.0775604798 
 03/09  17:00:00,1261155.42033617 
 03/09  18:00:00,1119118.3513744825 
 03/09  19:00:00,1081292.7437848093 
 03/09  20:00:00,1036304.7736557162 
 03/09  21:00:00,1001674.030934222 
 03/09  22:00:00,831051.4270285615 
 03/09  23:00:00,800175.5206911658 
 03/09  24:00:00,755218.9665139368 
 03/10  01:00:00,743421.3254942009 
 03/10  02:00:00,742024.3648436088 
 03/10  03:00:00,731888.6766483877 
 03/10  04:00:00,731154.263083046 
 03/10  05:00:00,807277.3003615114 
 03/10  06:00:00,977526.515985143 
 03/10  07:00:00,1034567.0034294712 
 03/10  08:00:00,1357790.8920711034 
 03/10  09:00:00,1357211.1943476936 
 03/10  10:00:00,1342411.6185370907 
 03/10  11:00:00,1383862.938805687 
 03/10  12:00:00,1328734.6635329553 
 03/10  13:00:00,1432713.3791364108 
 03/10  14:00:00,1423337.0591020116 
 03/10  15:00:00,1450680.4713272955 
 03/10  16:00:00,1549830.5609459688 
 03/10  17:00:00,1236331.831597706 
 03/10  18:00:00,1102297.161945349 
 03/10  19:00:00,1062978.9851771526 
 03/10  20:00:00,1028833.5295427883 
 03/10  21:00:00,994910.8413042378 
 03/10  22:00:00,834084.8282351851 
 03/10  23:00:00,798407.1663625304 
 03/10  24:00:00,753533.2033901891 
 03/11  01:00:00,740184.5171770705 
 03/11  02:00:00,748630.615844186 
 03/11  03:00:00,733041.5004257937 
 03/11  04:00:00,732395.2660492765 
 03/11  05:00:00,807579.3892315213 
 03/11  06:00:00,969791.6279908768 
 03/11  07:00:00,1016957.9142331743 
 03/11  08:00:00,1340964.0846952635 
 03/11  09:00:00,1338306.925073793 
 03/11  10:00:00,1323745.9147542545 
 03/11  11:00:00,1372789.928647676 
 03/11  12:00:00,1318957.697091038 
 03/11  13:00:00,1412371.7880331129 
 03/11  14:00:00,1430559.0296904577 
 03/11  15:00:00,1445722.2977769217 
 03/11  16:00:00,1512787.5120541593 
 03/11  17:00:00,1219707.5314305178 
 03/11  18:00:00,1087297.7978927933 
 03/11  19:00:00,1059530.294481959 
 03/11  20:00:00,1024934.5003751892 
 03/11  21:00:00,989095.2921071034 
 03/11  22:00:00,821396.5755419405 
 03/11  23:00:00,789861.4254115123 
 03/11  24:00:00,733232.3882347652 
 03/12  01:00:00,732032.6799976374 
 03/12  02:00:00,731244.7342895796 
 03/12  03:00:00,730492.7692844964 
 03/12  04:00:00,730793.594964903 
 03/12  05:00:00,805151.0986349738 
 03/12  06:00:00,959828.931628338 
 03/12  07:00:00,1002894.858968447 
 03/12  08:00:00,1331925.2581413107 
 03/12  09:00:00,1323839.6725367922 
 03/12  10:00:00,1306783.0827424477 
 03/12  11:00:00,1349257.3250910642 
 03/12  12:00:00,1300454.2582656264 
 03/12  13:00:00,1415536.3229670941 
 03/12  14:00:00,1435533.7958941113 
 03/12  15:00:00,1459672.7200314216 
 03/12  16:00:00,1525745.4812170768 
 03/12  17:00:00,1228278.2141636072 
 03/12  18:00:00,1095297.6938137284 
 03/12  19:00:00,1062512.6045687774 
 03/12  20:00:00,1028882.0779455798 
 03/12  21:00:00,995810.3634737585 
 03/12  22:00:00,834684.0394312573 
 03/12  23:00:00,798347.9174283227 
 03/12  24:00:00,751960.1571518538 
 03/13  01:00:00,750188.7077300702 
 03/13  02:00:00,732258.6874687256 
 03/13  03:00:00,730381.4455818981 
 03/13  04:00:00,729704.4832561858 
 03/13  05:00:00,804872.9434054098 
 03/13  06:00:00,970719.3887242259 
 03/13  07:00:00,1021500.9835749691 
 03/13  08:00:00,1351481.3643072452 
 03/13  09:00:00,1351026.7195688663 
 03/13  10:00:00,1340222.8205270593 
 03/13  11:00:00,1403349.8064612795 
 03/13  12:00:00,1348555.442118785 
 03/13  13:00:00,1435573.2703126103 
 03/13  14:00:00,1435783.3661225678 
 03/13  15:00:00,1503429.6824210987 
 03/13  16:00:00,1585434.4879048693 
 03/13  17:00:00,1273245.2557870995 
 03/13  18:00:00,1121762.8040064212 
 03/13  19:00:00,1083534.234949095 
 03/13  20:00:00,1036990.6437971913 
 03/13  21:00:00,1000923.1985251916 
 03/13  22:00:00,831065.4400769743 
 03/13  23:00:00,806052.0488932924 
 03/13  24:00:00,729457.8265675436 
 03/14  01:00:00,724197.954789901 
 03/14  02:00:00,717628.0498428451 
 03/14  03:00:00,712385.4667586335 
 03/14  04:00:00,706482.8577145435 
 03/14  05:00:00,786623.6516450279 
 03/14  06:00:00,982687.512721069 
 03/14  07:00:00,970170.3583465595 
 03/14  08:00:00,1040058.2444801693 
 03/14  09:00:00,1030057.3244045641 
 03/14  10:00:00,1005536.0956691913 
 03/14  11:00:00,1027170.9740107387 
 03/14  12:00:00,936425.7385462847 
 03/14  13:00:00,948177.4689919186 
 03/14  14:00:00,961440.9424756677 
 03/14  15:00:00,979769.946730859 
 03/14  16:00:00,1037788.2180173894 
 03/14  17:00:00,959816.9978322978 
 03/14  18:00:00,924084.8359962368 
 03/14  19:00:00,872887.1011072011 
 03/14  20:00:00,895539.3901131945 
 03/14  21:00:00,840287.5674278592 
 03/14  22:00:00,810201.5024427804 
 03/14  23:00:00,748055.1038212902 
 03/14  24:00:00,737391.6109431362 
 03/15  01:00:00,731858.6105156973 
 03/15  02:00:00,728240.7950523173 
 03/15  03:00:00,731459.7287643546 
 03/15  04:00:00,723385.8101382493 
 03/15  05:00:00,740251.5259086607 
 03/15  06:00:00,821692.892962298 
 03/15  07:00:00,827916.1691057961 
 03/15  08:00:00,847761.8950576208 
 03/15  09:00:00,849718.56507466 
 03/15  10:00:00,818559.7111931763 
 03/15  11:00:00,820966.560567103 
 03/15  12:00:00,840351.6681460341 
 03/15  13:00:00,836151.0379822484 
 03/15  14:00:00,853307.9128837994 
 03/15  15:00:00,849735.1928040413 
 03/15  16:00:00,909047.776557357 
 03/15  17:00:00,930647.7553793346 
 03/15  18:00:00,911262.1377713789 
 03/15  19:00:00,883150.2151421881 
 03/15  20:00:00,892425.454665585 
 03/15  21:00:00,855541.3263606172 
 03/15  22:00:00,829623.0726289145 
 03/15  23:00:00,788753.1500524087 
 03/15  24:00:00,799887.3098662313 
 03/16  01:00:00,756007.0481733439 
 03/16  02:00:00,758784.814924572 
 03/16  03:00:00,757047.2870099739 
 03/16  04:00:00,755015.2389085243 
 03/16  05:00:00,841632.1711340212 
 03/16  06:00:00,992436.9214546127 
 03/16  07:00:00,1035399.971547745 
 03/16  08:00:00,1387541.5811231134 
 03/16  09:00:00,1396601.104025095 
 03/16  10:00:00,1410776.8776898151 
 03/16  11:00:00,1475085.7731500184 
 03/16  12:00:00,1393389.2212601386 
 03/16  13:00:00,1512540.8641628574 
 03/16  14:00:00,1478485.0988829772 
 03/16  15:00:00,1495027.2766043579 
 03/16  16:00:00,1592833.1252137888 
 03/16  17:00:00,1276473.6956367714 
 03/16  18:00:00,1130549.5772825077 
 03/16  19:00:00,1092242.7492009022 
 03/16  20:00:00,1064227.5815761515 
 03/16  21:00:00,1023618.5418339823 
 03/16  22:00:00,834868.2771845338 
 03/16  23:00:00,806858.9070121221 
 03/16  24:00:00,757194.2248665713 
 03/17  01:00:00,749361.1202445306 
 03/17  02:00:00,756083.078944432 
 03/17  03:00:00,754252.382470449 
 03/17  04:00:00,747746.1715021753 
 03/17  05:00:00,825756.7521111411 
 03/17  06:00:00,994658.6162210605 
 03/17  07:00:00,1038762.994316453 
 03/17  08:00:00,1391039.3265635443 
 03/17  09:00:00,1418702.3308554322 
 03/17  10:00:00,1415797.7249637973 
 03/17  11:00:00,1416350.987661306 
 03/17  12:00:00,1382663.2110730116 
 03/17  13:00:00,1418842.6530834858 
 03/17  14:00:00,1507646.3342247691 
 03/17  15:00:00,1549760.4930814526 
 03/17  16:00:00,1618537.2259382925 
 03/17  17:00:00,1280541.6115360192 
 03/17  18:00:00,1172063.3145067103 
 03/17  19:00:00,1126206.833024736 
 03/17  20:00:00,1067136.6121222712 
 03/17  21:00:00,1024463.2202070808 
 03/17  22:00:00,833320.7376680922 
 03/17  23:00:00,810298.5834623411 
 03/17  24:00:00,757836.3357691584 
 03/18  01:00:00,758929.550248084 
 03/18  02:00:00,752443.4772777079 
 03/18  03:00:00,751013.9262292857 
 03/18  04:00:00,750245.5205871364 
 03/18  05:00:00,827563.4259688262 
 03/18  06:00:00,995766.6049415454 
 03/18  07:00:00,1035157.4356347384 
 03/18  08:00:00,1390688.2089498464 
 03/18  09:00:00,1418159.8288417507 
 03/18  10:00:00,1418836.937775139 
 03/18  11:00:00,1435667.2441291313 
 03/18  12:00:00,1381200.5050193465 
 03/18  13:00:00,1466734.8116364665 
 03/18  14:00:00,1489536.9039064534 
 03/18  15:00:00,1524781.066963814 
 03/18  16:00:00,1627356.2006612483 
 03/18  17:00:00,1290372.5998137714 
 03/18  18:00:00,1186234.75401009 
 03/18  19:00:00,1134489.1894922033 
 03/18  20:00:00,1091212.7581124387 
 03/18  21:00:00,1072041.387897095 
 03/18  22:00:00,842568.5496574763 
 03/18  23:00:00,807246.1020753034 
 03/18  24:00:00,765171.2882682988 
 03/19  01:00:00,755635.6096691861 
 03/19  02:00:00,761176.9943033475 
 03/19  03:00:00,752423.0425760209 
 03/19  04:00:00,753901.1943190554 
 03/19  05:00:00,850712.2395221194 
 03/19  06:00:00,1009502.5676499861 
 03/19  07:00:00,1047794.9757215391 
 03/19  08:00:00,1414790.0360897693 
 03/19  09:00:00,1449992.6360236316 
 03/19  10:00:00,1455336.9670444473 
 03/19  11:00:00,1512631.7184747693 
 03/19  12:00:00,1412897.2151763856 
 03/19  13:00:00,1542425.827228248 
 03/19  14:00:00,1536989.2576447811 
 03/19  15:00:00,1563289.4732776703 
 03/19  16:00:00,1631620.4783362069 
 03/19  17:00:00,1291430.1868400048 
 03/19  18:00:00,1160808.9093716552 
 03/19  19:00:00,1129076.2937351305 
 03/19  20:00:00,1093704.8240217038 
 03/19  21:00:00,1092123.657503036 
 03/19  22:00:00,850401.2105885475 
 03/19  23:00:00,827501.8269872917 
 03/19  24:00:00,761786.7308247314 
 03/20  01:00:00,756279.0806564651 
 03/20  02:00:00,761622.1101599875 
 03/20  03:00:00,750278.1508515446 
 03/20  04:00:00,756860.5999144485 
 03/20  05:00:00,849224.9820657108 
 03/20  06:00:00,1015743.7312030479 
 03/20  07:00:00,1039635.1145980087 
 03/20  08:00:00,1399610.2598685252 
 03/20  09:00:00,1420457.8828279052 
 03/20  10:00:00,1414358.3401229177 
 03/20  11:00:00,1408950.9713613584 
 03/20  12:00:00,1315371.2976368014 
 03/20  13:00:00,1439998.252782017 
 03/20  14:00:00,1480185.839156862 
 03/20  15:00:00,1460197.880664316 
 03/20  16:00:00,1497948.8567752223 
 03/20  17:00:00,1196550.6353073453 
 03/20  18:00:00,1074348.576789962 
 03/20  19:00:00,1054427.3351473932 
 03/20  20:00:00,1012102.2864213525 
 03/20  21:00:00,977830.9600827842 
 03/20  22:00:00,813816.925734541 
 03/20  23:00:00,781410.1975318323 
 03/20  24:00:00,710053.9992483495 
 03/21  01:00:00,709755.6615865999 
 03/21  02:00:00,708340.4311526533 
 03/21  03:00:00,706842.1102842465 
 03/21  04:00:00,707406.5365872835 
 03/21  05:00:00,788522.03588579 
 03/21  06:00:00,979099.3404731747 
 03/21  07:00:00,969738.8224975826 
 03/21  08:00:00,1037377.0904373269 
 03/21  09:00:00,1012937.7739766906 
 03/21  10:00:00,971812.646554566 
 03/21  11:00:00,986908.8668225916 
 03/21  12:00:00,907269.5197815523 
 03/21  13:00:00,918570.2599912458 
 03/21  14:00:00,929207.2724264736 
 03/21  15:00:00,943782.1657016167 
 03/21  16:00:00,997910.0548654059 
 03/21  17:00:00,941462.0117926655 
 03/21  18:00:00,905525.0694064121 
 03/21  19:00:00,864228.0816159379 
 03/21  20:00:00,860556.8901414722 
 03/21  21:00:00,789776.0491116428 
 03/21  22:00:00,772219.0217069951 
 03/21  23:00:00,744687.303153169 
 03/21  24:00:00,729200.9982230291 
 03/22  01:00:00,730094.4089953912 
 03/22  02:00:00,726653.8203172525 
 03/22  03:00:00,713520.838539342 
 03/22  04:00:00,717732.8956890336 
 03/22  05:00:00,726426.422911298 
 03/22  06:00:00,822903.2287458493 
 03/22  07:00:00,817149.3226752514 
 03/22  08:00:00,839700.5030529617 
 03/22  09:00:00,844538.2278647661 
 03/22  10:00:00,814240.2726537917 
 03/22  11:00:00,818580.4044004618 
 03/22  12:00:00,836249.8835852965 
 03/22  13:00:00,833784.1326854499 
 03/22  14:00:00,848976.1137937675 
 03/22  15:00:00,846275.7752003727 
 03/22  16:00:00,903417.6502757389 
 03/22  17:00:00,927211.3458755771 
 03/22  18:00:00,905051.0453738235 
 03/22  19:00:00,883508.4717998923 
 03/22  20:00:00,891461.7603406041 
 03/22  21:00:00,844267.6577039747 
 03/22  22:00:00,801013.0896123975 
 03/22  23:00:00,751100.2188053223 
 03/22  24:00:00,757150.5662978623 
 03/23  01:00:00,762199.6684730101 
 03/23  02:00:00,756181.1499801442 
 03/23  03:00:00,757000.8035259236 
 03/23  04:00:00,752247.1333353451 
 03/23  05:00:00,830675.7617521421 
 03/23  06:00:00,993673.4352985099 
 03/23  07:00:00,1039815.072228638 
 03/23  08:00:00,1400847.9264172406 
 03/23  09:00:00,1416038.0068263763 
 03/23  10:00:00,1418783.74873747 
 03/23  11:00:00,1468131.3670594925 
 03/23  12:00:00,1396816.5131675107 
 03/23  13:00:00,1473123.900371467 
 03/23  14:00:00,1484984.3525340753 
 03/23  15:00:00,1516971.2337110024 
 03/23  16:00:00,1612340.358738091 
 03/23  17:00:00,1273652.6587947698 
 03/23  18:00:00,1159480.9762610828 
 03/23  19:00:00,1110717.1430437607 
 03/23  20:00:00,1070816.5146792005 
 03/23  21:00:00,1028639.0734229122 
 03/23  22:00:00,840202.521356501 
 03/23  23:00:00,812263.5969254832 
 03/23  24:00:00,760333.5111216414 
 03/24  01:00:00,764005.7528708488 
 03/24  02:00:00,754194.10384054 
 03/24  03:00:00,758743.1445447671 
 03/24  04:00:00,751461.3040512026 
 03/24  05:00:00,851030.6399854124 
 03/24  06:00:00,1010815.1869343208 
 03/24  07:00:00,1048053.0853032706 
 03/24  08:00:00,1420804.2337827487 
 03/24  09:00:00,1455903.8941399797 
 03/24  10:00:00,1467918.2879920376 
 03/24  11:00:00,1547787.970217251 
 03/24  12:00:00,1417029.6990096394 
 03/24  13:00:00,1548544.4094319872 
 03/24  14:00:00,1545624.9259412198 
 03/24  15:00:00,1565923.6065977933 
 03/24  16:00:00,1632497.9361631682 
 03/24  17:00:00,1268578.5056068841 
 03/24  18:00:00,1137610.1961866955 
 03/24  19:00:00,1102245.5897274006 
 03/24  20:00:00,1069191.978641772 
 03/24  21:00:00,1031212.4199686268 
 03/24  22:00:00,840288.6189309246 
 03/24  23:00:00,869971.8151587542 
 03/24  24:00:00,762798.2371703939 
 03/25  01:00:00,765460.8068422625 
 03/25  02:00:00,755324.8957666926 
 03/25  03:00:00,756597.3534289553 
 03/25  04:00:00,753287.9105442632 
 03/25  05:00:00,848612.747598737 
 03/25  06:00:00,1016052.465685394 
 03/25  07:00:00,1044808.2461362175 
 03/25  08:00:00,1445138.90807012 
 03/25  09:00:00,1465774.391170678 
 03/25  10:00:00,1429564.3069554018 
 03/25  11:00:00,1487132.3756602474 
 03/25  12:00:00,1390958.5561609024 
 03/25  13:00:00,1551344.6694968687 
 03/25  14:00:00,1539532.594339092 
 03/25  15:00:00,1533631.33693455 
 03/25  16:00:00,1458358.2576858846 
 03/25  17:00:00,1203269.5383890092 
 03/25  18:00:00,1076189.814432515 
 03/25  19:00:00,1048314.405088324 
 03/25  20:00:00,1040867.7970439416 
 03/25  21:00:00,1042117.7427448068 
 03/25  22:00:00,814185.2814156212 
 03/25  23:00:00,781658.2100716025 
 03/25  24:00:00,735182.2360055506 
 03/26  01:00:00,734491.4647270605 
 03/26  02:00:00,734456.1656876524 
 03/26  03:00:00,732432.7699322245 
 03/26  04:00:00,730412.2045305873 
 03/26  05:00:00,817326.2404087478 
 03/26  06:00:00,982367.8864543937 
 03/26  07:00:00,1023966.5417374672 
 03/26  08:00:00,1362758.142932418 
 03/26  09:00:00,1386515.8534438706 
 03/26  10:00:00,1392581.1786528858 
 03/26  11:00:00,1433685.4434826004 
 03/26  12:00:00,1358758.161898392 
 03/26  13:00:00,1444338.7717709935 
 03/26  14:00:00,1429099.021816064 
 03/26  15:00:00,1471602.0509695655 
 03/26  16:00:00,1540142.121099312 
 03/26  17:00:00,1240506.5257256324 
 03/26  18:00:00,1110192.04968215 
 03/26  19:00:00,1079542.7127021821 
 03/26  20:00:00,1042630.4816910293 
 03/26  21:00:00,1009365.5117396197 
 03/26  22:00:00,835166.9802896464 
 03/26  23:00:00,807000.574784032 
 03/26  24:00:00,757282.2354517728 
 03/27  01:00:00,751872.0585924961 
 03/27  02:00:00,756596.5824541706 
 03/27  03:00:00,754850.6196152522 
 03/27  04:00:00,748844.4721982665 
 03/27  05:00:00,824409.9238085967 
 03/27  06:00:00,1005483.4115262841 
 03/27  07:00:00,1038811.6002963834 
 03/27  08:00:00,1398783.1181563204 
 03/27  09:00:00,1408279.8226555048 
 03/27  10:00:00,1400061.4370377436 
 03/27  11:00:00,1425226.3857688631 
 03/27  12:00:00,1352462.2063291373 
 03/27  13:00:00,1433354.9537281294 
 03/27  14:00:00,1469335.7811911346 
 03/27  15:00:00,1429150.4187079566 
 03/27  16:00:00,1475288.2778714944 
 03/27  17:00:00,1171141.9342521303 
 03/27  18:00:00,1050301.0560049436 
 03/27  19:00:00,1027150.8821041873 
 03/27  20:00:00,999435.5547454562 
 03/27  21:00:00,970010.6104971711 
 03/27  22:00:00,810438.6144503858 
 03/27  23:00:00,778547.9609672539 
 03/27  24:00:00,707815.4537402568 
 03/28  01:00:00,707692.6897237346 
 03/28  02:00:00,707021.1978989799 
 03/28  03:00:00,705750.6359986275 
 03/28  04:00:00,705113.9415082386 
 03/28  05:00:00,785434.7759254393 
 03/28  06:00:00,978747.4459916395 
 03/28  07:00:00,963344.3572369181 
 03/28  08:00:00,1038019.8561932446 
 03/28  09:00:00,1019455.3897068059 
 03/28  10:00:00,986760.6609942777 
 03/28  11:00:00,1006163.7907082122 
 03/28  12:00:00,919215.4516385569 
 03/28  13:00:00,943632.7384187871 
 03/28  14:00:00,962215.3626959315 
 03/28  15:00:00,966100.9301701289 
 03/28  16:00:00,1010048.0002792192 
 03/28  17:00:00,949864.6035131593 
 03/28  18:00:00,900269.7878490697 
 03/28  19:00:00,847036.9922012737 
 03/28  20:00:00,812929.4246991508 
 03/28  21:00:00,775779.4551839889 
 03/28  22:00:00,739374.5877576368 
 03/28  23:00:00,721063.6226428585 
 03/28  24:00:00,707361.2644466696 
 03/29  01:00:00,707306.465590205 
 03/29  02:00:00,706121.8826665743 
 03/29  03:00:00,705192.9235918131 
 03/29  04:00:00,704554.1870736573 
 03/29  05:00:00,722097.2483684523 
 03/29  06:00:00,819230.25131926 
 03/29  07:00:00,807443.4916126551 
 03/29  08:00:00,799995.9869074696 
 03/29  09:00:00,832029.1688627759 
 03/29  10:00:00,821388.2659999096 
 03/29  11:00:00,819234.5433414165 
 03/29  12:00:00,847425.6667467529 
 03/29  13:00:00,852729.4272271396 
 03/29  14:00:00,860586.6275772677 
