Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PLENUM-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE1-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE2-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE3-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE4-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE5-1:Zone Mean Air Dewpoint Temperature [C](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),SPACE1-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),OA HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),CENTRAL BOILER:Boiler Heating Rate [W](Hourly),CENTRAL BOILER:Boiler NaturalGas Rate [W](Hourly),CENTRAL CHILLER:Chiller Electricity Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Cooling Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Inlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Outlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](Hourly),CENTRAL CHILLER:Chiller Condenser Heat Transfer Rate [W](Hourly),HW CIRC PUMP:Pump Outlet Temperature [C](Hourly),HW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),CW CIRC PUMP:Pump Outlet Temperature [C](Hourly),CW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),MIXED AIR NODE 1:System Node Temperature [C](Hourly),MIXED AIR NODE 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),MIXED AIR NODE 1:System Node Dewpoint Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),VAV SYS 1 OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),VAV SYS 1 OUTLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Temperature [C](Hourly),OA MIXING BOX 1 INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA MIXING BOX 1 INLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 02/20  12:00:00,5.1499999999999995,-0.10138400958230906,1.3675024685133654,-3.176472643035924,1.4184248674925042,-1.5648153895608423,2.809238669058455,22.399820392756723,2080.7896947814506,0.0,23.490828035302417,0.0,596.2210632621045,23.978250776615585,0.0,1700.413508761089,22.957529898471776,0.0,530.1343563664902,22.20233442616385,0.0,430.8375511550901,23.898956093978406,0.0,1091.402876212882,0.0,532.9902119303063,0.0,0.0,0.0,0.0,0.0,34.785141808364294,0.0,0.0,392.65962559069806,0.0,0.0,0.0,0.0,157.48728492895327,196.85910616119156,0.0,0.0,7.908034618112289,7.908034618112289,0.0,0.0,49.73918324871291,0.004010113362009912,7.908034618112289,0.0,14.460553147732899,0.0031460942627598116,-4.4597633267149766,15.99940163837114,0.5742740637845609,0.0031460942627598116,16.0,67.5911310194953,0.0,0.003798803606796533,0.0,7.219999999999999,0.0,5.1499999999999995,0.2605884864827881,0.0014606979968558643,11.5,5.1499999999999995,0.2605884864827881,0.0014606979968558643,4.5,43652574.21114511,708692.7821802897 
 02/20  13:00:00,5.9125,-0.8752405472104123,-0.6341423303550677,-4.847548615932473,-0.42438765211570884,-3.6243664903633857,0.9084376837700979,23.344240942121907,1259.4292612353165,0.0,23.857469914523392,0.0,769.3155735811349,23.899496998318533,0.0,1044.6413801036229,22.86053891787622,0.0,519.5535606667154,22.20072359410308,0.0,380.5430670471585,23.89922045576784,0.0,797.9913723818315,0.0,1187.3968284474963,0.0,0.0,0.0,0.0,0.0,81.74895085800675,0.0,0.0,620.330885579677,0.0,0.0,0.0,0.0,335.74119696342757,419.6764962042845,0.0,0.0,7.908034618112289,7.908034618112289,0.0,0.0,47.17333090747472,0.008189029374164285,7.908034618112289,0.0,13.75957430854582,0.0027024078109419937,-6.237094609484962,16.027435601574027,0.47771336658661845,0.0027024078109419937,16.0,62.97874426403109,0.0,0.007601154798762963,0.0,7.219999999999999,0.0,5.9125,0.2605884864827881,0.0013001366810807366,11.5,5.9125,0.2605884864827881,0.0013001366810807366,4.5,39509346.80988805,1510835.3863354241 
 02/20  14:00:00,6.475,-2.030973491839582,-2.756359997277564,-3.4823470177017364,-0.9143655310378027,-3.4157489202983125,-0.3121853750519162,24.26729222941302,944.5991480357088,0.0,23.89886607540631,0.0,1667.0046767541044,23.89957601952684,0.0,715.2935751497125,23.315574603608788,0.0,559.5751033679846,22.456649249023766,0.0,487.20013371374836,23.899073724240743,0.0,1399.5352694675782,0.0,0.0,781.7194977649235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.9002009765727,971.9002009765727,0.0,0.0,578.6662117496256,781.7194977649235,8.551843073994178,7.22,0.1389516372090838,1360.385709514549,45.66798879234909,0.0,8.551843073994178,0.1389516372090838,16.67670039803303,0.002865818567432691,-5.568652709298752,15.9584882873711,0.6199358559039779,0.002865818567432691,16.0,61.0042754959509,0.0,0.0,0.024904059137047303,7.219999999999999,0.0,6.475,0.2605884864827881,0.0014359581325544477,11.5,6.475,0.2605884864827881,0.0014359581325544477,4.5,44566762.32682138,0.0 
 02/20  15:00:00,6.7,-1.5491374390511223,-2.551595887760035,-1.4521862028634356,0.704635530150963,-1.9481613617675213,-0.13140678603189176,24.944255417650517,678.4526207380786,0.0,24.016384412761983,0.0,2121.4644832962285,23.836131814554797,0.0,534.8946701458342,23.542482671157593,0.0,574.7487864991458,22.884163376244935,0.0,517.1121790504945,23.898800784294,0.0,1640.7683447728768,0.0,0.0,1721.0055657619027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.1093979343175,1866.1093979343175,0.0,0.0,740.0244190972392,1721.0055657619027,9.919564829078375,7.22,0.15182691551392913,2461.029984859142,45.66798879234909,0.0,9.919564829078375,0.15182691551392913,17.914141487874815,0.0030272831616504296,-4.93702282463329,15.99338995717034,0.682821416998644,0.0030272831616504296,16.0,61.0042754959509,0.0,0.0,0.044186609461723446,7.22,0.0,6.7,0.2605884864827881,0.001495026763798618,11.5,6.7,0.2605884864827881,0.001495026763798618,4.5,46149987.8123696,0.0 
 02/20  16:00:00,6.324999999999999,-0.7653323443225607,-1.9290301272241535,-0.7034655168309657,1.7525046587996975,-1.2452795926647386,0.41585308992542647,25.227664581844163,549.3385386140831,0.0,23.909322799180625,0.0,1797.5163289038119,23.330614792454647,0.0,487.8731684913447,23.37426335984194,0.0,560.8475109439445,23.1787899950818,0.0,537.955533705601,23.898751460319197,0.0,1505.5177100826254,0.0,0.0,1636.1391126054596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.424995640437,1394.424995640437,0.0,0.0,725.4137095596802,1636.1391126054596,9.672434877760823,7.219999999999999,0.15936452868703418,2361.55282216514,45.66798879234909,0.0,9.672434877760823,0.1593645286870342,17.378883477296963,0.0031322360935366646,-4.5389215560437925,16.014192168895566,0.6284685015009346,0.0031322360935366646,16.0,61.0042754959509,0.0,0.0,0.03401103561478354,7.219999999999999,0.0,6.324999999999999,0.2605884864827881,0.0015637247491964918,11.5,6.324999999999999,0.2605884864827881,0.0015637247491964918,4.5,44225914.7182388,0.0 
 02/20  17:00:00,5.7875,-0.1313567372111627,-0.8490201450069986,-0.6698997864089944,1.9768022961499345,-0.9864628131015559,1.3802068120123925,25.14166286956343,673.8559960526632,0.0,23.89916299663342,0.0,1135.198113650011,22.641069313748822,0.0,439.7892906935262,22.873404966251247,0.0,520.3741041456196,23.065492675717678,0.0,527.1476141182279,23.89896249016124,0.0,1117.6350440983633,0.0,232.10788543353863,355.9231263808133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.52203352359518,0.0,0.0,119.89928578674565,119.89928578674565,232.10788543353863,290.13485679192326,283.502929873261,355.9231263808133,8.019788965069347,7.494979105567074,0.08102206529965483,639.4260562540743,45.49802085788505,0.0015091403514650612,8.019788965069347,0.08102206529965487,15.036757940593915,0.0032335874932700385,-4.16052954447149,16.04078045139058,0.49820925440514197,0.0032335874932700385,16.0,61.57351665338908,0.0,0.0015091403514650612,0.0034023289596985026,7.219999999999999,0.0,5.7875,0.2605884864827881,0.002099613499849812,11.5,5.7875,0.2605884864827881,0.002099613499849812,4.5,38817453.94856031,1044485.4844509237 
 02/20  18:00:00,4.1625,0.8372441098013514,1.174469958144722,-0.4613603101995016,2.1035988776486665,-0.6453836624973361,2.6102638834168452,24.715354389539655,818.2317848406203,0.0,23.464658085731934,0.0,602.3653965933894,22.215650555916493,0.0,316.6222226280322,22.345786060222824,0.0,445.78634864605203,22.46197486723691,0.0,454.9691827727953,23.899119295796787,0.0,944.2400027035493,0.0,3157.278042636666,0.0,0.0,0.0,95.80889538769404,35.595375275706836,28.20594279081156,0.0,123.28732273165235,1175.5475786662846,0.0,0.0,0.0,0.0,1809.0870832443206,2261.3588540554,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,47.43499688035804,0.022112394386791995,7.769958211134148,0.0,12.099836078877765,0.003369428994990206,-3.6702973938798653,16.022204806601962,0.41323107025757977,0.003369428994990206,16.0,64.8747677020936,0.0010475566578371591,0.019909144686015207,0.0,7.219999999999999,0.0,4.631087577532865,0.2605884864827881,0.002533069028426054,11.5,4.631087577532865,0.2605884864827881,0.002533069028426054,4.5,37670293.83667247,8140891.874599442 
 02/20  19:00:00,2.9875,0.8343318527843893,0.6915095573416197,-1.349028199591803,0.9018662458896228,-1.5875992437106117,2.5219242300778117,23.682781248598964,422.8515308185118,0.0,22.23203284425447,189.62230173783482,76.40567257439322,22.200999462712037,151.43007516311346,0.0,22.2020515619395,502.6731774338212,0.0,22.201327182205304,86.78644745373637,8.680011877435863,22.9028017872069,0.0,547.4067097193297,0.0,5472.588577253929,0.0,0.0,607.3994446339149,563.9571885611946,972.2183808318725,542.9690184616096,0.0,397.9923063346207,1692.2947581161138,0.0,0.0,0.0,0.0,5472.588577253929,6840.73572156741,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,52.5837452362739,0.044525921154929704,7.769958211134148,0.0,10.299523227230944,0.003360843695575069,-3.699405519208037,16.000141259024055,0.3716780372933336,0.003360843695575069,16.0,79.33832993559358,0.0026207687021656276,0.023842577610876513,0.0,7.219999999999999,0.0,4.49988822424381,0.2605884864827881,0.002690781996282447,11.5,4.49988822424381,0.2605884864827881,0.002690781996282447,4.5,23261472.98179181,24626648.597642675 
 02/20  20:00:00,2.425,-1.0674621017270587,-2.166130679740261,-3.630288243625368,-2.0154808444573997,-3.7865044163491604,-0.09472112075236788,22.48234976945987,196.69688454279685,0.0,22.202078784319852,1141.9257859561199,0.0,22.201028731888904,514.075408569485,0.0,22.202621666514958,1262.5094607304532,0.0,22.20151876040902,482.82917367290537,0.0,22.20233607613833,304.54015546479684,21.112271717594183,0.0,8422.507515921772,0.0,0.0,1631.8965761190548,926.266950652943,1731.1647599135679,947.2936677917799,772.302539559676,545.8443103954279,1821.8330219480924,0.0,0.0,0.0,0.0,8422.507515921772,10528.134394902214,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,55.778749245786805,0.07692307888701025,7.769958211134148,0.0,9.951583576059264,0.0031056820571829565,-4.631987253332134,15.999760155491678,0.3716780372933336,0.0031056820571829565,16.0,81.98789954049138,0.003587959149346399,0.024684294150879957,0.0,7.219999999999999,0.0,4.499746946297008,0.2605884864827881,0.0025656343547109496,11.5,4.499746946297008,0.2605884864827881,0.0025656343547109496,4.5,12491779.157206917,37901283.82164797 
 02/20  21:00:00,1.8875000000000002,-2.992301182470672,-3.3385138244537798,-3.620883890577896,-3.272514584395527,-3.588579342539862,-2.0045922738039446,21.353961664610686,100.77761747624464,1.5233263473235752,20.29516555675905,169.22285541215814,0.0,20.560436814521385,124.29286086849685,0.0,20.221654861559404,167.5806689319591,0.0,20.631400520447382,134.69021102235888,0.0,21.33909533304329,86.07410199566908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,21.23082446373988,0.003579214694401278,-2.9608896344764486,22.42777180709776,0.3716780372933336,0.003579214694401278,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,1.8875000000000002,0.005211769729655762,0.002703507203616103,11.5,1.8875000000000002,0.005211769729655762,0.002703507203616103,4.5,7379972.211455491,0.0 
 02/20  22:00:00,1.3249999999999997,-3.1045736460520854,-3.2983993233202096,-3.2510489184545497,-3.2817690214783304,-3.228636338252005,-2.661182468164572,20.149587140390945,2.056267559761636,56.76732143874585,19.30343356903353,157.2616381299966,0.0,19.609444833804,111.56929080541181,0.0,19.237151810097565,155.5769591249365,0.0,19.67405764065893,120.83267917793455,0.0,20.547395431579282,58.31637767351867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,20.088207253093895,0.003525013214091683,-3.1289655639709344,21.28527380872923,0.3716780372933336,0.003525013214091683,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,1.3249999999999997,0.005211769729655762,0.002766010464806733,11.5,1.3249999999999997,0.005211769729655762,0.002766010464806733,4.5,3329972.2114554914,0.0 
 02/20  23:00:00,1.1,-3.1935056782668494,-3.3433501500230145,-3.28132893418073,-3.342934558112956,-3.2725077540545553,-3.0978197945093786,19.23105853725596,85.0151288026052,0.0,18.74099353857479,129.8870293572573,0.0,19.03474630963609,89.41989763469911,0.0,18.690675198634036,128.1580566481751,0.0,19.0832405726278,97.09019086165875,0.0,20.086300225760553,23.038267524165974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,19.18074672359574,0.003498839935451678,-3.2115737804466296,20.37787086925855,0.3716780372933336,0.003498839935451678,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,1.1,0.005211769729655762,0.0025027789191322224,11.5,1.1,0.005211769729655762,0.0025027789191322224,4.5,3329972.2114554914,0.0 
 02/20  24:00:00,0.7875000000000001,-3.3847866867443717,-3.505003377215528,-3.4427360964876073,-3.508855797030864,-3.434552527378239,-3.447656546063416,18.4881960535469,197.70869230498033,0.0,18.33034070805593,101.38418639951686,0.0,18.59380897937789,67.52318589107404,0.0,18.29125967463934,100.01924648249104,0.0,18.629438081009326,73.3896021290455,0.0,19.752464697652,0.440744401866084,11.843360882355682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,18.41089043801057,0.00345296829541071,-3.376023158473977,19.60811553021715,0.3716780372933336,0.00345296829541071,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,0.7875000000000001,0.005211769729655762,0.002593275670268393,11.5,0.7875000000000001,0.005211769729655762,0.002593275670268393,4.5,3329972.2114554914,0.0 
 02/21  01:00:00,0.225,-3.550978864890671,-3.62823619980101,-3.58522503250376,-3.632142954590333,-3.580606941282123,-3.645328819658049,17.875968875600524,307.03292240883275,0.0,18.02499148709299,74.71498267623502,0.0,18.25148237734095,47.60964416826198,0.0,17.994646467039043,73.8261987747241,0.0,18.276660698526655,51.74176652949342,0.0,19.50092278692656,0.0,42.19592747700307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,17.769375242481246,0.0034041920792826966,-3.5487328837401737,18.96670769065067,0.3716780372933336,0.0034041920792826966,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,0.225,0.005211769729655762,0.0027362419504899397,11.5,0.225,0.005211769729655762,0.0027362419504899397,4.5,3329972.2114554914,0.0 
 02/21  02:00:00,-0.6875,-3.6884928928181804,-3.7465728746817746,-3.7142303202566285,-3.7497858764727594,-3.710498063081209,-3.7887822349102143,17.36248021388031,399.70377692783654,0.0,17.779379331695033,51.22724365233461,0.0,17.973330142727633,30.069997796864186,0.0,17.75429510387797,50.94270848044226,0.0,17.990782121505788,32.563710188509845,0.0,19.317207306384695,0.0,70.45944257139865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,17.227675663389462,0.003364737163430592,-3.6857973596389106,18.42509496591292,0.3716780372933336,0.003364737163430592,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,-0.6875,0.005211769729655762,0.0027531274671017967,11.5,-0.6875,0.005211769729655762,0.0027531274671017967,4.5,3329972.2114554914,0.0 
 02/21  03:00:00,-1.4749999999999999,-3.8027856638698894,-3.8401233439521847,-3.820233917167763,-3.8423637956406873,-3.8182512187447295,-3.8826386446502053,16.935424852658805,485.99061133602595,0.0,17.58329956816777,31.039126697752465,0.0,17.750229435642947,14.93118882724849,0.0,17.5611525130041,31.39433035281263,0.0,17.76100982606305,16.010914228472018,0.0,19.1890513414069,0.0,95.9160603015992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,16.77707543280616,0.0033331412578224457,-3.805434089784005,17.974564298010733,0.3716780372933336,0.0033331412578224457,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,-1.4749999999999999,0.005211769729655762,0.0028244420692859562,11.5,-1.4749999999999999,0.005211769729655762,0.0028244420692859562,4.5,3329972.2114554914,0.0 
 02/21  04:00:00,-2.3874999999999997,-3.8888983781191158,-3.9239199916345058,-3.9100170101151352,-3.9254774955229594,-3.9084192712650987,-3.9604261984524363,16.557035654671942,556.8998682738243,0.0,17.388611265162425,15.085596612838742,0.0,17.53682184018121,3.115998017546474,0.3234169439439256,17.369284391594704,15.908449570596247,0.0,17.54196595486942,3.1870099357628305,0.42697815963072117,19.057710992943022,0.0,116.79660680866851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,16.381239196483058,0.0033092673632933584,-3.895113435974273,17.578780628859366,0.3716780372933336,0.0033092673632933584,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,-2.3874999999999997,0.005211769729655762,0.0027969556163300515,11.5,-2.3874999999999997,0.005211769729655762,0.0027969556163300515,4.5,3329972.2114554914,0.0 
 02/21  05:00:00,-3.8000000000000003,-3.959989086555753,-3.9851536608721063,-3.974954190979534,-3.9863173165696644,-3.973890551399028,-4.015976191577825,16.225632769275776,622.2301050652734,0.0,17.24810185577845,1.376894481416116,3.6825289757898645,17.37441445501417,0.0,10.340712505916144,17.231239726030207,2.0145643294424644,2.941256202301304,17.374552298409448,0.0,11.658567487219955,19.00043274457671,0.0,140.6782468248029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,16.021439966748407,0.003284882682895763,-3.973046306303816,17.219035095802198,0.3716780372933336,0.003284882682895763,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,-3.8000000000000003,0.005211769729655762,0.0026553602597498465,11.5,-3.8000000000000003,0.005211769729655762,0.0026553602597498465,4.5,3329972.2114554914,0.0 
 02/21  06:00:00,-4.775,-3.9991080657902076,-4.005491111399134,-4.0106097170394355,-4.005528781277881,-4.012006141760116,-4.018220821863363,15.937481262064157,697.505222674903,0.0,17.143546372849435,0.0,18.160941444332764,17.244636399208282,0.0,21.964247276432502,17.128301325755956,0.0,16.227161818678724,17.24011327832618,0.0,24.4023879163517,18.981321962484323,0.0,163.20951146510748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,56.657995627231756,0.0,7.769958211134148,0.0,15.716963759195087,0.0032683885165988437,-4.0267546058855554,16.914595212028743,0.3716780372933336,0.0032683885165988437,16.0,81.9999809795512,0.0,0.0,0.0,7.219999999999999,0.0,-4.775,0.005211769729655762,0.0025883613239657435,11.5,-4.775,0.005211769729655762,0.0025883613239657435,4.5,3329972.2114554914,0.0 
 02/21  07:00:00,-4.625,-4.333619439863275,-4.595951808192847,-4.944703274980874,-4.576368130405769,-5.013975014851303,-4.369332297788173,16.23313744565808,1715.1264418255364,0.0,20.66098714786046,3350.5527905769204,0.0,21.055968395732812,1588.7561389682942,0.0,20.591728048620194,3239.995540790624,0.0,21.039074318494567,1647.1278179531319,0.0,21.05810676096816,2754.832976951275,0.0,0.0,19880.695872598662,0.0,0.0,3719.4644415888088,1925.5769372013149,3587.83707617416,2025.4075761716206,3153.5735379305875,2400.87201056216,2548.6435417862685,0.0,0.0,0.0,0.0,19742.19270390363,24677.740879879537,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,71.20918168004567,0.4392902380897999,7.769958211134148,0.0,7.989430218889594,0.002774387752852582,-5.935004208526422,15.977401632640381,0.3716780372933336,0.002774387752852582,16.0,81.9256105627588,0.025643175747250807,0.05552092764168068,0.0,7.219999999999999,0.0,4.5001587095712114,0.2605884864827881,0.002590663023720936,11.5,4.5001587095712114,0.2605884864827881,0.002590663023720936,4.5,3743525.0448818873,88839867.16756633 
 02/21  08:00:00,-3.0250000000000004,-5.159177548700811,-5.238069426752936,-5.451178535294328,-5.21725217923288,-5.463931852037621,-4.9157146363996524,16.92345287012566,2028.0517256619883,0.0,22.1560656715631,2950.877083961217,0.0,22.19899842021662,680.0684982158778,0.0,22.17941666174289,2748.913225149797,0.0,22.195988791859577,1271.1659595059791,0.0,22.140535891087666,2533.6181484495814,0.0,0.0,16696.83568615711,0.0,0.0,3438.912155736687,1092.4463834298695,3217.8238219247264,1735.5783427419526,3017.8268155120304,1980.9830369278152,2487.395442538419,0.0,0.0,0.0,0.0,16696.83568615711,20871.04460769638,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,68.94416367512609,0.31148940041404316,7.769958211134148,0.0,8.178119602254005,0.002958999199873957,-5.193747741671281,16.000284501095187,0.3716780372933336,0.002958999199873957,16.0,82.0,0.019072924886022982,0.05153173956076395,0.0,7.219999999999999,0.0,4.499577754232957,0.2605884864827881,0.002941768338234372,11.5,4.499577754232957,0.2605884864827881,0.002941768338234372,4.5,3622870.2105656047,75135760.58770698 
 02/21  09:00:00,-2.8875,-3.5944308376886145,-1.7822609135771965,-2.1910837356425326,-1.748182442077079,-2.2996264129371324,-1.3925867592856682,17.9522913812005,2944.768031321552,0.0,22.201719747961402,1162.4134002652977,0.0,22.200643122730213,143.77934039701296,0.0,22.2007701764337,969.7028330803267,0.0,22.201945410562942,433.9327739783306,0.0,22.212388834577183,0.0,319.33845886041183,0.0,8738.768750057057,0.0,0.0,1653.181513673055,556.2326653317018,1439.5727412902845,898.4644979207936,171.69327307399345,1945.2865021004095,2382.955684625684,0.0,0.0,0.0,0.0,8738.768750057057,10923.460937571323,0.0,0.0,7.769958211134148,7.769958211134148,0.0,0.0,61.19824537988628,0.10071133048107286,7.769958211134148,0.0,8.458844379946457,0.003175633130757328,-4.36652962613008,15.999888270580362,0.3716780372933336,0.003175633130757328,16.0,82.0,0.018504986437023536,0.045719383304604996,0.0,7.219999999999999,0.0,4.498271605416856,0.2605884864827881,0.0031651593352039547,11.5,4.498271605416856,0.2605884864827881,0.0031651593352039547,4.5,33214250.411050178,39324459.375256754 
