Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),Electricity:Facility [J](Monthly),Electricity:Building [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:HVAC [J](Monthly),Electricity:Plant [J](Monthly),NaturalGas:Facility [J](Monthly),NaturalGas:Plant [J](Monthly),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Electricity:Plant [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),NaturalGas:Plant [J](RunPeriod),MYGENERALLIGHTS [J](Monthly),MYGENERALLIGHTS [J](RunPeriod),MYBUILDINGELECTRIC [J](Monthly),MYBUILDINGELECTRIC [J](RunPeriod),MYBUILDINGOTHER [J](Monthly),MYBUILDINGOTHER [J](RunPeriod) 
 01/03  04:00:00,3329972.2114554914,0.0 
 01/03  05:00:00,3329972.2114554914,0.0 
 01/03  06:00:00,3329972.2114554914,0.0 
 01/03  07:00:00,3734065.1576033533,84862546.89893799 
 01/03  08:00:00,3678588.4346650634,78111784.66574399 
 01/03  09:00:00,33200365.463624462,33202926.939653933 
 01/03  10:00:00,43508686.31547459,12445068.075577876 
 01/03  11:00:00,44885348.58549324,2178325.6716017737 
 01/03  12:00:00,43571914.96257084,1868284.8054001867 
 01/03  13:00:00,39497077.121372566,6108090.8151699575 
 01/03  14:00:00,42241116.56998558,2730389.511770946 
 01/03  15:00:00,43190098.87645006,4680155.897035835 
 01/03  16:00:00,41307951.576237515,13673913.73319102 
 01/03  17:00:00,37661696.10481722,21518180.343072943 
 01/03  18:00:00,37677440.47278677,27713972.991308555 
 01/03  19:00:00,23305039.902765352,40384269.35510683 
 01/03  20:00:00,12547668.35079312,55163214.68354599 
 01/03  21:00:00,7379972.211455491,0.0 
 01/03  22:00:00,3329972.2114554914,0.0 
 01/03  23:00:00,3329972.2114554914,0.0 
 01/03  24:00:00,3329972.2114554914,0.0 
 01/04  01:00:00,3330264.7416574596,125035.39049170428 
 01/04  02:00:00,3333312.1204391634,1786482.662045291 
 01/04  03:00:00,3338363.2807736397,6021413.089186752 
 01/04  04:00:00,3344753.3204849083,11004626.750589835 
 01/04  05:00:00,3349291.7516123876,12263052.947664458 
 01/04  06:00:00,3352453.417474478,12142934.321409887 
 01/04  07:00:00,3805709.318352583,98963672.19712654 
 01/04  08:00:00,3773572.8275030926,92680140.64997488 
 01/04  09:00:00,33269910.21031426,52637865.2531541 
 01/04  10:00:00,43547311.607154444,29776450.386143014 
 01/04  11:00:00,44870540.3781462,17667993.90183236 
 01/04  12:00:00,43512593.44611272,10434839.27202114 
 01/04  13:00:00,39448092.04187977,10796905.52522237 
 01/04  14:00:00,42128751.28741778,1972002.217732733 
 01/04  15:00:00,43510415.18831775,382087.38223762956 
 01/04  16:00:00,41241227.795789264,1092759.259482569 
 01/04  17:00:00,37637737.61267746,4450906.189995615 
 01/04  18:00:00,37643090.69801262,7074286.644442348 
 01/04  19:00:00,23251114.032729156,20006604.11390087 
 01/04  20:00:00,12471906.548474757,30534132.518843763 
 01/04  21:00:00,7379972.21145549,0.0 
 01/04  22:00:00,3329972.2114554914,0.0 
 01/04  23:00:00,3329972.2114554914,0.0 
 01/04  24:00:00,3329972.2114554914,0.0 
 01/05  01:00:00,6569972.211455491,0.0 
 01/05  02:00:00,6569972.211455491,0.0 
 01/05  03:00:00,6569972.211455491,0.0 
 01/05  04:00:00,6569972.211455491,0.0 
 01/05  05:00:00,6569972.211455491,0.0 
 01/05  06:00:00,6569972.211455491,0.0 
 01/05  07:00:00,6569972.211455491,0.0 
 01/05  08:00:00,6569972.211455491,0.0 
 01/05  09:00:00,6569972.21145549,0.0 
 01/05  10:00:00,6569972.211455491,0.0 
 01/05  11:00:00,6569972.211455491,0.0 
 01/05  12:00:00,6569972.211455491,0.0 
 01/05  13:00:00,6569972.211455491,0.0 
 01/05  14:00:00,6569972.211455491,0.0 
 01/05  15:00:00,6569972.211455491,0.0 
 01/05  16:00:00,6569972.211455491,0.0 
 01/05  17:00:00,6569972.211455491,0.0 
 01/05  18:00:00,6569972.211455491,0.0 
 01/05  19:00:00,6569972.211455491,0.0 
 01/05  20:00:00,6569972.211455491,0.0 
 01/05  21:00:00,6569972.211455491,0.0 
 01/05  22:00:00,6569972.211455491,0.0 
 01/05  23:00:00,6569972.211455491,0.0 
 01/05  24:00:00,6569972.211455491,0.0 
 01/06  01:00:00,6569972.211455491,0.0 
 01/06  02:00:00,6569972.211455491,0.0 
 01/06  03:00:00,6569972.211455491,0.0 
 01/06  04:00:00,6569972.211455491,0.0 
 01/06  05:00:00,6569972.211455491,0.0 
 01/06  06:00:00,6569972.211455491,0.0 
 01/06  07:00:00,6569972.211455491,0.0 
 01/06  08:00:00,6569972.211455491,0.0 
 01/06  09:00:00,6569972.211455491,0.0 
 01/06  10:00:00,6569972.211455491,0.0 
 01/06  11:00:00,6569972.211455491,0.0 
 01/06  12:00:00,6569972.211455491,0.0 
 01/06  13:00:00,6569972.211455491,0.0 
 01/06  14:00:00,6569972.211455491,0.0 
 01/06  15:00:00,6569972.211455491,0.0 
 01/06  16:00:00,6569972.211455491,0.0 
 01/06  17:00:00,6569972.211455491,0.0 
 01/06  18:00:00,6569972.211455491,0.0 
 01/06  19:00:00,6569972.211455491,0.0 
 01/06  20:00:00,6569972.211455491,0.0 
 01/06  21:00:00,6569972.211455491,0.0 
 01/06  22:00:00,6569972.211455491,0.0 
 01/06  23:00:00,6569972.211455491,0.0 
 01/06  24:00:00,6569972.211455491,0.0 
 01/07  01:00:00,3331769.141417031,1127053.8069271543 
 01/07  02:00:00,3333684.3890391164,2702025.22824558 
 01/07  03:00:00,3336771.2508061593,5461336.219790403 
 01/07  04:00:00,3339882.5952333426,7564971.365234629 
 01/07  05:00:00,3341846.089483085,8017649.868118783 
 01/07  06:00:00,3346235.7581017176,9769076.884786643 
 01/07  07:00:00,3811221.58723691,99919892.05518654 
 01/07  08:00:00,3758440.2696956005,89174383.33349955 
 01/07  09:00:00,33252343.694125295,49169815.84607287 
 01/07  10:00:00,43540470.462241426,28341516.72156416 
 01/07  11:00:00,44871027.18479726,19396819.176357687 
 01/07  12:00:00,43509659.52361992,14125937.277746648 
 01/07  13:00:00,39452555.237062514,13895692.27107367 
 01/07  14:00:00,42152816.56555206,7469740.316176876 
 01/07  15:00:00,43074498.97525747,5372484.537063763 
 01/07  16:00:00,41283948.78986071,9875648.417624062 
 01/07  17:00:00,37660240.93956863,17930986.253784675 
 01/07  18:00:00,37646477.30570402,13232454.007070329 
 01/07  19:00:00,23262056.31619678,22708630.318838313 
 01/07  20:00:00,12494472.087234465,37072242.11054749 
 01/07  21:00:00,7379972.211455491,0.0 
 01/07  22:00:00,3329972.2114554914,0.0 
 01/07  23:00:00,3329972.2114554914,0.0 
 01/07  24:00:00,3329972.2114554914,0.0 
 01/08  01:00:00,3329972.2114554914,0.0 
 01/08  02:00:00,3329972.2114554914,0.0 
 01/08  03:00:00,3329972.2114554914,0.0 
 01/08  04:00:00,3329972.2114554914,0.0 
 01/08  05:00:00,3329972.2114554914,0.0 
 01/08  06:00:00,3329972.2114554914,0.0 
 01/08  07:00:00,3743792.710808372,88091666.04815638 
 01/08  08:00:00,3695929.5769837652,81219802.83238593 
 01/08  09:00:00,33205003.053666085,34509187.205847055 
 01/08  10:00:00,43543614.721047714,13315012.511407975 
 01/08  11:00:00,44910296.11308176,2583308.0376191516 
 01/08  12:00:00,43577510.438420326,1484054.7220569777 
 01/08  13:00:00,40961624.99719826,852180.4745802669 
 01/08  14:00:00,44995053.91372504,0.0 
 01/08  15:00:00,46292574.26632728,0.0 
 01/08  16:00:00,44425793.34372454,0.0 
 01/08  17:00:00,39461210.68972108,225048.71862274373 
 01/08  18:00:00,37679067.907424994,14657942.88662871 
 01/08  19:00:00,23268817.26873813,27513885.14172989 
 01/08  20:00:00,12512827.850625169,46011275.67432663 
 01/08  21:00:00,7379972.211455491,0.0 
 01/08  22:00:00,3329972.2114554914,0.0 
 01/08  23:00:00,3329972.2114554914,0.0 
 01/08  24:00:00,3329972.2114554914,0.0 
 01/09  01:00:00,3329972.2114554914,0.0 
 01/09  02:00:00,3329972.2114554914,0.0 
 01/09  03:00:00,3329972.2114554914,0.0 
 01/09  04:00:00,3329972.2114554914,0.0 
 01/09  05:00:00,3329972.2114554914,0.0 
 01/09  06:00:00,3330403.0669616493,208630.0995006647 
 01/09  07:00:00,3746701.8834142108,91362034.83953878 
 01/09  08:00:00,3675490.980709221,79097664.69704832 
 01/09  09:00:00,33202799.42732326,33275309.963997483 
 01/09  10:00:00,43550828.028674275,16368662.547209086 
 01/09  11:00:00,44932372.494949475,7411178.221767508 
 01/09  12:00:00,43599316.26790636,6599245.52956389 
 01/09  13:00:00,39516228.746408194,9139924.008821608 
 01/09  14:00:00,42834845.489459805,2030729.9264264917 
 01/09  15:00:00,45259534.17878872,308307.38752555783 
 01/09  16:00:00,43566978.65723552,377287.1897262067 
 01/09  17:00:00,38269967.88138882,5743283.460291642 
 01/09  18:00:00,37660829.59334451,14948292.573263953 
 01/09  19:00:00,23270781.236758973,27433324.592220128 
 01/09  20:00:00,12507393.059093464,43477665.49578621 
 01/09  21:00:00,7379972.211455491,0.0 
 01/09  22:00:00,3329972.2114554914,0.0 
 01/09  23:00:00,3329972.2114554914,0.0 
 01/09  24:00:00,3329972.2114554914,0.0 
 01/10  01:00:00,3329972.2114554914,0.0 
 01/10  02:00:00,3329972.2114554914,0.0 
 01/10  03:00:00,3329972.2114554914,0.0 
 01/10  04:00:00,3330566.35155324,296951.00530781306 
 01/10  05:00:00,3332448.8453972107,1440050.2834535905 
 01/10  06:00:00,3333817.9477125197,2700710.304814468 
 01/10  07:00:00,3754458.4529589736,93631944.65095863 
 01/10  08:00:00,3729441.957736195,85304330.89460629 
 01/10  09:00:00,33232319.825720742,43184889.10952196 
 01/10  10:00:00,43564439.90948322,20946420.6179993 
 01/10  11:00:00,44936641.906080246,8712877.841529131 
 01/10  12:00:00,43614626.52879123,2698098.5926359203 
 01/10  13:00:00,40046221.74595365,2049596.175750362 
 01/10  14:00:00,44608226.579500474,17594.90148883298 
 01/10  15:00:00,46041303.93065248,0.0 
 01/10  16:00:00,44440322.56070076,0.0 
 01/10  17:00:00,40105713.87051961,532825.1909253611 
 01/10  18:00:00,37691094.93576487,11458363.6773745 
 01/10  19:00:00,23267005.974550173,26629833.928576153 
 01/10  20:00:00,12507465.52244333,43946698.242267594 
 01/10  21:00:00,7379972.211455491,0.0 
 01/10  22:00:00,3329972.2114554914,0.0 
 01/10  23:00:00,3329972.2114554914,0.0 
 01/10  24:00:00,3329972.2114554914,0.0 
 01/11  01:00:00,3329972.2114554914,0.0 
 01/11  02:00:00,3329972.2114554914,0.0 
 01/11  03:00:00,3330102.0685594957,63145.25459608727 
 01/11  04:00:00,3331548.778640567,848690.0897257999 
 01/11  05:00:00,3333267.102560792,2133245.9042049013 
 01/11  06:00:00,3333498.311253925,2656783.2048954573 
 01/11  07:00:00,3744727.0284515675,91741540.2920635 
 01/11  08:00:00,3724451.2189903613,83713843.5180786 
 01/11  09:00:00,33228947.939302687,43076809.89794941 
 01/11  10:00:00,43534066.25253397,21994420.14324174 
 01/11  11:00:00,44895017.53554328,5476041.25228001 
 01/11  12:00:00,44109948.461846896,724512.8038788282 
 01/11  13:00:00,41070499.7311808,214144.81742490214 
 01/11  14:00:00,45199596.5920482,0.0 
 01/11  15:00:00,46659358.21666215,0.0 
 01/11  16:00:00,44318700.55701582,0.0 
 01/11  17:00:00,38812091.81912999,87167.23816427565 
 01/11  18:00:00,37656701.00960989,2677570.0602760473 
 01/11  19:00:00,23239698.734737474,14089550.587144295 
 01/11  20:00:00,12468087.835165326,29451821.680219095 
 01/11  21:00:00,7379972.21145549,0.0 
 01/11  22:00:00,3329972.2114554914,0.0 
 01/11  23:00:00,3329972.2114554914,0.0 
 01/11  24:00:00,3329972.2114554914,0.0 
 01/12  01:00:00,6569972.211455491,0.0 
 01/12  02:00:00,6569972.211455491,0.0 
 01/12  03:00:00,6569972.211455491,0.0 
 01/12  04:00:00,6569972.211455491,0.0 
 01/12  05:00:00,6569972.211455491,0.0 
 01/12  06:00:00,6569972.211455491,0.0 
 01/12  07:00:00,6569972.211455491,0.0 
 01/12  08:00:00,6569972.211455491,0.0 
 01/12  09:00:00,6569972.211455491,0.0 
 01/12  10:00:00,6569972.211455491,0.0 
 01/12  11:00:00,6569972.211455491,0.0 
 01/12  12:00:00,6569972.211455491,0.0 
 01/12  13:00:00,6569972.211455491,0.0 
 01/12  14:00:00,6569972.211455491,0.0 
 01/12  15:00:00,6569972.211455491,0.0 
 01/12  16:00:00,6569972.211455491,0.0 
 01/12  17:00:00,6569972.211455491,0.0 
 01/12  18:00:00,6569972.211455491,0.0 
 01/12  19:00:00,6569972.211455491,0.0 
 01/12  20:00:00,6569972.211455491,0.0 
 01/12  21:00:00,6569972.211455491,0.0 
 01/12  22:00:00,6569972.211455491,0.0 
 01/12  23:00:00,6569972.211455491,0.0 
 01/12  24:00:00,6569972.211455491,0.0 
 01/13  01:00:00,6569972.211455491,0.0 
 01/13  02:00:00,6569972.211455491,0.0 
 01/13  03:00:00,6569972.211455491,0.0 
 01/13  04:00:00,6569972.211455491,0.0 
 01/13  05:00:00,6569972.211455491,0.0 
 01/13  06:00:00,6569972.211455491,0.0 
 01/13  07:00:00,6569972.211455491,0.0 
 01/13  08:00:00,6569972.211455491,0.0 
 01/13  09:00:00,6569972.21145549,0.0 
 01/13  10:00:00,6569972.211455491,0.0 
 01/13  11:00:00,6569972.211455491,0.0 
 01/13  12:00:00,6569972.211455491,0.0 
 01/13  13:00:00,6569972.211455491,0.0 
 01/13  14:00:00,6569972.211455491,0.0 
 01/13  15:00:00,6569972.211455491,0.0 
 01/13  16:00:00,6569972.211455491,0.0 
 01/13  17:00:00,6569972.211455491,0.0 
 01/13  18:00:00,6569972.21145549,0.0 
 01/13  19:00:00,6569972.211455491,0.0 
 01/13  20:00:00,6569972.211455491,0.0 
 01/13  21:00:00,6569972.211455491,0.0 
 01/13  22:00:00,6569972.211455491,0.0 
 01/13  23:00:00,6569972.211455491,0.0 
 01/13  24:00:00,6569972.211455491,0.0 
 01/14  01:00:00,3329972.2114554914,0.0 
 01/14  02:00:00,3329972.2114554914,0.0 
 01/14  03:00:00,3329972.2114554914,0.0 
 01/14  04:00:00,3329972.2114554914,0.0 
 01/14  05:00:00,3329972.2114554914,0.0 
 01/14  06:00:00,3329972.2114554914,0.0 
 01/14  07:00:00,3640370.9347796002,71548691.72934544 
 01/14  08:00:00,3493884.9614652847,55416946.200712994 
 01/14  09:00:00,33147714.509413086,14773325.923719555 
 01/14  10:00:00,43491251.92167268,1780805.5148019097 
 01/14  11:00:00,46716988.558296785,12253.14357662069 
 01/14  12:00:00,46711134.262079306,0.0 
 01/14  13:00:00,42716593.702540495,0.0 
 01/14  14:00:00,45947964.65943405,0.0 
 01/14  15:00:00,47225449.98037583,0.0 
 01/14  16:00:00,44643232.767028354,0.0 
 01/14  17:00:00,40047498.89074607,0.0 
 01/14  18:00:00,39121689.59699553,521266.71336456586 
 01/14  19:00:00,23237945.808044948,12815579.00543423 
 01/14  20:00:00,12469255.056484116,30323843.22474987 
 01/14  21:00:00,7379972.21145549,0.0 
 01/14  22:00:00,3329972.2114554914,0.0 
 01/14  23:00:00,3329972.2114554914,0.0 
 01/14  24:00:00,3329972.2114554914,0.0 
 01/15  01:00:00,3329972.2114554914,0.0 
 01/15  02:00:00,3329972.2114554914,0.0 
 01/15  03:00:00,3329972.2114554914,0.0 
 01/15  04:00:00,3329972.2114554914,0.0 
 01/15  05:00:00,3329972.2114554914,0.0 
 01/15  06:00:00,3329972.2114554914,0.0 
 01/15  07:00:00,3737104.3548458843,86575799.78347832 
 01/15  08:00:00,3680618.5649872227,78962649.8567176 
 01/15  09:00:00,33197785.552153,31324249.60967472 
 01/15  10:00:00,43566545.83231372,8643430.380145058 
 01/15  11:00:00,45909778.17395381,825610.1972918316 
 01/15  12:00:00,46525802.407463714,13687.42116558599 
 01/15  13:00:00,43155522.29696466,0.0 
 01/15  14:00:00,46558688.42048288,0.0 
 01/15  15:00:00,47976577.612269096,0.0 
 01/15  16:00:00,45941995.74854447,0.0 
 01/15  17:00:00,41761804.77342372,0.0 
 01/15  18:00:00,40481638.06182938,0.0 
 01/15  19:00:00,23240119.14965521,11937281.437549196 
 01/15  20:00:00,12470543.459184485,27793892.34297856 
 01/15  21:00:00,7379972.21145549,0.0 
 01/15  22:00:00,3329972.2114554914,0.0 
 01/15  23:00:00,3329972.2114554914,0.0 
 01/15  24:00:00,3329972.2114554914,0.0 
 01/16  01:00:00,3329972.2114554914,0.0 
 01/16  02:00:00,3329972.2114554914,0.0 
 01/16  03:00:00,3329972.2114554914,0.0 
 01/16  04:00:00,3329972.2114554914,0.0 
 01/16  05:00:00,3329972.2114554914,0.0 
 01/16  06:00:00,3329972.2114554914,0.0 
 01/16  07:00:00,3726915.803697761,84626125.70308983 
 01/16  08:00:00,3606329.6681311266,72525274.95722216 
 01/16  09:00:00,33194728.73746514,32003969.126602344 
 01/16  10:00:00,43520656.09784998,20500079.663178932 
 01/16  11:00:00,44863423.99148188,16579115.39688631 
 01/16  12:00:00,43507308.975754485,14351162.504994292 
 01/16  13:00:00,39453437.063333236,13307296.754043365 
 01/16  14:00:00,42175812.72710686,9624663.813460886 
 01/16  15:00:00,43127066.63133852,7193961.853027197 
 01/16  16:00:00,41347043.987917714,7046488.457589617 
 01/16  17:00:00,37667520.985879384,14415128.976478642 
 01/16  18:00:00,37656688.71302024,17844234.047977917 
 01/16  19:00:00,23277799.92848867,30215211.852343854 
 01/16  20:00:00,12509657.530100228,43826928.043757424 
 01/16  21:00:00,7379972.211455491,0.0 
 01/16  22:00:00,3329972.2114554914,0.0 
 01/16  23:00:00,3329972.2114554914,0.0 
 01/16  24:00:00,3329972.2114554914,0.0 
 01/17  01:00:00,3329972.2114554914,0.0 
 01/17  02:00:00,3329972.2114554914,0.0 
 01/17  03:00:00,3329972.2114554914,0.0 
 01/17  04:00:00,3329972.2114554914,0.0 
 01/17  05:00:00,3329972.2114554914,0.0 
 01/17  06:00:00,3329972.2114554914,0.0 
 01/17  07:00:00,3728711.2141888975,83523395.41473795 
 01/17  08:00:00,3645565.947836984,78636142.95996152 
 01/17  09:00:00,33218629.932648048,41047188.67388745 
 01/17  10:00:00,43526482.8573009,23598878.112528324 
 01/17  11:00:00,44864383.67849371,16682859.922058914 
 01/17  12:00:00,43513000.9617494,16330011.556866063 
 01/17  13:00:00,39466096.64544304,18156542.78664707 
 01/17  14:00:00,42264656.97433547,12480741.369838169 
 01/17  15:00:00,43285307.83493843,10876156.586060502 
 01/17  16:00:00,41382695.18081875,15637660.943461549 
 01/17  17:00:00,37692347.247188166,25291141.997882955 
 01/17  18:00:00,37702615.524364606,29974898.680166714 
 01/17  19:00:00,23330085.993777502,45727617.38149008 
 01/17  20:00:00,12582565.19103334,62118054.50758302 
 01/17  21:00:00,7379972.211455491,0.0 
 01/17  22:00:00,3329972.2114554914,0.0 
 01/17  23:00:00,3329972.2114554914,0.0 
 01/17  24:00:00,3330097.420855545,47332.81046706339 
 01/18  01:00:00,3333104.9075948717,1510628.4217287484 
 01/18  02:00:00,3336634.8415779364,4502497.558143523 
 01/18  03:00:00,3339614.772063699,7653986.995414462 
 01/18  04:00:00,3343314.998082397,9907494.666705433 
 01/18  05:00:00,3347438.8856567577,11228107.08731594 
 01/18  06:00:00,3349812.7433337094,11373146.939897235 
 01/18  07:00:00,3798167.3533271286,98402789.74930374 
 01/18  08:00:00,3770716.737305359,92131106.43651679 
 01/18  09:00:00,33298787.047388233,56375658.50012473 
 01/18  10:00:00,43603199.627883196,31163986.08761862 
 01/18  11:00:00,44962817.3182552,16662529.384471983 
 01/18  12:00:00,43646911.216092184,7643641.077460746 
 01/18  13:00:00,40053229.175658725,2103504.11892196 
 01/18  14:00:00,45117107.17296111,15430.584557610537 
 01/18  15:00:00,47217099.51713918,0.0 
 01/18  16:00:00,45614843.24001791,0.0 
 01/18  17:00:00,41896436.26761198,0.0 
 01/18  18:00:00,40989197.53515686,0.0 
 01/18  19:00:00,24512952.28491325,3613116.747739614 
 01/18  20:00:00,12902021.269357592,16003347.346368326 
 01/18  21:00:00,7379972.21145549,0.0 
 01/18  22:00:00,3329972.2114554914,0.0 
 01/18  23:00:00,3329972.2114554914,0.0 
 01/18  24:00:00,3329972.2114554914,0.0 
 01/19  01:00:00,6569972.211455491,0.0 
 01/19  02:00:00,6569972.211455491,0.0 
 01/19  03:00:00,6569972.211455491,0.0 
 01/19  04:00:00,6569972.211455491,0.0 
 01/19  05:00:00,6569972.211455491,0.0 
 01/19  06:00:00,6569972.211455491,0.0 
 01/19  07:00:00,6569972.211455491,0.0 
 01/19  08:00:00,6569972.211455491,0.0 
 01/19  09:00:00,6569972.21145549,0.0 
 01/19  10:00:00,6569972.211455491,0.0 
 01/19  11:00:00,6569972.211455491,0.0 
 01/19  12:00:00,6569972.211455491,0.0 
 01/19  13:00:00,6569972.211455491,0.0 
 01/19  14:00:00,6569972.211455491,0.0 
 01/19  15:00:00,6569972.211455491,0.0 
 01/19  16:00:00,6569972.211455491,0.0 
 01/19  17:00:00,6569972.211455491,0.0 
 01/19  18:00:00,6569972.21145549,0.0 
 01/19  19:00:00,6569972.211455491,0.0 
 01/19  20:00:00,6569972.211455491,0.0 
 01/19  21:00:00,6569972.211455491,0.0 
 01/19  22:00:00,6569972.211455491,0.0 
 01/19  23:00:00,6569972.211455491,0.0 
 01/19  24:00:00,6569972.211455491,0.0 
 01/20  01:00:00,6569972.211455491,0.0 
 01/20  02:00:00,6569972.211455491,0.0 
 01/20  03:00:00,6569972.211455491,0.0 
 01/20  04:00:00,6569972.211455491,0.0 
 01/20  05:00:00,6569972.211455491,0.0 
 01/20  06:00:00,6569972.211455491,0.0 
 01/20  07:00:00,6570005.547060328,23921.824332249667 
 01/20  08:00:00,6570191.360364732,158033.44345187757 
 01/20  09:00:00,6570043.171717828,51440.27249083658 
 01/20  10:00:00,6569972.211455491,0.0 
 01/20  11:00:00,6569972.211455491,0.0 
 01/20  12:00:00,6569972.211455491,0.0 
 01/20  13:00:00,6569972.211455491,0.0 
 01/20  14:00:00,6569972.211455491,0.0 
 01/20  15:00:00,6569972.211455491,0.0 
 01/20  16:00:00,6569972.211455491,0.0 
 01/20  17:00:00,6569972.211455491,0.0 
 01/20  18:00:00,6569972.21145549,0.0 
 01/20  19:00:00,6569972.211455491,0.0 
 01/20  20:00:00,6569972.211455491,0.0 
 01/20  21:00:00,6569972.211455491,0.0 
 01/20  22:00:00,6569972.211455491,0.0 
 01/20  23:00:00,6569972.211455491,0.0 
 01/20  24:00:00,6569972.211455491,0.0 
 01/21  01:00:00,3329972.2114554914,0.0 
 01/21  02:00:00,3329972.2114554914,0.0 
 01/21  03:00:00,3329972.2114554914,0.0 
 01/21  04:00:00,3331135.905612344,869055.8904090386 
 01/21  05:00:00,3333394.095304715,2747463.8472368163 
 01/21  06:00:00,3334252.327190781,3688099.271211585 
 01/21  07:00:00,3754839.190448146,94832273.5567539 
 01/21  08:00:00,3717144.703847948,82541393.9411477 
 01/21  09:00:00,33209079.24355746,34426924.4993946 
 01/21  10:00:00,43563055.29950814,11241212.76892195 
 01/21  11:00:00,45622962.88127314,1126388.1850817197 
 01/21  12:00:00,46081313.90849846,17412.5627577933 
 01/21  13:00:00,42810758.0904268,0.0 
 01/21  14:00:00,46832456.35475973,0.0 
 01/21  15:00:00,48495536.32345533,0.0 
 01/21  16:00:00,46635344.42404468,0.0 
 01/21  17:00:00,41951170.11020907,0.0 
 01/21  18:00:00,40215002.377077416,0.0 
 01/21  19:00:00,23243086.74173776,13543440.71644412 
 01/21  20:00:00,12476274.919665221,31039674.749307558 
 01/21  21:00:00,7379972.21145549,0.0 
 01/21  22:00:00,3329972.2114554914,0.0 
 01/21  23:00:00,3329972.2114554914,0.0 
 01/21  24:00:00,3329972.2114554914,0.0 
