Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly) 
 03/06  13:00:00,1344366.2655373677 
 03/06  14:00:00,1405389.0173489538 
 03/06  15:00:00,1448807.2366406452 
 03/06  16:00:00,1470472.43832976 
 03/06  17:00:00,1520953.6051838368 
 03/06  18:00:00,1221982.7223586934 
 03/06  19:00:00,1107581.5655099296 
 03/06  20:00:00,1065766.4556565639 
 03/06  21:00:00,1022898.307544327 
 03/06  22:00:00,985756.3188874046 
 03/06  23:00:00,819268.3839460422 
 03/06  24:00:00,798457.8316201773 
 03/07  01:00:00,713252.183016466 
 03/07  02:00:00,707652.6514289686 
 03/07  03:00:00,707475.6655207012 
 03/07  04:00:00,706862.8138433028 
 03/07  05:00:00,705954.2372418866 
 03/07  06:00:00,785914.8565105918 
 03/07  07:00:00,967850.9391223531 
 03/07  08:00:00,956855.8826680696 
 03/07  09:00:00,1056609.784228527 
 03/07  10:00:00,1043283.3973053793 
 03/07  11:00:00,1012265.389643133 
 03/07  12:00:00,1027436.5478231922 
 03/07  13:00:00,932319.168745909 
 03/07  14:00:00,947440.2567888146 
 03/07  15:00:00,961967.69167065 
 03/07  16:00:00,970598.2863640478 
 03/07  17:00:00,995150.7087022731 
 03/07  18:00:00,931729.2497428479 
 03/07  19:00:00,918410.8988993503 
 03/07  20:00:00,825379.3251323551 
 03/07  21:00:00,813437.2074774568 
 03/07  22:00:00,783816.7190890862 
 03/07  23:00:00,759274.6004038653 
 03/07  24:00:00,740278.2764471527 
 03/08  01:00:00,722135.5600114856 
 03/08  02:00:00,707714.1374490286 
 03/08  03:00:00,707235.9657130927 
 03/08  04:00:00,706410.7369069952 
 03/08  05:00:00,723254.8311081924 
 03/08  06:00:00,819304.4229538894 
 03/08  07:00:00,828839.454305416 
 03/08  08:00:00,818362.3833800773 
 03/08  09:00:00,837920.6751843756 
 03/08  10:00:00,792004.109140067 
 03/08  11:00:00,809714.3409058967 
 03/08  12:00:00,809431.1821664609 
 03/08  13:00:00,820825.8451769244 
 03/08  14:00:00,817743.183487664 
 03/08  15:00:00,834129.9446139905 
 03/08  16:00:00,871272.3235961935 
 03/08  17:00:00,913444.4173148986 
 03/08  18:00:00,879139.1373654696 
 03/08  19:00:00,879681.2681362336 
 03/08  20:00:00,859461.2506303769 
 03/08  21:00:00,821005.5608239876 
 03/08  22:00:00,768387.2417010576 
 03/08  23:00:00,744442.5908704599 
 03/08  24:00:00,758548.3747501606 
 03/09  01:00:00,749628.0843023487 
 03/09  02:00:00,749406.6488359291 
 03/09  03:00:00,750965.2724747927 
 03/09  04:00:00,735915.6041609225 
 03/09  05:00:00,813645.0478347713 
 03/09  06:00:00,985279.1504138702 
 03/09  07:00:00,1032662.9098628977 
 03/09  08:00:00,1349728.8108923987 
 03/09  09:00:00,1342373.403175296 
 03/09  10:00:00,1328304.0230929744 
 03/09  11:00:00,1375363.1545243263 
 03/09  12:00:00,1342772.26057729 
 03/09  13:00:00,1417683.5515038548 
 03/09  14:00:00,1408832.8915952856 
 03/09  15:00:00,1438818.56400893 
 03/09  16:00:00,1515734.7501570468 
 03/09  17:00:00,1255468.967506883 
 03/09  18:00:00,1116702.9735624364 
 03/09  19:00:00,1071029.0375090423 
 03/09  20:00:00,1032427.2840077899 
 03/09  21:00:00,997843.3572803582 
 03/09  22:00:00,829655.7925642034 
 03/09  23:00:00,801150.6524320669 
 03/09  24:00:00,753654.265165972 
 03/10  01:00:00,746777.9455265383 
 03/10  02:00:00,731384.9510613052 
 03/10  03:00:00,730826.7936786911 
 03/10  04:00:00,730094.8281623656 
 03/10  05:00:00,803853.4378930371 
 03/10  06:00:00,973378.7112303642 
 03/10  07:00:00,1028732.4485773357 
 03/10  08:00:00,1343156.305657507 
 03/10  09:00:00,1338468.9155386034 
 03/10  10:00:00,1320467.3395218828 
 03/10  11:00:00,1352847.641505117 
 03/10  12:00:00,1306976.5506631196 
 03/10  13:00:00,1405106.2681444446 
 03/10  14:00:00,1416653.3633398924 
 03/10  15:00:00,1446584.4146857967 
 03/10  16:00:00,1531524.4228898855 
 03/10  17:00:00,1239086.0172711795 
 03/10  18:00:00,1089018.4050300154 
 03/10  19:00:00,1058477.9922393565 
 03/10  20:00:00,1024590.6243060463 
 03/10  21:00:00,990778.6982427845 
 03/10  22:00:00,832584.5774379448 
 03/10  23:00:00,797023.7722307717 
 03/10  24:00:00,752045.5404506236 
 03/11  01:00:00,738970.4124869491 
 03/11  02:00:00,747213.5476594075 
 03/11  03:00:00,731954.8309185508 
 03/11  04:00:00,731314.018305806 
 03/11  05:00:00,804027.4416549954 
 03/11  06:00:00,964671.3983005354 
 03/11  07:00:00,1010938.2815043548 
 03/11  08:00:00,1327447.1661589441 
 03/11  09:00:00,1320772.487026489 
 03/11  10:00:00,1303036.0531199262 
 03/11  11:00:00,1344860.2187634225 
 03/11  12:00:00,1302864.8415054304 
 03/11  13:00:00,1378184.807345974 
 03/11  14:00:00,1382026.6335150658 
 03/11  15:00:00,1403962.0412069624 
 03/11  16:00:00,1474533.2634789415 
 03/11  17:00:00,1193247.8073680229 
 03/11  18:00:00,1080756.3486961015 
 03/11  19:00:00,1053391.1549165596 
 03/11  20:00:00,1017350.0135542123 
 03/11  21:00:00,987488.3038085593 
 03/11  22:00:00,812713.7960305446 
 03/11  23:00:00,795980.7897019917 
 03/11  24:00:00,732126.3230208931 
 03/12  01:00:00,730942.2604245782 
 03/12  02:00:00,730166.0930348575 
 03/12  03:00:00,729425.163568976 
 03/12  04:00:00,729723.370228998 
 03/12  05:00:00,801358.657988851 
 03/12  06:00:00,954652.1480515687 
 03/12  07:00:00,996975.5763739981 
 03/12  08:00:00,1319596.7182266645 
 03/12  09:00:00,1309156.066412038 
 03/12  10:00:00,1288193.385473091 
 03/12  11:00:00,1326409.1317939803 
 03/12  12:00:00,1287722.9098044168 
 03/12  13:00:00,1370990.3738355064 
 03/12  14:00:00,1405476.6917667093 
 03/12  15:00:00,1412972.4896345662 
 03/12  16:00:00,1528126.942584618 
 03/12  17:00:00,1221194.653289562 
 03/12  18:00:00,1081983.210001732 
 03/12  19:00:00,1057672.422201227 
 03/12  20:00:00,1024426.7114092071 
 03/12  21:00:00,991467.4909795617 
 03/12  22:00:00,833168.2317233138 
 03/12  23:00:00,796940.2275904211 
 03/12  24:00:00,748036.1646873304 
 03/13  01:00:00,748754.7517987975 
 03/13  02:00:00,731165.5988054359 
 03/13  03:00:00,729305.8810093113 
 03/13  04:00:00,728635.2760923514 
 03/13  05:00:00,801078.6974220328 
 03/13  06:00:00,965442.9291594055 
 03/13  07:00:00,1015368.5711573431 
 03/13  08:00:00,1336977.1787422895 
 03/13  09:00:00,1332678.7827504545 
 03/13  10:00:00,1318063.0058307142 
 03/13  11:00:00,1362589.22993623 
 03/13  12:00:00,1331191.7367351693 
 03/13  13:00:00,1432100.4036728635 
 03/13  14:00:00,1428974.929988553 
 03/13  15:00:00,1463805.1760256353 
 03/13  16:00:00,1538380.4702736754 
 03/13  17:00:00,1271467.9227890356 
 03/13  18:00:00,1117574.8440196223 
 03/13  19:00:00,1073210.343465913 
 03/13  20:00:00,1032376.9111106414 
 03/13  21:00:00,996624.4686775535 
 03/13  22:00:00,829611.6973266512 
 03/13  23:00:00,799622.7272357378 
 03/13  24:00:00,732815.1799356905 
 03/14  01:00:00,722682.7063896327 
 03/14  02:00:00,706884.7483054907 
 03/14  03:00:00,720562.8244418124 
 03/14  04:00:00,705356.8828194272 
 03/14  05:00:00,782662.0873954654 
 03/14  06:00:00,978623.6607055994 
 03/14  07:00:00,965150.5909884636 
 03/14  08:00:00,1035843.4195070349 
 03/14  09:00:00,1024046.5302515072 
 03/14  10:00:00,999253.2639606731 
 03/14  11:00:00,1018102.2345618041 
 03/14  12:00:00,926930.930963881 
 03/14  13:00:00,939458.0155182095 
 03/14  14:00:00,957100.9589135246 
 03/14  15:00:00,975511.2239329675 
 03/14  16:00:00,1033671.037005554 
 03/14  17:00:00,954587.8630497971 
 03/14  18:00:00,920645.5846843407 
 03/14  19:00:00,869915.2409796714 
 03/14  20:00:00,892044.6194581388 
 03/14  21:00:00,837139.6879921766 
 03/14  22:00:00,809167.3001893642 
 03/14  23:00:00,746591.0567757773 
 03/14  24:00:00,735701.3856688938 
 03/15  01:00:00,730337.1605407327 
 03/15  02:00:00,726776.0939176911 
 03/15  03:00:00,729901.3146475145 
 03/15  04:00:00,721990.4443745702 
 03/15  05:00:00,736484.8034071951 
 03/15  06:00:00,820697.7331883466 
 03/15  07:00:00,826808.2361474211 
 03/15  08:00:00,845184.473575683 
 03/15  09:00:00,846866.902494946 
 03/15  10:00:00,815620.7588060084 
 03/15  11:00:00,817880.1223530332 
 03/15  12:00:00,836623.990059323 
 03/15  13:00:00,832923.6112334976 
 03/15  14:00:00,849968.5072020545 
 03/15  15:00:00,846675.6478622298 
 03/15  16:00:00,905792.649666471 
 03/15  17:00:00,927678.4922076236 
 03/15  18:00:00,908032.2635914345 
 03/15  19:00:00,879903.6073109239 
 03/15  20:00:00,888850.1409667473 
 03/15  21:00:00,852196.6145334501 
 03/15  22:00:00,826708.5675053668 
 03/15  23:00:00,786548.434412684 
 03/15  24:00:00,797407.4898885386 
 03/16  01:00:00,754533.8492080733 
 03/16  02:00:00,757220.6284479755 
 03/16  03:00:00,755469.171785792 
 03/16  04:00:00,753364.3190026503 
 03/16  05:00:00,839437.7382781967 
 03/16  06:00:00,990557.9099819539 
 03/16  07:00:00,1032993.8321358502 
 03/16  08:00:00,1371424.5533251432 
 03/16  09:00:00,1376388.1560864607 
 03/16  10:00:00,1369914.9661246904 
 03/16  11:00:00,1442606.4976513516 
 03/16  12:00:00,1387958.2804984818 
 03/16  13:00:00,1464207.1132628995 
 03/16  14:00:00,1427143.285113714 
 03/16  15:00:00,1460002.3617807524 
 03/16  16:00:00,1544208.7481914002 
 03/16  17:00:00,1275465.2555152515 
 03/16  18:00:00,1127384.8253711234 
 03/16  19:00:00,1087781.438556373 
 03/16  20:00:00,1054967.2059956396 
 03/16  21:00:00,1017018.4885477127 
 03/16  22:00:00,833474.0598976054 
 03/16  23:00:00,805279.3056088748 
 03/16  24:00:00,755632.7215962895 
 03/17  01:00:00,750431.5405126032 
 03/17  02:00:00,756870.5082427873 
 03/17  03:00:00,747889.169131582 
 03/17  04:00:00,743946.5189774736 
 03/17  05:00:00,822598.9609085876 
 03/17  06:00:00,993835.596211499 
 03/17  07:00:00,1034007.3342347384 
 03/17  08:00:00,1371047.1056746626 
 03/17  09:00:00,1375870.1866680512 
 03/17  10:00:00,1403941.3497299664 
 03/17  11:00:00,1439608.031384672 
 03/17  12:00:00,1363311.2999955213 
 03/17  13:00:00,1443061.7639422852 
 03/17  14:00:00,1424905.2040016372 
 03/17  15:00:00,1517092.4344850744 
 03/17  16:00:00,1580759.0871418894 
 03/17  17:00:00,1294639.2916584404 
 03/17  18:00:00,1169294.291288049 
 03/17  19:00:00,1122354.7550730824 
 03/17  20:00:00,1061182.8582645936 
 03/17  21:00:00,1015756.4312198694 
 03/17  22:00:00,835836.3146796004 
 03/17  23:00:00,803659.3149050792 
 03/17  24:00:00,758742.7530797455 
 03/18  01:00:00,752437.2502453189 
 03/18  02:00:00,753359.4044932532 
 03/18  03:00:00,751971.178619349 
 03/18  04:00:00,746416.7786658328 
 03/18  05:00:00,824630.5691313992 
 03/18  06:00:00,994318.9704618775 
 03/18  07:00:00,1032196.4784225415 
 03/18  08:00:00,1371413.1024859857 
 03/18  09:00:00,1375136.3056455683 
 03/18  10:00:00,1396984.4651568905 
 03/18  11:00:00,1430005.400417679 
 03/18  12:00:00,1367558.5945036795 
 03/18  13:00:00,1448423.7687984211 
 03/18  14:00:00,1441110.8659857467 
 03/18  15:00:00,1507021.8830596562 
 03/18  16:00:00,1601032.8874944856 
 03/18  17:00:00,1302953.896787917 
 03/18  18:00:00,1184860.263460987 
 03/18  19:00:00,1130496.6001319175 
 03/18  20:00:00,1086116.346258918 
 03/18  21:00:00,1065916.6457162614 
 03/18  22:00:00,841057.2377497259 
 03/18  23:00:00,805649.4289343945 
 03/18  24:00:00,763441.2749483649 
 03/19  01:00:00,754091.8097832903 
 03/19  02:00:00,759517.051411427 
 03/19  03:00:00,750949.9472240472 
 03/19  04:00:00,754852.8788448162 
 03/19  05:00:00,844195.8411961269 
 03/19  06:00:00,999346.5389650777 
 03/19  07:00:00,1043140.0445173249 
 03/19  08:00:00,1395156.0889153245 
 03/19  09:00:00,1396724.5931813787 
 03/19  10:00:00,1419833.4016584523 
 03/19  11:00:00,1442508.0586617396 
 03/19  12:00:00,1392013.6885709101 
 03/19  13:00:00,1485997.694829111 
 03/19  14:00:00,1509593.3098369127 
 03/19  15:00:00,1533529.0885315624 
 03/19  16:00:00,1604830.512850998 
 03/19  17:00:00,1282611.2650228993 
 03/19  18:00:00,1156608.7121912597 
 03/19  19:00:00,1124947.6251284545 
 03/19  20:00:00,1088812.7455809924 
 03/19  21:00:00,1079887.345272471 
 03/19  22:00:00,846071.7034890718 
 03/19  23:00:00,825703.2341448633 
 03/19  24:00:00,760105.8367701661 
 03/20  01:00:00,754724.2936523398 
 03/20  02:00:00,759982.0662690141 
 03/20  03:00:00,748870.0054335044 
 03/20  04:00:00,755293.939206346 
 03/20  05:00:00,845381.6128083434 
 03/20  06:00:00,1012008.8079666574 
 03/20  07:00:00,1035055.8404776448 
 03/20  08:00:00,1379560.4021860512 
 03/20  09:00:00,1376018.4921891582 
 03/20  10:00:00,1371718.5014043318 
 03/20  11:00:00,1379731.0737974094 
 03/20  12:00:00,1293054.2893522498 
 03/20  13:00:00,1402486.1529233728 
 03/20  14:00:00,1438488.4638614757 
 03/20  15:00:00,1453091.803727423 
 03/20  16:00:00,1477857.6542362168 
 03/20  17:00:00,1183890.9464691142 
 03/20  18:00:00,1066803.4434979558 
 03/20  19:00:00,1047682.3183897132 
 03/20  20:00:00,1007866.6256997759 
 03/20  21:00:00,973676.7677410749 
 03/20  22:00:00,812720.1837795932 
 03/20  23:00:00,780311.9267637543 
 03/20  24:00:00,708919.5613485384 
 03/21  01:00:00,708631.5384480515 
 03/21  02:00:00,707219.9579994432 
 03/21  03:00:00,705726.3266572127 
 03/21  04:00:00,706299.7434793821 
 03/21  05:00:00,785249.9711726638 
 03/21  06:00:00,975248.8569297394 
 03/21  07:00:00,963752.9209561843 
 03/21  08:00:00,1033670.5122799501 
 03/21  09:00:00,1007786.075093836 
 03/21  10:00:00,966334.7500359662 
 03/21  11:00:00,981066.3057542262 
 03/21  12:00:00,902496.6791182007 
 03/21  13:00:00,913768.4210088631 
 03/21  14:00:00,920954.6292299813 
 03/21  15:00:00,933382.4266861682 
 03/21  16:00:00,985232.4787453014 
 03/21  17:00:00,936741.2876566461 
 03/21  18:00:00,902320.0892886757 
 03/21  19:00:00,860988.1350013282 
 03/21  20:00:00,857754.9617676429 
 03/21  21:00:00,788228.6480537243 
 03/21  22:00:00,770565.2413711036 
 03/21  23:00:00,743204.275823306 
 03/21  24:00:00,727725.2790611503 
 03/22  01:00:00,728580.934286669 
 03/22  02:00:00,725201.2021524166 
 03/22  03:00:00,717109.9858858333 
 03/22  04:00:00,711707.0689635229 
 03/22  05:00:00,725351.274411715 
 03/22  06:00:00,821879.786429558 
 03/22  07:00:00,816128.7092556591 
 03/22  08:00:00,836997.1533462958 
 03/22  09:00:00,839865.7826457047 
 03/22  10:00:00,810946.8097347748 
 03/22  11:00:00,813183.0626265256 
 03/22  12:00:00,830801.9490771232 
 03/22  13:00:00,827460.8904476905 
 03/22  14:00:00,844380.1564886663 
 03/22  15:00:00,839891.1373546006 
 03/22  16:00:00,898558.3358619427 
 03/22  17:00:00,920268.1834384176 
 03/22  18:00:00,900530.1249911633 
 03/22  19:00:00,876522.270258387 
 03/22  20:00:00,888312.2492006376 
 03/22  21:00:00,845223.6394029254 
 03/22  22:00:00,803793.0921726011 
 03/22  23:00:00,773199.8821900398 
 03/22  24:00:00,760433.2769201879 
 03/23  01:00:00,755598.5849811137 
 03/23  02:00:00,759459.7843427564 
 03/23  03:00:00,750592.7539599385 
 03/23  04:00:00,753089.3142341016 
 03/23  05:00:00,827342.8912607379 
 03/23  06:00:00,989085.6992582347 
 03/23  07:00:00,1034953.0971694359 
 03/23  08:00:00,1381202.204132265 
 03/23  09:00:00,1378435.857618363 
 03/23  10:00:00,1391510.6559906094 
 03/23  11:00:00,1444748.1863804653 
 03/23  12:00:00,1400526.0621994126 
 03/23  13:00:00,1414601.6746930464 
 03/23  14:00:00,1447321.7915234694 
 03/23  15:00:00,1472114.9434233897 
 03/23  16:00:00,1572993.635491154 
 03/23  17:00:00,1291326.6136031721 
 03/23  18:00:00,1155366.898952318 
 03/23  19:00:00,1106727.3774975094 
 03/23  20:00:00,1066690.717549824 
 03/23  21:00:00,1019608.3207278872 
 03/23  22:00:00,833606.6845566089 
 03/23  23:00:00,810617.297868166 
 03/23  24:00:00,758727.3971586995 
 03/24  01:00:00,762280.225490336 
 03/24  02:00:00,752794.9033919874 
 03/24  03:00:00,756945.4923454053 
 03/24  04:00:00,755048.6605193225 
 03/24  05:00:00,835923.0717142327 
 03/24  06:00:00,1004841.5196182443 
 03/24  07:00:00,1043271.5175594242 
 03/24  08:00:00,1400668.5179766575 
 03/24  09:00:00,1409511.7581569056 
 03/24  10:00:00,1434968.9772281789 
 03/24  11:00:00,1471150.8945060994 
 03/24  12:00:00,1410547.1281524228 
 03/24  13:00:00,1487675.3550472262 
 03/24  14:00:00,1513827.1193099602 
 03/24  15:00:00,1536354.836599664 
 03/24  16:00:00,1606438.0218631262 
 03/24  17:00:00,1259225.902402096 
 03/24  18:00:00,1143776.7591042938 
 03/24  19:00:00,1097715.477592577 
 03/24  20:00:00,1064084.7506885168 
 03/24  21:00:00,1021385.1327923215 
 03/24  22:00:00,838499.0340539613 
 03/24  23:00:00,865507.6751489035 
 03/24  24:00:00,761169.8326227292 
 03/25  01:00:00,763739.5693723625 
 03/25  02:00:00,753804.8765014597 
 03/25  03:00:00,759923.5228532357 
 03/25  04:00:00,749318.5238393139 
 03/25  05:00:00,848089.316769967 
 03/25  06:00:00,1012314.0499217036 
 03/25  07:00:00,1039828.3103155452 
 03/25  08:00:00,1406758.0828772523 
 03/25  09:00:00,1450196.120105829 
 03/25  10:00:00,1427632.3842356966 
 03/25  11:00:00,1439299.3469108928 
 03/25  12:00:00,1393265.9976804103 
 03/25  13:00:00,1511028.909573296 
 03/25  14:00:00,1499736.485040024 
 03/25  15:00:00,1471702.8735481817 
 03/25  16:00:00,1484246.9986374725 
 03/25  17:00:00,1188264.3687505212 
 03/25  18:00:00,1066857.5407692057 
 03/25  19:00:00,1043641.5305407592 
 03/25  20:00:00,1035115.0310851987 
 03/25  21:00:00,1036923.7692290478 
 03/25  22:00:00,813070.7556250002 
 03/25  23:00:00,780549.9771695762 
 03/25  24:00:00,734038.1921898747 
 03/26  01:00:00,733356.4027158428 
 03/26  02:00:00,733325.1109894466 
 03/26  03:00:00,731319.5347489533 
 03/26  04:00:00,729324.916181449 
 03/26  05:00:00,813218.1764204985 
 03/26  06:00:00,978599.5321984993 
 03/26  07:00:00,1019044.2486495491 
 03/26  08:00:00,1346936.877454975 
 03/26  09:00:00,1353037.172412407 
 03/26  10:00:00,1347842.827272941 
 03/26  11:00:00,1406107.4965624213 
 03/26  12:00:00,1333442.8926200122 
 03/26  13:00:00,1424148.1650565907 
 03/26  14:00:00,1432672.9936846185 
 03/26  15:00:00,1431815.6110524908 
 03/26  16:00:00,1493535.6753531916 
 03/26  17:00:00,1234590.541248121 
 03/26  18:00:00,1105769.273289076 
 03/26  19:00:00,1069123.5892039922 
 03/26  20:00:00,1037091.6730604536 
 03/26  21:00:00,1005042.7543145823 
 03/26  22:00:00,832120.1789621826 
 03/26  23:00:00,805418.0633166968 
 03/26  24:00:00,755704.9243228423 
 03/27  01:00:00,750413.860654734 
 03/27  02:00:00,757465.4440556365 
 03/27  03:00:00,748480.5376996076 
 03/27  04:00:00,745023.4595490793 
 03/27  05:00:00,828466.4124959017 
 03/27  06:00:00,1000019.7925664386 
 03/27  07:00:00,1034274.552708062 
 03/27  08:00:00,1379835.9386557552 
 03/27  09:00:00,1381021.523308347 
 03/27  10:00:00,1358984.6362715415 
 03/27  11:00:00,1398526.46708759 
 03/27  12:00:00,1332606.001380336 
 03/27  13:00:00,1427752.9889333437 
 03/27  14:00:00,1432378.6545954652 
 03/27  15:00:00,1418552.9879527201 
 03/27  16:00:00,1428481.5865693027 
 03/27  17:00:00,1153820.1849940887 
 03/27  18:00:00,1042514.5815544386 
 03/27  19:00:00,1022039.1165477163 
 03/27  20:00:00,995114.5047758444 
 03/27  21:00:00,967280.1243683944 
 03/27  22:00:00,809378.1969846928 
 03/27  23:00:00,777484.7295903609 
 03/27  24:00:00,706698.1268052309 
 03/28  01:00:00,706576.883059003 
 03/28  02:00:00,705912.5704083642 
 03/28  03:00:00,704654.4520088922 
 03/28  04:00:00,704026.4286643084 
 03/28  05:00:00,781507.906472627 
 03/28  06:00:00,974372.7706165354 
 03/28  07:00:00,957369.9802842062 
 03/28  08:00:00,1033456.0324353793 
 03/28  09:00:00,1013360.05312016 
 03/28  10:00:00,979137.3157637077 
 03/28  11:00:00,996334.3180224737 
 03/28  12:00:00,912369.6845642369 
 03/28  13:00:00,935269.7125815721 
 03/28  14:00:00,957727.3422641301 
 03/28  15:00:00,961910.6488557449 
 03/28  16:00:00,1003332.8432424815 
 03/28  17:00:00,941756.7782586495 
 03/28  18:00:00,896059.3504430181 
 03/28  19:00:00,844041.8929463233 
 03/28  20:00:00,811326.5667400245 
 03/28  21:00:00,774440.2328314572 
 03/28  22:00:00,738296.8086067978 
 03/28  23:00:00,719986.3100993504 
 03/28  24:00:00,706279.3341646831 
 03/29  01:00:00,706225.3408653991 
 03/29  02:00:00,705045.2674556118 
 03/29  03:00:00,704122.3688656198 
 03/29  04:00:00,703488.3261096192 
 03/29  05:00:00,721037.8863498359 
 03/29  06:00:00,818221.3020316487 
 03/29  07:00:00,806428.7623582383 
 03/29  08:00:00,798974.1852791227 
 03/29  09:00:00,829138.0320520364 
 03/29  10:00:00,817753.8402339955 
 03/29  11:00:00,815817.216454883 
 03/29  12:00:00,841476.3002074161 
 03/29  13:00:00,848949.7769938451 
 03/29  14:00:00,857024.5621627164 
