Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 01/13  07:00:00,618325.6674538568,2225972402.8338847 
 01/13  08:00:00,653557.0323566872,2352805316.484074 
 01/13  09:00:00,1004794.994145797,3617261978.9248686 
 01/13  10:00:00,993496.114601428,3576586012.5651402 
 01/13  11:00:00,998444.6590674929,3594400772.642974 
 01/13  12:00:00,1058321.5486409566,3809957575.107444 
 01/13  13:00:00,979294.0539545632,3525458594.236428 
 01/13  14:00:00,1073418.4877817405,3864306556.014266 
 01/13  15:00:00,1089954.4319645509,3923835955.0723825 
 01/13  16:00:00,1107217.2219863671,3985981999.1509213 
 01/13  17:00:00,1160511.5568625152,4177841604.705054 
 01/13  18:00:00,850234.4734954917,3060844104.583769 
 01/13  19:00:00,757018.5811919285,2725266892.2909417 
 01/13  20:00:00,716716.1468628171,2580178128.706141 
 01/13  21:00:00,686386.6323327417,2470991876.39787 
 01/13  22:00:00,658751.2975355546,2371504671.127997 
 01/13  23:00:00,500145.8217272085,1800524958.2179506 
 01/13  24:00:00,461977.85679693025,1663120284.4689481 
 01/14  01:00:00,381922.20260486257,1374919929.3775053 
 01/14  02:00:00,375868.0121362239,1353124843.690406 
 01/14  03:00:00,370462.3211138877,1333664356.009996 
 01/14  04:00:00,367451.57192304457,1322825658.9229605 
 01/14  05:00:00,363503.2009205649,1308611523.3140333 
 01/14  06:00:00,405343.05731159676,1459235006.3217483 
 01/14  07:00:00,592228.511650266,2132022641.9409578 
 01/14  08:00:00,570712.2206672631,2054563994.4021473 
 01/14  09:00:00,642770.7613827749,2313974740.977989 
 01/14  10:00:00,616552.4932088676,2219588975.5519238 
 01/14  11:00:00,600691.7628318333,2162490346.194599 
 01/14  12:00:00,638591.2067571385,2298928344.325698 
 01/14  13:00:00,575636.7657082506,2072292356.5497017 
 01/14  14:00:00,581242.8384839284,2092474218.542142 
 01/14  15:00:00,587140.8049870619,2113706897.9534225 
 01/14  16:00:00,586071.1124941456,2109856004.978924 
 01/14  17:00:00,625944.0971455,2253398749.7237997 
 01/14  18:00:00,614625.2019654249,2212650727.0755296 
 01/14  19:00:00,529413.5045369851,1905888616.3331466 
 01/14  20:00:00,455508.5216513229,1639830677.9447622 
 01/14  21:00:00,448559.47224283847,1614814100.0742188 
 01/14  22:00:00,420004.70697929495,1512016945.1254618 
 01/14  23:00:00,394458.4962990743,1420050586.6766677 
 01/14  24:00:00,375832.16647209413,1352995799.299539 
 01/15  01:00:00,359843.58777179726,1295436915.97847 
 01/15  02:00:00,358833.3893689285,1291800201.7281425 
 01/15  03:00:00,358812.4077333032,1291724667.8398914 
 01/15  04:00:00,357928.73142729764,1288543433.1382713 
 01/15  05:00:00,356789.7161305896,1284442978.0701227 
 01/15  06:00:00,374631.6270607325,1348673857.418637 
 01/15  07:00:00,471540.94247376145,1697547392.905541 
 01/15  08:00:00,459827.2712915593,1655378176.6496134 
 01/15  09:00:00,452665.1597811978,1629594575.2123122 
 01/15  10:00:00,419425.9270656022,1509933337.436168 
 01/15  11:00:00,375171.5655709488,1350617636.0554159 
 01/15  12:00:00,397416.7791298127,1430700404.8673253 
 01/15  13:00:00,465851.1404098949,1677064105.475621 
 01/15  14:00:00,476983.3080436183,1717139908.9570258 
 01/15  15:00:00,492678.94323267887,1773644195.6376436 
 01/15  16:00:00,486035.9695186333,1749729490.2670796 
 01/15  17:00:00,505413.04054011015,1819486945.9443967 
 01/15  18:00:00,509590.76606482785,1834526757.8333807 
 01/15  19:00:00,501372.5907746242,1804941326.7886472 
 01/15  20:00:00,453305.8285320778,1631900982.71548 
 01/15  21:00:00,445881.43650691846,1605173171.424907 
 01/15  22:00:00,417605.82521554694,1503380970.7759693 
 01/15  23:00:00,391208.71356455196,1408351368.832387 
 01/15  24:00:00,371613.89724476886,1337810030.081168 
 01/16  01:00:00,357559.7001650794,1287214920.5942855 
 01/16  02:00:00,357678.03306892485,1287640919.0481293 
 01/16  03:00:00,356926.6549943863,1284935957.979791 
 01/16  04:00:00,356272.605542493,1282581379.9529746 
 01/16  05:00:00,356103.07173493906,1281971058.2457807 
 01/16  06:00:00,374163.65732472576,1346989166.369013 
 01/16  07:00:00,471163.28850408597,1696187838.6147099 
 01/16  08:00:00,459617.4954342107,1654622983.5631588 
 01/16  09:00:00,459953.23251659976,1655831637.0597591 
 01/16  10:00:00,427255.712730518,1538120565.8298647 
 01/16  11:00:00,392911.0160407188,1414479657.746588 
 01/16  12:00:00,416848.41354678944,1500654288.7684422 
 01/16  13:00:00,476036.1241949792,1713730047.1019244 
 01/16  14:00:00,501712.3848630085,1806164585.5068302 
 01/16  15:00:00,497857.16126920906,1792285780.5691528 
 01/16  16:00:00,465799.7185369657,1676878986.7330766 
 01/16  17:00:00,475067.309800434,1710242315.2815623 
 01/16  18:00:00,525329.0843605106,1891184703.6978378 
 01/16  19:00:00,522271.50605602056,1880177421.8016741 
 01/16  20:00:00,481250.63167421287,1732502274.0271661 
 01/16  21:00:00,465575.7003983317,1676072521.4339938 
 01/16  22:00:00,439562.1294348344,1582423665.965404 
 01/16  23:00:00,405515.0709661434,1459854255.4781165 
 01/16  24:00:00,384039.8251804556,1382543370.64964 
 01/17  01:00:00,392181.52328718017,1411853483.8338485 
 01/17  02:00:00,388930.3226867236,1400149161.6722047 
 01/17  03:00:00,388790.381402502,1399645373.0490074 
 01/17  04:00:00,390216.1875052252,1404778275.0188107 
 01/17  05:00:00,387443.669531573,1394797210.3136628 
 01/17  06:00:00,430937.202497499,1551373928.9909968 
 01/17  07:00:00,586650.2881480952,2111941037.3331428 
 01/17  08:00:00,624674.3973464625,2248827830.4472656 
 01/17  09:00:00,937935.7878467293,3376568836.248226 
 01/17  10:00:00,943834.3505435507,3397803661.956782 
 01/17  11:00:00,951843.2259082926,3426635613.269853 
 01/17  12:00:00,987506.6452360392,3555023922.849741 
 01/17  13:00:00,932535.0538931275,3357126194.0152593 
 01/17  14:00:00,1017948.2235069784,3664613604.625122 
 01/17  15:00:00,1044786.8179693954,3761232544.6898236 
 01/17  16:00:00,1066313.279762812,3838727807.146123 
 01/17  17:00:00,1119750.8627298488,4031103105.827456 
 01/17  18:00:00,829856.6418076934,2987483910.507696 
 01/17  19:00:00,754578.3943491,2716482219.6567593 
 01/17  20:00:00,710059.4257074989,2556213932.5469956 
 01/17  21:00:00,655707.8949743178,2360548421.907543 
 01/17  22:00:00,626064.9318559932,2253833754.6815753 
 01/17  23:00:00,470750.9924490555,1694703572.8165998 
 01/17  24:00:00,432602.4235221593,1557368724.6797736 
 01/18  01:00:00,387616.1048384349,1395417977.4183657 
 01/18  02:00:00,384975.1777786908,1385910640.0032868 
 01/18  03:00:00,383575.00518672937,1380870018.6722257 
 01/18  04:00:00,382786.8124927804,1378032524.9740098 
 01/18  05:00:00,382343.47833146557,1376436521.9932761 
 01/18  06:00:00,428496.17499619146,1542586229.9862893 
 01/18  07:00:00,588792.5589556372,2119653212.2402937 
 01/18  08:00:00,620883.4666415934,2235180479.9097366 
 01/18  09:00:00,944236.6698947237,3399252011.621005 
 01/18  10:00:00,945951.901400624,3405426845.042246 
 01/18  11:00:00,944494.5551846778,3400180398.6648397 
 01/18  12:00:00,1004461.2493616935,3616060497.702097 
 01/18  13:00:00,940032.1904904085,3384115885.7654705 
 01/18  14:00:00,1022705.8688769612,3681741127.95706 
 01/18  15:00:00,1049433.4606534604,3777960458.352457 
 01/18  16:00:00,1073690.8255086383,3865286971.8310986 
 01/18  17:00:00,1131428.8095033409,4073143714.212028 
 01/18  18:00:00,833380.7278287407,3000170620.183466 
 01/18  19:00:00,754734.1275584857,2717042859.210548 
 01/18  20:00:00,714221.7297682771,2571198227.1657977 
 01/18  21:00:00,656719.3595598241,2364189694.4153666 
 01/18  22:00:00,621085.8888935467,2235909200.016768 
 01/18  23:00:00,470801.14258337533,1694884113.3001506 
 01/18  24:00:00,431813.0892451207,1554527121.282435 
 01/19  01:00:00,387015.1990526657,1393254716.5895963 
 01/19  02:00:00,386921.2954218569,1392916663.5186849 
 01/19  03:00:00,384391.2492005443,1383808497.1219594 
 01/19  04:00:00,383250.37782707415,1379701360.1774669 
 01/19  05:00:00,382858.66598286264,1378291197.5383055 
 01/19  06:00:00,426310.1231058929,1534716443.1812148 
 01/19  07:00:00,588591.8290478949,2118930584.5724213 
 01/19  08:00:00,621591.6847402315,2237730065.064833 
 01/19  09:00:00,972048.8834523851,3499375980.428586 
 01/19  10:00:00,973940.1603098566,3506184577.115483 
 01/19  11:00:00,980789.8229781919,3530843362.721491 
 01/19  12:00:00,1016350.0489910389,3658860176.3677397 
 01/19  13:00:00,958275.4288830906,3449791543.9791274 
 01/19  14:00:00,1066165.3530984046,3838195271.154256 
 01/19  15:00:00,1090283.1442655735,3925019319.356064 
 01/19  16:00:00,1101782.0244786271,3966415288.123059 
 01/19  17:00:00,1163636.0669716957,4189089841.098104 
 01/19  18:00:00,846809.385240724,3048513786.8666058 
 01/19  19:00:00,758779.7958052779,2731607264.8989997 
 01/19  20:00:00,718446.4981561463,2586407393.362126 
 01/19  21:00:00,680420.3946517814,2449513420.7464128 
 01/19  22:00:00,642260.8238504973,2312138965.8617897 
 01/19  23:00:00,483377.25700283144,1740158125.2101932 
 01/19  24:00:00,446310.3049344248,1606717097.7639294 
 01/20  01:00:00,400124.7864786904,1440449231.3232856 
 01/20  02:00:00,395018.33798647573,1422066016.7513127 
 01/20  03:00:00,395428.0513536872,1423540984.8732738 
 01/20  04:00:00,394462.8264034151,1420066175.0522947 
 01/20  05:00:00,389426.88253675663,1401936777.1323237 
 01/20  06:00:00,434370.0417297473,1563732150.2270908 
 01/20  07:00:00,608507.3159133381,2190626337.2880173 
 01/20  08:00:00,637616.5219278742,2295419478.9403477 
 01/20  09:00:00,997249.1196991169,3590096830.916821 
 01/20  10:00:00,1018420.4696762833,3666313690.8346195 
 01/20  11:00:00,1023602.99362812,3684970777.0612316 
 01/20  12:00:00,1078719.6729256392,3883390822.532302 
 01/20  13:00:00,1037126.3037485465,3733654693.494767 
 01/20  14:00:00,1210923.5845468722,4359324904.368741 
 01/20  15:00:00,1204233.3854054466,4335240187.459608 
 01/20  16:00:00,1257592.608276218,4527333389.794386 
 01/20  17:00:00,1327213.0835320214,4777967100.715277 
 01/20  18:00:00,907971.9714326855,3268699097.1576676 
 01/20  19:00:00,783731.0473174717,2821431770.3428974 
 01/20  20:00:00,742108.2702104676,2671589772.7576823 
 01/20  21:00:00,707372.007915378,2546539228.4953604 
 01/20  22:00:00,678930.0245246409,2444148088.288707 
 01/20  23:00:00,499298.06607030187,1797473037.8530867 
 01/20  24:00:00,468078.60383255844,1685082973.79721 
 01/21  01:00:00,397896.0573501193,1432425806.4604292 
 01/21  02:00:00,396572.96261401527,1427662665.4104552 
 01/21  03:00:00,396171.9022475081,1426218848.0910294 
 01/21  04:00:00,394822.8692885153,1421362329.4386551 
