Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/03  23:00:00,1681549577.42013,98887927.4796197,941093873.7368754 
 01/03  24:00:00,1561912404.1977696,49438589.07487582,941093873.7368754 
 01/04  01:00:00,1388368483.1252043,38694479.62202592,836730825.2177298 
 01/04  02:00:00,1380435062.9612443,36545657.73145594,836730825.2177298 
 01/04  03:00:00,1380236233.7537022,36545657.73145594,836730825.2177298 
 01/04  04:00:00,1379045280.9602764,36545657.73145594,836730825.2177298 
 01/04  05:00:00,1377551130.0999217,36545657.73145594,836730825.2177298 
 01/04  06:00:00,1544686167.9019196,38137022.65685523,836730825.2177298 
 01/04  07:00:00,2122893717.377999,88762776.67582561,941093873.7368754 
 01/04  08:00:00,2235416808.1696997,279666506.59585273,941093873.7368754 
 01/04  09:00:00,3462003606.8964825,776483887.7921437,1524590982.1435692 
 01/04  10:00:00,3428569662.7773695,766187374.0659232,1524590982.1435692 
 01/04  11:00:00,3391568705.9923186,766134049.2768176,1524590982.1435692 
 01/04  12:00:00,3600131173.007164,766134049.2768176,1524590982.1435692 
 01/04  13:00:00,3292964548.279757,766134049.2768176,1407891560.4622302 
 01/04  14:00:00,3534277701.6004944,766134049.2768176,1524590982.1435692 
 01/04  15:00:00,3612592465.167452,766134049.2768176,1524590982.1435692 
 01/04  16:00:00,3625394880.947938,768061171.841798,1524590982.1435692 
 01/04  17:00:00,3805501698.087788,786479873.9363433,1524590982.1435692 
 01/04  18:00:00,2959431022.043408,485740941.4852057,1057793295.4182142 
 01/04  19:00:00,2625815038.1799,296653033.108991,941093873.7368754 
 01/04  20:00:00,2443712419.4689264,296653033.108991,941093873.7368754 
 01/04  21:00:00,2299577360.793492,197765105.62937143,941093873.7368754 
 01/04  22:00:00,2192913254.9125576,197765105.62937143,941093873.7368754 
 01/04  23:00:00,1696920323.733927,98887927.4796197,941093873.7368754 
 01/04  24:00:00,1563670793.0615516,49438589.07487582,941093873.7368754 
 01/05  01:00:00,1385878055.9768617,38694479.62202592,836730825.2177298 
 01/05  02:00:00,1380481841.0791435,36545657.73145594,836730825.2177298 
 01/05  03:00:00,1380456074.5857346,36545657.73145594,836730825.2177298 
 01/05  04:00:00,1379839659.0424848,36545657.73145594,836730825.2177298 
 01/05  05:00:00,1378074191.643646,36545657.73145594,836730825.2177298 
 01/05  06:00:00,1544665605.0648112,38137022.65685523,836730825.2177298 
 01/05  07:00:00,2124357205.1830783,88762776.67582561,941093873.7368754 
 01/05  08:00:00,2237936067.4623537,279697038.1852708,941093873.7368754 
 01/05  09:00:00,3478165682.382949,776566353.1916863,1524590982.1435692 
 01/05  10:00:00,3464748474.0640526,766187812.2595317,1524590982.1435692 
 01/05  11:00:00,3435770311.760187,766134049.2768176,1524590982.1435692 
 01/05  12:00:00,3592408720.6217375,766134049.2768176,1524590982.1435692 
 01/05  13:00:00,3380682470.942054,766134049.2768176,1407891560.4622302 
 01/05  14:00:00,3712567761.934723,766134049.2768176,1524590982.1435692 
 01/05  15:00:00,3821222653.014918,766134049.2768176,1524590982.1435692 
 01/05  16:00:00,3879464798.0665784,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,4011327813.072384,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,3000125207.884378,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2704675355.8558025,296653033.108991,941093873.7368754 
 01/05  20:00:00,2531713953.531574,296653033.108991,941093873.7368754 
 01/05  21:00:00,2357807508.388476,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2241101903.9387717,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1727914904.7723856,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1609054949.1389885,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1438523876.8431282,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1429704880.4215703,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1422995996.6791096,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1420601598.4872673,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1423262641.720872,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1593165775.8780065,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2245075268.7725544,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2348307690.9389343,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3543809773.1306124,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3460080354.999565,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3391097234.1725473,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3528161730.220886,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3333992044.7727504,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3624553863.7249804,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3746990083.830494,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3737962451.622107,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3859075859.4165215,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2966812536.2255974,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2681677709.5273147,296653033.108991,941093873.7368754 
 01/06  20:00:00,2521846317.7794375,296653033.108991,941093873.7368754 
 01/06  21:00:00,2373166398.165986,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2255765147.700603,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1733518876.125073,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1595506837.0713272,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1318147117.8372345,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1299626748.8604028,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1295003199.5561614,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1287747477.7616367,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1283944089.3041883,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1429895082.7901094,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2108507253.942924,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2043683616.0651612,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2302402240.853705,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2184606186.316475,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,2042224809.6580882,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2118344471.85623,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1930126615.3444905,127688982.72288677,882744162.896206 
 01/07  14:00:00,2043028504.9891477,127688982.72288677,882744162.896206 
 01/07  15:00:00,2058632341.9329529,127688982.72288677,882744162.896206 
 01/07  16:00:00,2062379301.8027382,127910914.45807752,882744162.896206 
 01/07  17:00:00,2223962304.008306,130435901.70167187,882744162.896206 
 01/07  18:00:00,2229718840.0019917,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1923306478.9011116,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1695311873.582553,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1630441671.053505,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1525116558.4464903,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1443966610.50483,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1366420654.8010516,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1297205087.0959835,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1284245474.222137,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1283790313.727145,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1282922378.5323818,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1281469638.329055,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1347078633.6083372,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1695544187.5056088,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1654525487.8774538,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1627416070.445294,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1509807284.7370467,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1373594480.2811353,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1456739887.189739,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1678811830.6924348,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1751272138.4421465,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1758800301.9203496,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1779656631.151644,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1836841510.9139776,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1850234684.1961114,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1835682497.7613986,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1665939656.31044,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1631105123.1468158,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1526767091.3974724,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1427305027.9524171,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1346923578.132026,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1379712623.1745632,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1376625930.4801283,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1375815980.2921789,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1374867349.5341504,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1374003936.123119,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1575275538.6283338,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2100583705.0932443,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2239929598.053219,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3360765937.802325,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3349749667.672369,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3319254916.070221,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3478976199.872959,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3316379188.3029594,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3594979862.2082243,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3697874380.9171515,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3750238805.748632,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3905909935.3533306,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2981311813.6424475,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2708715782.1214237,296653033.108991,941093873.7368754 
 01/09  20:00:00,2534888170.5722218,296653033.108991,941093873.7368754 
 01/09  21:00:00,2346964690.5207214,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2190716589.480138,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1691841556.868744,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1562758675.1202369,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1385608264.8510146,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1381619555.759709,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1380258217.1466541,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1377532449.6754878,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1375962472.0692456,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1528322702.9587474,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2106644132.5411253,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2234877096.482854,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3393641121.023283,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3396386745.4201493,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3371836571.8227153,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3536034588.105317,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3357731188.970255,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3665345762.7963576,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3762801943.725639,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3837853072.717054,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,4005090184.171012,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2998550344.334705,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2710015734.5072393,296653033.108991,941093873.7368754 
 01/10  20:00:00,2536476534.9286885,296653033.108991,941093873.7368754 
 01/10  21:00:00,2323730187.6566296,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2221038623.67741,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1725367858.8615625,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1560531733.6136615,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1387591008.928295,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1385624336.8371696,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1381105220.021918,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1380406293.4182067,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1380172341.301526,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1538869901.231205,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2116962443.0726485,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2234718814.1087484,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3460119334.1421814,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3439376216.277109,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3472028344.2936645,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3647169490.12208,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3430594559.252589,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3764079011.2985325,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3837527339.753586,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3901660202.197777,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,4096296032.9349732,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,3029974964.0236077,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2715245810.5883846,296653033.108991,941093873.7368754 
 01/11  20:00:00,2571199331.72572,296653033.108991,941093873.7368754 
 01/11  21:00:00,2403791429.661079,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2297812893.4985476,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1739263047.713517,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1579416710.1718824,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1408586064.1917455,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1410836555.8751576,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1402099082.5537035,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1402794994.8891077,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1397122687.1525576,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1549565781.0761423,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2151752056.893582,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2248332832.4359694,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3512313286.778105,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3498714360.1690116,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3492262933.744302,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3690057229.7967377,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3476803471.0408416,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3811732555.3893385,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3892201660.5998917,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3994803792.946986,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,4196125029.401786,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,3082344214.9665327,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2725748114.7075667,296653033.108991,941093873.7368754 
 01/12  20:00:00,2582785031.929104,296653033.108991,941093873.7368754 
 01/12  21:00:00,2434648298.5938225,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2293280643.1958756,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1775578060.743089,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1610530071.7554057,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1407656949.164689,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1396981873.5081806,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1393311501.8390675,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1391629924.3591225,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1391518604.8977222,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1572644441.0221188,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2225972402.8338847,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2352805316.484074,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3617261978.9248686,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3576586012.5651402,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3594400772.642974,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3809957575.107444,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3525458594.236428,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3864306556.014266,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3923835955.0723825,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3985981999.1509213,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,4177841604.705054,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,3060844104.583769,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2725266892.2909417,296653033.108991,941093873.7368754 
 01/13  20:00:00,2580178128.706141,296653033.108991,941093873.7368754 
 01/13  21:00:00,2470991876.39787,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2371504671.127997,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1800524958.2179506,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1663120284.4689481,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1374919929.3775053,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1353124843.690406,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1333664356.009996,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1322825658.9229605,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1308611523.3140333,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1459235006.3217483,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2132022641.9409578,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2054563994.4021473,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2313974740.977989,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2219588975.5519238,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2162490346.194599,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2298928344.325698,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2072292356.5497017,127688982.72288677,882744162.896206 
 01/14  14:00:00,2092474218.542142,127688982.72288677,882744162.896206 
 01/14  15:00:00,2113706897.9534225,127688982.72288677,882744162.896206 
 01/14  16:00:00,2109856004.978924,127793269.82502551,882744162.896206 
 01/14  17:00:00,2253398749.7237997,130101456.76794404,882744162.896206 
 01/14  18:00:00,2212650727.0755296,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1905888616.3331466,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1639830677.9447622,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1614814100.0742188,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1512016945.1254618,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1420050586.6766677,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1352995799.299539,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1295436915.97847,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1291800201.7281425,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1291724667.8398914,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1288543433.1382713,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1284442978.0701227,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1348673857.418637,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1697547392.905541,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1655378176.6496134,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1629594575.2123122,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1509933337.436168,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1350617636.0554159,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1430700404.8673253,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1677064105.475621,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1717139908.9570258,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1773644195.6376436,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1749729490.2670796,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1819486945.9443967,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1834526757.8333807,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1804941326.7886472,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1631900982.71548,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1605173171.424907,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1503380970.7759693,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1408351368.832387,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1337810030.081168,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1287214920.5942855,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1287640919.0481293,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1284935957.979791,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1282581379.9529746,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1281971058.2457807,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1346989166.369013,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1696187838.6147099,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1654622983.5631588,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1655831637.0597591,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1538120565.8298647,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1414479657.746588,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1500654288.7684422,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1713730047.1019244,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1806164585.5068302,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1792285780.5691528,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1676878986.7330766,42595868.109592445,824394452.0555365 
