Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 01/03  12:00:00,987096.57772666,3553547679.815975 
 01/03  13:00:00,925847.2090794585,3333049952.6860504 
 01/03  14:00:00,988371.426306445,3558137134.703202 
 01/03  15:00:00,1008115.2593638733,3629214933.709944 
 01/03  16:00:00,1029335.0470418182,3705606169.350546 
 01/03  17:00:00,1074779.154480116,3869204956.1284175 
 01/03  18:00:00,824756.4167670849,2969123100.3615055 
 01/03  19:00:00,741171.7110403328,2668218159.7451982 
 01/03  20:00:00,673564.4734704202,2424832104.4935126 
 01/03  21:00:00,631180.8501204815,2272251060.4337325 
 01/03  22:00:00,599836.2900367986,2159410644.1324744 
 01/03  23:00:00,466106.30567098875,1677982700.4155593 
 01/03  24:00:00,432880.7418309548,1558370670.5914366 
 01/04  01:00:00,384710.91935307503,1384959309.6710696 
 01/04  02:00:00,382668.939015562,1377608180.456023 
 01/04  03:00:00,382619.1343510076,1377428883.6636271 
 01/04  04:00:00,382298.1948117332,1376273501.322239 
 01/04  05:00:00,381880.76131559414,1374770740.7361388 
 01/04  06:00:00,422425.0728443714,1520730262.2397366 
 01/04  07:00:00,585811.3701852608,2108920932.6669388 
 01/04  08:00:00,617439.9386740936,2222783779.2267365 
 01/04  09:00:00,938760.4020309174,3379537447.3113027 
 01/04  10:00:00,926624.3183054052,3335847545.899459 
 01/04  11:00:00,921375.3252113123,3316951170.760725 
 01/04  12:00:00,974898.319411096,3509633949.8799458 
 01/04  13:00:00,901312.260724567,3244724138.6084414 
 01/04  14:00:00,955798.7980603328,3440875673.0171986 
 01/04  15:00:00,977209.4844096034,3517954143.874573 
 01/04  16:00:00,980146.7463384153,3528528286.8182945 
 01/04  17:00:00,1029804.6872495104,3707296874.098237 
 01/04  18:00:00,815034.1637053387,2934122989.3392196 
 01/04  19:00:00,720291.8387784432,2593050619.602396 
 01/04  20:00:00,670308.0936683064,2413109137.2059026 
 01/04  21:00:00,630572.3162470885,2270060338.4895186 
 01/04  22:00:00,601187.1822127294,2164273855.965825 
 01/04  23:00:00,470295.5001137099,1693063800.4093554 
 01/04  24:00:00,433327.1588546992,1559977771.876917 
 01/05  01:00:00,384060.123950578,1382616446.2220802 
 01/05  02:00:00,382662.1103017139,1377583597.08617 
 01/05  03:00:00,382661.139605789,1377580102.58084 
 01/05  04:00:00,382489.280645837,1376961410.325013 
 01/05  05:00:00,382016.2834369687,1375258620.3730872 
 01/05  06:00:00,426583.67625630804,1535701234.5227087 
 01/05  07:00:00,585218.3053653985,2106785899.3154345 
 01/05  08:00:00,617462.7880800553,2222866037.0881987 
 01/05  09:00:00,942982.725553962,3394737811.9942636 
 01/05  10:00:00,943606.2322506501,3396982436.1023407 
 01/05  11:00:00,931432.4338477036,3353156761.851733 
 01/05  12:00:00,972390.900204524,3500607240.736286 
 01/05  13:00:00,925242.1010525622,3330871563.7892237 
 01/05  14:00:00,1001216.6902093613,3604380084.7537007 
 01/05  15:00:00,1019274.4010667369,3669387843.8402534 
 01/05  16:00:00,1030625.5433968346,3710251956.2286053 
 01/05  17:00:00,1069397.7017616653,3849831726.341995 
 01/05  18:00:00,823693.557381317,2965296806.572741 
 01/05  19:00:00,743988.962233378,2678360264.040161 
 01/05  20:00:00,694620.0927876673,2500632334.035602 
 01/05  21:00:00,646490.432570959,2327365557.2554517 
 01/05  22:00:00,614369.5994205532,2211730557.913991 
 01/05  23:00:00,478846.92133602407,1723848916.8096867 
 01/05  24:00:00,445839.96993403864,1605023891.7625391 
 01/06  01:00:00,398432.86623337347,1434358318.4401443 
 01/06  02:00:00,396013.77119867556,1425649576.3152318 
 01/06  03:00:00,394175.6609829397,1419032379.5385828 
 01/06  04:00:00,393522.61510749656,1416681414.3869874 
 01/06  05:00:00,394260.9891881107,1419339561.077198 
 01/06  06:00:00,440075.8925960614,1584273213.3458211 
 01/06  07:00:00,615630.3487974942,2216269255.6709785 
 01/06  08:00:00,644649.1022745128,2320736768.188246 
 01/06  09:00:00,966893.7252613152,3480817410.9407353 
 01/06  10:00:00,945380.5267154733,3403369896.1757035 
 01/06  11:00:00,918641.0768719701,3307107876.7390933 
 01/06  12:00:00,951732.515737987,3426237056.6567526 
 01/06  13:00:00,911301.3330642531,3280684799.031312 
 01/06  14:00:00,976744.1925116311,3516279093.0418715 
 01/06  15:00:00,994469.5370633093,3580090333.427914 
 01/06  16:00:00,994958.6966139228,3581851307.810122 
 01/06  17:00:00,1037485.6463247618,3734948326.7691426 
 01/06  18:00:00,817068.1028346284,2941445170.204662 
 01/06  19:00:00,736344.1150750187,2650838814.270067 
 01/06  20:00:00,692003.1481201593,2491211333.2325735 
 01/06  21:00:00,650866.0320364182,2343117715.331105 
 01/06  22:00:00,618520.9928545157,2226675574.276256 
 01/06  23:00:00,480365.81052890565,1729316917.9040606 
 01/06  24:00:00,442084.38320077833,1591503779.5228014 
 01/07  01:00:00,365038.90451511595,1314140056.254417 
 01/07  02:00:00,359942.3131232721,1295792327.2437794 
 01/07  03:00:00,358659.0079968991,1291172428.7888365 
 01/07  04:00:00,356832.7986183448,1284598075.0260413 
 01/07  05:00:00,355861.6056717774,1281101780.4183986 
 01/07  06:00:00,392484.4759692186,1412944113.4891863 
 01/07  07:00:00,581414.5579928661,2093092408.7743175 
 01/07  08:00:00,564193.7837339778,2031097621.4423203 
 01/07  09:00:00,636087.8852027028,2289916386.72973 
 01/07  10:00:00,601799.0502264126,2166476580.8150854 
 01/07  11:00:00,559303.3062647624,2013491902.5531445 
 01/07  12:00:00,580785.266467865,2090826959.284314 
 01/07  13:00:00,527718.8804213698,1899787969.5169313 
 01/07  14:00:00,560890.0611154853,2019204220.0157466 
 01/07  15:00:00,568460.7748884525,2046458789.5984292 
 01/07  16:00:00,568642.6518547413,2047113546.6770682 
 01/07  17:00:00,613961.3288021014,2210260783.687565 
 01/07  18:00:00,612277.0140944474,2204197250.7400103 
 01/07  19:00:00,533584.9711420353,1920905896.1113274 
 01/07  20:00:00,469860.6788097452,1691498443.7150826 
 01/07  21:00:00,451809.9759399107,1626515913.3836782 
 01/07  22:00:00,422608.8267633103,1521391776.347917 
 01/07  23:00:00,400068.76902941597,1440247568.5058975 
 01/07  24:00:00,378569.89098368556,1362851607.5412679 
 01/08  01:00:00,359366.0975783418,1293717951.28203 
 01/08  02:00:00,355948.4173285391,1281414302.3827405 
 01/08  03:00:00,355870.10284033674,1281132370.225212 
 01/08  04:00:00,355634.4072281995,1280283866.021518 
 01/08  05:00:00,355235.4102087989,1278847476.7516756 
 01/08  06:00:00,373459.11566853133,1344452816.4067128 
 01/08  07:00:00,470333.1677601933,1693199403.9366958 
 01/08  08:00:00,458931.23170795693,1652152434.1486454 
 01/08  09:00:00,451388.4839766754,1624998542.3160312 
 01/08  10:00:00,418621.00171445543,1507035606.1720395 
 01/08  11:00:00,380592.7356823608,1370133848.4564986 
 01/08  12:00:00,398643.6953609956,1435117303.2995837 
 01/08  13:00:00,462429.29715164774,1664745469.7459319 
 01/08  14:00:00,480285.9040300367,1729029254.5081315 
 01/08  15:00:00,484158.8749046814,1742971949.6568525 
 01/08  16:00:00,487662.6988726063,1755585715.941383 
 01/08  17:00:00,511354.0122165759,1840874443.9796734 
 01/08  18:00:00,513310.2377937208,1847916856.0573943 
 01/08  19:00:00,509049.88288512564,1832579578.3864522 
 01/08  20:00:00,461596.21577662736,1661746376.7958584 
 01/08  21:00:00,452027.430788611,1627298750.8389993 
 01/08  22:00:00,423072.7128764445,1523061766.3552 
 01/08  23:00:00,395511.4268945277,1423841136.8202996 
 01/08  24:00:00,373205.6939582879,1343540498.2498364 
 01/09  01:00:00,382333.2871898547,1376399833.8834765 
 01/09  02:00:00,381633.2326138999,1373879637.4100394 
 01/09  03:00:00,381445.29415735416,1373203058.9664745 
 01/09  04:00:00,381184.8926911801,1372265613.6882482 
 01/09  05:00:00,380948.5742992366,1371414867.4772515 
 01/09  06:00:00,435507.93908452796,1567828580.7043009 
 01/09  07:00:00,580970.1083591715,2091492390.0930176 
 01/09  08:00:00,618810.2869384267,2227717032.978336 
 01/09  09:00:00,922777.3885764154,3321998598.8750954 
 01/09  10:00:00,908476.8433478889,3270516636.0524006 
 01/09  11:00:00,905371.602901657,3259337770.445965 
 01/09  12:00:00,944895.0042215952,3401622015.1977425 
 01/09  13:00:00,909268.2913763156,3273365848.954736 
 01/09  14:00:00,976600.8208716596,3515762955.137974 
 01/09  15:00:00,994043.3768418463,3578556156.6306467 
 01/09  16:00:00,1009363.7353812116,3633709447.372361 
 01/09  17:00:00,1055519.5761764983,3799870474.235394 
 01/09  18:00:00,820767.5488859159,2954763175.989297 
 01/09  19:00:00,746109.3459259146,2685993645.333292 
 01/09  20:00:00,695487.2679302172,2503754164.5487823 
 01/09  21:00:00,643664.6537950541,2317192753.6621943 
 01/09  22:00:00,600651.6583942004,2162345970.219121 
 01/09  23:00:00,468911.4208208523,1688081114.955068 
 01/09  24:00:00,433082.87407085206,1559098346.6550672 
 01/10  01:00:00,384035.5293091675,1382527905.5130029 
 01/10  02:00:00,382979.0481838021,1378724573.4616873 
 01/10  03:00:00,382607.4184932105,1377386706.5755577 
 01/10  04:00:00,381858.76212296734,1374691543.6426826 
 01/10  05:00:00,381436.65863006766,1373171971.068243 
 01/10  06:00:00,421839.89589492587,1518623625.2217329 
 01/10  07:00:00,580451.0028234626,2089623610.1644647 
 01/10  08:00:00,617343.2670269051,2222435761.296858 
 01/10  09:00:00,924135.6961039705,3326888505.9742937 
 01/10  10:00:00,919752.1316509651,3311107673.943474 
 01/10  11:00:00,916884.3360374152,3300783609.7346954 
 01/10  12:00:00,957508.2587958858,3447029731.665189 
 01/10  13:00:00,919200.2268913672,3309120816.808922 
 01/10  14:00:00,988900.9943964188,3560043579.8271084 
 01/10  15:00:00,1006420.024053955,3623112086.594238 
 01/10  16:00:00,1024255.884978666,3687321185.9231973 
 01/10  17:00:00,1069846.5910421205,3851447727.7516336 
 01/10  18:00:00,824271.0646192734,2967375832.6293845 
 01/10  19:00:00,745071.4085396543,2682257070.7427554 
 01/10  20:00:00,695794.478110108,2504860121.196389 
 01/10  21:00:00,637141.2665318758,2293708559.514753 
 01/10  22:00:00,608976.9632237834,2192317067.60562 
 01/10  23:00:00,478139.31829851354,1721301545.874649 
 01/10  24:00:00,432565.0479424551,1557234172.592838 
 01/11  01:00:00,384539.1781164172,1384341041.2191017 
 01/11  02:00:00,383965.56654037884,1382276039.5453637 
 01/11  03:00:00,382835.74452256336,1378208680.2812276 
 01/11  04:00:00,382650.3117787389,1377541122.4034598 
 01/11  05:00:00,382581.36922905897,1377292929.224612 
 01/11  06:00:00,422188.6541976491,1519879155.1115365 
 01/11  07:00:00,583857.5026797383,2101887009.6470575 
 01/11  08:00:00,617031.2634010866,2221312548.2439117 
 01/11  09:00:00,936204.2322890427,3370335236.240553 
 01/11  10:00:00,933468.2948170098,3360485861.341235 
 01/11  11:00:00,941313.2202117797,3388727592.7624073 
 01/11  12:00:00,986547.1448405628,3551569721.426027 
 01/11  13:00:00,937944.5080305701,3376600228.910052 
 01/11  14:00:00,1016950.901982739,3661023247.1378613 
 01/11  15:00:00,1033991.1044242,3722367975.927121 
 01/11  16:00:00,1044414.7720224926,3759893179.280973 
 01/11  17:00:00,1087814.1438035034,3916130917.6926117 
 01/11  18:00:00,830970.1831145324,2991492659.212316 
 01/11  19:00:00,750599.8634902147,2702159508.564773 
 01/11  20:00:00,706076.0429216662,2541873754.5179987 
 01/11  21:00:00,659117.3312465128,2372822392.4874463 
 01/11  22:00:00,629820.1225441265,2267352441.1588554 
 01/11  23:00:00,481979.39098147146,1735125807.5332975 
 01/11  24:00:00,437679.8268192345,1575647376.549244 
 01/12  01:00:00,390189.8051295011,1404683298.4662037 
 01/12  02:00:00,390818.0549886297,1406944997.9590666 
 01/12  03:00:00,388416.8362085321,1398300610.3507152 
 01/12  04:00:00,388614.8844187593,1399013583.9075332 
 01/12  05:00:00,387055.51905137463,1393399868.5849483 
 01/12  06:00:00,428100.36740243854,1541161322.6487787 
 01/12  07:00:00,589853.391697534,2123472210.1111226 
 01/12  08:00:00,618779.2565702355,2227605323.652848 
 01/12  09:00:00,951654.0140507905,3425954450.5828457 
 01/12  10:00:00,951932.4964520728,3426956987.227462 
 01/12  11:00:00,944218.416663589,3399186299.9889207 
 01/12  12:00:00,990791.7941846777,3566850459.0648403 
 01/12  13:00:00,945192.7879577962,3402694036.6480656 
 01/12  14:00:00,1028120.9412623862,3701235388.5445895 
 01/12  15:00:00,1051340.6132241131,3784826207.6068077 
 01/12  16:00:00,1074413.7120311025,3867889363.3119683 
 01/12  17:00:00,1121685.5204679829,4038067873.684739 
 01/12  18:00:00,839410.4215805569,3021877517.6900043 
 01/12  19:00:00,752342.49410244,2708432978.7687845 
 01/12  20:00:00,713989.8684285935,2570363526.342937 
 01/12  21:00:00,668345.2094297361,2406042753.94705 
 01/12  22:00:00,628587.0068042828,2262913224.4954176 
 01/12  23:00:00,491902.6701128586,1770849612.4062912 
 01/12  24:00:00,446261.22827501135,1606540421.7900405 
 01/13  01:00:00,389953.24234622606,1403831672.4464138 
 01/13  02:00:00,387022.1214906732,1393279637.3664234 
 01/13  03:00:00,386014.27801241813,1389651400.844705 
 01/13  04:00:00,385555.18639565754,1387998671.0243673 
 01/13  05:00:00,385528.546989515,1387902769.1622539 
 01/13  06:00:00,434430.20292210515,1563948730.5195787 
 01/13  07:00:00,610109.3859121875,2196393789.2838745 
 01/13  08:00:00,645886.303370423,2325190692.133522 
 01/13  09:00:00,987772.9194344971,3555982509.964189 
 01/13  10:00:00,970279.204581184,3493005136.492262 
 01/13  11:00:00,971114.6023493778,3496012568.457761 
 01/13  12:00:00,1012802.6297448917,3646089467.0816107 
 01/13  13:00:00,953538.3594828792,3432738094.1383657 
 01/13  14:00:00,1042319.816495012,3752351339.3820434 
 01/13  15:00:00,1058061.5581883437,3809021609.478038 
 01/13  16:00:00,1080536.7613838352,3889932340.9818068 
 01/13  17:00:00,1126329.8578896949,4054787488.4029007 
 01/13  18:00:00,835172.0412882264,3006619348.6376147 
 01/13  19:00:00,751594.7243006937,2705741007.4824977 
 01/13  20:00:00,712701.7462385059,2565726286.4586215 
 01/13  21:00:00,678182.3870498057,2441456593.3793006 
 01/13  22:00:00,650495.5892451942,2341784121.2826986 
 01/13  23:00:00,499436.93708744925,1797972973.5148172 
 01/13  24:00:00,460887.26179486513,1659194142.4615147 
 01/14  01:00:00,380736.8690408934,1370652728.5472162 
 01/14  02:00:00,374743.6313031714,1349077072.6914167 
 01/14  03:00:00,369386.3506849143,1329790862.465691 
 01/14  04:00:00,366408.0977435601,1319069151.8768163 
 01/14  05:00:00,362495.8972846227,1304985230.2246413 
 01/14  06:00:00,403093.10429280717,1451135175.4541059 
 01/14  07:00:00,586149.1672262311,2110137002.0144315 
 01/14  08:00:00,566771.7086875511,2040378151.2751837 
 01/14  09:00:00,638743.6254502791,2299477051.6210046 
 01/14  10:00:00,609560.7580340317,2194418728.9225144 
 01/14  11:00:00,590134.2510608364,2124483303.819011 
 01/14  12:00:00,631356.7013767482,2272884124.956293 
 01/14  13:00:00,572165.9887903216,2059797559.645157 
 01/14  14:00:00,576373.1935938991,2074943496.938037 
 01/14  15:00:00,581431.4007737137,2093153042.7853694 
 01/14  16:00:00,580315.1265399656,2089134455.5438762 
 01/14  17:00:00,620714.7611704286,2234573140.2135425 
 01/14  18:00:00,607454.9052905441,2186837659.045959 
 01/14  19:00:00,528404.096530929,1902254747.5113444 
 01/14  20:00:00,454483.81358497264,1636141728.9059014 
 01/14  21:00:00,447575.4959700475,1611271785.492171 
 01/14  22:00:00,419062.4923537103,1508624972.473357 
 01/14  23:00:00,393534.4704917594,1416724093.770334 
 01/14  24:00:00,374910.1883122053,1349676677.9239392 
 01/15  01:00:00,359124.4541739731,1292848035.0263028 
 01/15  02:00:00,358110.40914915636,1289197472.9369624 
 01/15  03:00:00,358092.9843917708,1289134743.8103745 
 01/15  04:00:00,357218.1974767563,1285985510.916322 
 01/15  05:00:00,356086.14398352616,1281910118.340694 
 01/15  06:00:00,373927.8057104521,1346140100.5576272 
 01/15  07:00:00,470913.7866070536,1695289631.7853928 
 01/15  08:00:00,459195.3712581899,1653103336.5294838 
 01/15  09:00:00,452019.5675613086,1627270443.2207112 
 01/15  10:00:00,418777.8354565142,1507600207.6434507 
 01/15  11:00:00,374475.52705134713,1348111897.3848498 
 01/15  12:00:00,391554.39273134805,1409595813.8328526 
 01/15  13:00:00,460306.78589241084,1657104429.2126787 
 01/15  14:00:00,472846.22389563516,1702246406.0242858 
 01/15  15:00:00,487570.68018119317,1755254448.652295 
 01/15  16:00:00,479950.3324686228,1727821196.8870418 
 01/15  17:00:00,506381.0812656004,1822971892.5561616 
 01/15  18:00:00,508837.9705519245,1831816693.986928 
 01/15  19:00:00,500222.2285537978,1800800022.7936723 
 01/15  20:00:00,452318.78154570813,1628347613.564549 
 01/15  21:00:00,444936.06127072196,1601769820.5745988 
 01/15  22:00:00,416683.9927708393,1500062373.9750216 
 01/15  23:00:00,390432.08080211765,1405555490.8876235 
 01/15  24:00:00,370903.3939377717,1335252218.1759777 
 01/16  01:00:00,356853.49015062716,1284672564.5422575 
 01/16  02:00:00,356973.155168867,1285103358.607921 
 01/16  03:00:00,356224.97865925875,1282409923.1733313 
 01/16  04:00:00,355580.0652606573,1280088234.938366 
 01/16  05:00:00,355411.58800009434,1279481716.8003395 
 01/16  06:00:00,373468.36067022226,1344486098.4127998 
 01/16  07:00:00,470542.7172001851,1693953781.9206665 
 01/16  08:00:00,458989.6135852854,1652362608.9070275 
 01/16  09:00:00,451204.0018289908,1624334406.5843668 
 01/16  10:00:00,418284.1580724921,1505822969.0609713 
 01/16  11:00:00,389174.52279767365,1401028282.0716248 
 01/16  12:00:00,414584.3363472738,1492503610.8501854 
 01/16  13:00:00,478140.7201601577,1721306592.5765674 
 01/16  14:00:00,489585.47577978467,1762507712.8072243 
 01/16  15:00:00,501936.5335351342,1806971520.7264829 
 01/16  16:00:00,463940.5394293607,1670185941.945698 
 01/16  17:00:00,477588.94894229854,1719320216.1922743 
 01/16  18:00:00,516066.87643425417,1857840755.1633148 
 01/16  19:00:00,519356.3877915821,1869682996.049695 
 01/16  20:00:00,480050.7972112905,1728182869.960646 
 01/16  21:00:00,464213.23076029174,1671167630.7370503 
 01/16  22:00:00,438117.14325615065,1577221715.722142 
 01/16  23:00:00,404228.15626142937,1455221362.5411453 
 01/16  24:00:00,378678.5257192245,1363242692.589208 
 01/17  01:00:00,392811.462009388,1414121263.2337966 
 01/17  02:00:00,389793.04525762424,1403254962.9274468 
 01/17  03:00:00,389681.0335852764,1402851720.9069948 
 01/17  04:00:00,388986.88176044676,1400352774.3376079 
 01/17  05:00:00,388523.05829677265,1398683009.8683813 
 01/17  06:00:00,435366.7434396713,1567320276.3828163 
 01/17  07:00:00,585265.5603513838,2106956017.264981 
 01/17  08:00:00,621945.6556663791,2239004360.398965 
 01/17  09:00:00,928041.1377211581,3340948095.796169 
 01/17  10:00:00,923174.8794773044,3323429566.1182966 
 01/17  11:00:00,931317.7846901584,3352744024.88457 
 01/17  12:00:00,964717.4086930859,3472982671.295109 
 01/17  13:00:00,919786.7033173628,3311232131.9425073 
 01/17  14:00:00,989445.0611580788,3562002220.1690836 
 01/17  15:00:00,1012258.6952498754,3644131302.899551 
 01/17  16:00:00,1028133.3857143219,3701280188.571559 
 01/17  17:00:00,1074277.7776605778,3867399999.578079 
 01/17  18:00:00,819993.1937828376,2951975497.618215 
 01/17  19:00:00,750893.4428015291,2703216394.0855045 
 01/17  20:00:00,701799.9091741759,2526479673.0270333 
 01/17  21:00:00,647356.9547679485,2330485037.164614 
 01/17  22:00:00,617954.6688172292,2224636807.7420254 
 01/17  23:00:00,469717.52379381546,1690983085.6577358 
 01/17  24:00:00,431612.17770570214,1553803839.7405276 
 01/18  01:00:00,386565.58305570367,1391636099.0005329 
 01/18  02:00:00,384063.63304702565,1382629078.9692917 
 01/18  03:00:00,382785.1087967777,1378026391.6683996 
 01/18  04:00:00,382007.6351805853,1375227486.650107 
 01/18  05:00:00,381576.4252729383,1373675130.9825773 
 01/18  06:00:00,424312.08212824137,1527523495.6616688 
 01/18  07:00:00,584369.1504120853,2103728941.4835076 
 01/18  08:00:00,617490.0170760625,2222964061.473825 
 01/18  09:00:00,926444.5977157358,3335200551.7766485 
 01/18  10:00:00,918206.4083978976,3305543070.2324314 
 01/18  11:00:00,923845.9920658958,3325845571.4372253 
 01/18  12:00:00,978819.9571912632,3523751845.8885484 
 01/18  13:00:00,926224.0043438524,3334406415.637869 
 01/18  14:00:00,991746.8744288981,3570288747.944033 
 01/18  15:00:00,1009635.9199835261,3634689311.9406943 
 01/18  16:00:00,1030777.3559950365,3710798481.582133 
 01/18  17:00:00,1083460.2729503366,3900456982.6212125 
 01/18  18:00:00,823113.6208042447,2963209034.8952813 
 01/18  19:00:00,750792.7299163922,2702853827.699012 
 01/18  20:00:00,705927.439187582,2541338781.075295 
 01/18  21:00:00,648239.5962520257,2333662546.5072927 
 01/18  22:00:00,612903.2324300098,2206451636.748035 
 01/18  23:00:00,469801.7815243518,1691286413.4876668 
 01/18  24:00:00,430870.36331667664,1551133307.9400358 
 01/19  01:00:00,385961.8785470989,1389462762.7695558 
 01/19  02:00:00,385878.46672318294,1389162480.203458 
 01/19  03:00:00,383517.02393122535,1380661286.1524112 
 01/19  04:00:00,382466.74014378473,1376880264.5176246 
 01/19  05:00:00,382085.21294669964,1375506766.6081185 
 01/19  06:00:00,423007.9452005246,1522828602.7218885 
 01/19  07:00:00,584341.2337628828,2103628441.5463781 
 01/19  08:00:00,617652.168032851,2223547804.918263 
 01/19  09:00:00,947286.4983832777,3410231394.1797996 
 01/19  10:00:00,954090.1150895833,3434724414.3224993 
 01/19  11:00:00,956010.2711334815,3441636976.080533 
 01/19  12:00:00,989230.2300389024,3561228828.140049 
 01/19  13:00:00,942343.4337584117,3392436361.530282 
 01/19  14:00:00,1034683.7770083282,3724861597.229982 
 01/19  15:00:00,1057246.445530255,3806087203.9089184 
 01/19  16:00:00,1079914.5462120648,3887692366.3634334 
 01/19  17:00:00,1136509.1735448774,4091433024.761559 
 01/19  18:00:00,836333.759832005,3010801535.3952174 
 01/19  19:00:00,752957.534252631,2710647123.309472 
 01/19  20:00:00,714890.1974091264,2573604710.6728554 
 01/19  21:00:00,672674.3794722453,2421627766.1000834 
 01/19  22:00:00,633700.656034344,2281322361.723638 
 01/19  23:00:00,482240.0312889382,1736064112.6401782 
 01/19  24:00:00,445214.75176252046,1602773106.3450735 
 01/20  01:00:00,398984.39910383633,1436343836.7738104 
 01/20  02:00:00,393932.87016192643,1418158332.582935 
 01/20  03:00:00,394343.7511246947,1419637504.0489006 
 01/20  04:00:00,393395.32637596497,1416223174.9534736 
 01/20  05:00:00,388406.30265440186,1398262689.555847 
 01/20  06:00:00,431969.5412115022,1555090348.3614075 
 01/20  07:00:00,600199.269406445,2160717369.863202 
 01/20  08:00:00,630159.0375062623,2268572535.0225434 
 01/20  09:00:00,980317.1522049103,3529141747.9376764 
 01/20  10:00:00,994111.6621797566,3578801983.847124 
 01/20  11:00:00,990930.3508148966,3567349262.9336286 
 01/20  12:00:00,1035877.2491286945,3729158096.8632994 
 01/20  13:00:00,1007798.7342079333,3628075443.1485605 
 01/20  14:00:00,1152999.5155488944,4150798255.97602 
 01/20  15:00:00,1157961.69327276,4168662095.781935 
 01/20  16:00:00,1209395.7315594482,4353824633.614014 
 01/20  17:00:00,1277938.2911396062,4600577848.102582 
 01/20  18:00:00,891343.6735400292,3208837224.7441053 
 01/20  19:00:00,775670.7286792413,2792414623.245269 
 01/20  20:00:00,734881.0000890716,2645571600.320658 
 01/20  21:00:00,700537.8061225037,2521936102.0410137 
 01/20  22:00:00,672419.7721592647,2420711179.7733526 
 01/20  23:00:00,498580.25986760686,1794888935.5233846 
 01/20  24:00:00,467362.3124100685,1682504324.6762464 
 01/21  01:00:00,397109.7719748179,1429595179.1093442 
 01/21  02:00:00,395799.08047731087,1424876689.718319 
 01/21  03:00:00,395404.2789491075,1423455404.2167869 
 01/21  04:00:00,393745.09256150416,1417482333.2214148 
