Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/02  15:00:00,3684939402.345607,766134049.2768176,1524590982.1435692 
 01/02  16:00:00,3741635663.9633565,767677269.4241564,1524590982.1435692 
 01/02  17:00:00,3939922006.75165,785581345.6160247,1524590982.1435692 
 01/02  18:00:00,2989833881.8426967,483278424.40618616,1057793295.4182142 
 01/02  19:00:00,2706474625.8004894,296653033.108991,941093873.7368754 
 01/02  20:00:00,2558147885.152481,296653033.108991,941093873.7368754 
 01/02  21:00:00,2396869587.326384,197765105.62937143,941093873.7368754 
 01/02  22:00:00,2250508111.8036637,197765105.62937143,941093873.7368754 
 01/02  23:00:00,1720682287.1973612,98887927.4796197,941093873.7368754 
 01/02  24:00:00,1580113560.8707595,49438589.07487582,941093873.7368754 
 01/03  01:00:00,1407125358.6312318,38694479.62202592,836730825.2177298 
 01/03  02:00:00,1395896888.7149282,36545657.73145594,836730825.2177298 
 01/03  03:00:00,1388963805.1356082,36545657.73145594,836730825.2177298 
 01/03  04:00:00,1379883249.8969088,36545657.73145594,836730825.2177298 
 01/03  05:00:00,1377074387.9898806,36545657.73145594,836730825.2177298 
 01/03  06:00:00,1539439110.4143462,38137022.65685523,836730825.2177298 
 01/03  07:00:00,2109802979.7074304,88762776.67582561,941093873.7368754 
 01/03  08:00:00,2227656004.5519247,279633605.7481395,941093873.7368754 
 01/03  09:00:00,3371847648.4553876,776316896.3826163,1524590982.1435692 
 01/03  10:00:00,3359315358.1774435,766185691.1926992,1524590982.1435692 
 01/03  11:00:00,3371763535.264365,766134049.2768176,1524590982.1435692 
 01/03  12:00:00,3553547679.815975,766134049.2768176,1524590982.1435692 
 01/03  13:00:00,3333049952.6860504,766134049.2768176,1407891560.4622302 
 01/03  14:00:00,3558137134.703202,766134049.2768176,1524590982.1435692 
 01/03  15:00:00,3629214933.709944,766134049.2768176,1524590982.1435692 
 01/03  16:00:00,3705606169.350546,767677295.3575858,1524590982.1435692 
 01/03  17:00:00,3869204956.1284175,785558887.5715864,1524590982.1435692 
 01/03  18:00:00,2969123100.3615055,483237718.91769034,1057793295.4182142 
 01/03  19:00:00,2668218159.7451982,296653033.108991,941093873.7368754 
 01/03  20:00:00,2424832104.4935126,296653033.108991,941093873.7368754 
 01/03  21:00:00,2272251060.4337325,197765105.62937143,941093873.7368754 
 01/03  22:00:00,2159410644.1324744,197765105.62937143,941093873.7368754 
 01/03  23:00:00,1677982700.4155593,98887927.4796197,941093873.7368754 
 01/03  24:00:00,1558370670.5914366,49438589.07487582,941093873.7368754 
 01/04  01:00:00,1384959309.6710696,38694479.62202592,836730825.2177298 
 01/04  02:00:00,1377608180.456023,36545657.73145594,836730825.2177298 
 01/04  03:00:00,1377428883.6636271,36545657.73145594,836730825.2177298 
 01/04  04:00:00,1376273501.322239,36545657.73145594,836730825.2177298 
 01/04  05:00:00,1374770740.7361388,36545657.73145594,836730825.2177298 
 01/04  06:00:00,1520730262.2397366,38137022.65685523,836730825.2177298 
 01/04  07:00:00,2108920932.6669388,88762776.67582561,941093873.7368754 
 01/04  08:00:00,2222783779.2267365,279666506.59585273,941093873.7368754 
 01/04  09:00:00,3379537447.3113027,776483887.7921437,1524590982.1435692 
 01/04  10:00:00,3335847545.899459,766187374.0659232,1524590982.1435692 
 01/04  11:00:00,3316951170.760725,766134049.2768176,1524590982.1435692 
 01/04  12:00:00,3509633949.8799458,766134049.2768176,1524590982.1435692 
 01/04  13:00:00,3244724138.6084414,766134049.2768176,1407891560.4622302 
 01/04  14:00:00,3440875673.0171986,766134049.2768176,1524590982.1435692 
 01/04  15:00:00,3517954143.874573,766134049.2768176,1524590982.1435692 
 01/04  16:00:00,3528528286.8182945,768061171.841798,1524590982.1435692 
 01/04  17:00:00,3707296874.098237,786479873.9363433,1524590982.1435692 
 01/04  18:00:00,2934122989.3392196,485740941.4852057,1057793295.4182142 
 01/04  19:00:00,2593050619.602396,296653033.108991,941093873.7368754 
 01/04  20:00:00,2413109137.2059026,296653033.108991,941093873.7368754 
 01/04  21:00:00,2270060338.4895186,197765105.62937143,941093873.7368754 
 01/04  22:00:00,2164273855.965825,197765105.62937143,941093873.7368754 
 01/04  23:00:00,1693063800.4093554,98887927.4796197,941093873.7368754 
 01/04  24:00:00,1559977771.876917,49438589.07487582,941093873.7368754 
 01/05  01:00:00,1382616446.2220802,38694479.62202592,836730825.2177298 
 01/05  02:00:00,1377583597.08617,36545657.73145594,836730825.2177298 
 01/05  03:00:00,1377580102.58084,36545657.73145594,836730825.2177298 
 01/05  04:00:00,1376961410.325013,36545657.73145594,836730825.2177298 
 01/05  05:00:00,1375258620.3730872,36545657.73145594,836730825.2177298 
 01/05  06:00:00,1535701234.5227087,38137022.65685523,836730825.2177298 
 01/05  07:00:00,2106785899.3154345,88762776.67582561,941093873.7368754 
 01/05  08:00:00,2222866037.0881987,279697038.1852708,941093873.7368754 
 01/05  09:00:00,3394737811.9942636,776566353.1916863,1524590982.1435692 
 01/05  10:00:00,3396982436.1023407,766187812.2595317,1524590982.1435692 
 01/05  11:00:00,3353156761.851733,766134049.2768176,1524590982.1435692 
 01/05  12:00:00,3500607240.736286,766134049.2768176,1524590982.1435692 
 01/05  13:00:00,3330871563.7892237,766134049.2768176,1407891560.4622302 
 01/05  14:00:00,3604380084.7537007,766134049.2768176,1524590982.1435692 
 01/05  15:00:00,3669387843.8402534,766134049.2768176,1524590982.1435692 
 01/05  16:00:00,3710251956.2286053,767644962.7387521,1524590982.1435692 
 01/05  17:00:00,3849831726.341995,784017154.3845294,1524590982.1435692 
 01/05  18:00:00,2965296806.572741,482917697.53296125,1057793295.4182142 
 01/05  19:00:00,2678360264.040161,296653033.108991,941093873.7368754 
 01/05  20:00:00,2500632334.035602,296653033.108991,941093873.7368754 
 01/05  21:00:00,2327365557.2554517,197765105.62937143,941093873.7368754 
 01/05  22:00:00,2211730557.913991,197765105.62937143,941093873.7368754 
 01/05  23:00:00,1723848916.8096867,98887927.4796197,941093873.7368754 
 01/05  24:00:00,1605023891.7625391,49438589.07487582,941093873.7368754 
 01/06  01:00:00,1434358318.4401443,38694479.62202592,836730825.2177298 
 01/06  02:00:00,1425649576.3152318,36545657.73145594,836730825.2177298 
 01/06  03:00:00,1419032379.5385828,36545657.73145594,836730825.2177298 
 01/06  04:00:00,1416681414.3869874,36545657.73145594,836730825.2177298 
 01/06  05:00:00,1419339561.077198,36545657.73145594,836730825.2177298 
 01/06  06:00:00,1584273213.3458211,38137022.65685523,836730825.2177298 
 01/06  07:00:00,2216269255.6709785,88762776.67582561,941093873.7368754 
 01/06  08:00:00,2320736768.188246,287750246.80178064,941093873.7368754 
 01/06  09:00:00,3480817410.9407353,780458579.0939331,1524590982.1435692 
 01/06  10:00:00,3403369896.1757035,767472746.8948953,1524590982.1435692 
 01/06  11:00:00,3307107876.7390933,766134049.2768176,1524590982.1435692 
 01/06  12:00:00,3426237056.6567526,766134049.2768176,1524590982.1435692 
 01/06  13:00:00,3280684799.031312,766134049.2768176,1407891560.4622302 
 01/06  14:00:00,3516279093.0418715,766134049.2768176,1524590982.1435692 
 01/06  15:00:00,3580090333.427914,766134049.2768176,1524590982.1435692 
 01/06  16:00:00,3581851307.810122,768564483.2628165,1524590982.1435692 
 01/06  17:00:00,3734948326.7691426,786829997.4823973,1524590982.1435692 
 01/06  18:00:00,2941445170.204662,483764905.8279105,1057793295.4182142 
 01/06  19:00:00,2650838814.270067,296653033.108991,941093873.7368754 
 01/06  20:00:00,2491211333.2325735,296653033.108991,941093873.7368754 
 01/06  21:00:00,2343117715.331105,197765105.62937143,941093873.7368754 
 01/06  22:00:00,2226675574.276256,197765105.62937143,941093873.7368754 
 01/06  23:00:00,1729316917.9040606,98887927.4796197,941093873.7368754 
 01/06  24:00:00,1591503779.5228014,49438589.07487582,941093873.7368754 
 01/07  01:00:00,1314140056.254417,38694479.62202592,746122165.6661776 
 01/07  02:00:00,1295792327.2437794,36545657.73145594,746122165.6661776 
 01/07  03:00:00,1291172428.7888365,36545657.73145594,746122165.6661776 
 01/07  04:00:00,1284598075.0260413,36545657.73145594,746122165.6661776 
 01/07  05:00:00,1281101780.4183986,36545657.73145594,746122165.6661776 
 01/07  06:00:00,1412944113.4891863,36545657.73145594,746122165.6661776 
 01/07  07:00:00,2093092408.7743175,88762776.67582561,941093873.7368754 
 01/07  08:00:00,2031097621.4423203,93241581.92085226,941093873.7368754 
 01/07  09:00:00,2289916386.72973,258796860.5917543,1057793295.4182142 
 01/07  10:00:00,2166476580.8150854,255395272.82382292,1057793295.4182142 
 01/07  11:00:00,2013491902.5531445,255377965.44577354,1057793295.4182142 
 01/07  12:00:00,2090826959.284314,255377965.44577354,1057793295.4182142 
 01/07  13:00:00,1899787969.5169313,127688982.72288677,882744162.896206 
 01/07  14:00:00,2019204220.0157466,127688982.72288677,882744162.896206 
 01/07  15:00:00,2046458789.5984292,127688982.72288677,882744162.896206 
 01/07  16:00:00,2047113546.6770682,127910914.45807752,882744162.896206 
 01/07  17:00:00,2210260783.687565,130435901.70167187,882744162.896206 
 01/07  18:00:00,2204197250.7400103,48264921.03486599,824394452.0555365 
 01/07  19:00:00,1920905896.1113274,49438589.07487582,824394452.0555365 
 01/07  20:00:00,1691498443.7150826,38694479.62202592,746122165.6661776 
 01/07  21:00:00,1626515913.3836782,36545657.73145594,746122165.6661776 
 01/07  22:00:00,1521391776.347917,36545657.73145594,746122165.6661776 
 01/07  23:00:00,1440247568.5058975,36545657.73145594,746122165.6661776 
 01/07  24:00:00,1362851607.5412679,36545657.73145594,746122165.6661776 
 01/08  01:00:00,1293717951.28203,36545657.73145594,746122165.6661776 
 01/08  02:00:00,1281414302.3827405,36545657.73145594,746122165.6661776 
 01/08  03:00:00,1281132370.225212,36545657.73145594,746122165.6661776 
 01/08  04:00:00,1280283866.021518,36545657.73145594,746122165.6661776 
 01/08  05:00:00,1278847476.7516756,36545657.73145594,746122165.6661776 
 01/08  06:00:00,1344452816.4067128,36545657.73145594,746122165.6661776 
 01/08  07:00:00,1693199403.9366958,47289767.18430585,824394452.0555365 
 01/08  08:00:00,1652152434.1486454,46950098.19350556,824394452.0555365 
 01/08  09:00:00,1624998542.3160312,42908212.6624348,824394452.0555365 
 01/08  10:00:00,1507035606.1720395,42559924.65578557,824394452.0555365 
 01/08  11:00:00,1370133848.4564986,42559924.65578557,824394452.0555365 
 01/08  12:00:00,1435117303.2995837,42559924.65578557,824394452.0555365 
 01/08  13:00:00,1664745469.7459319,42559924.65578557,824394452.0555365 
 01/08  14:00:00,1729029254.5081315,42559924.65578557,824394452.0555365 
 01/08  15:00:00,1742971949.6568525,42559924.65578557,824394452.0555365 
 01/08  16:00:00,1755585715.941383,42601088.11259615,824394452.0555365 
 01/08  17:00:00,1840874443.9796734,43456187.6118966,824394452.0555365 
 01/08  18:00:00,1847916856.0573943,48238366.018855795,824394452.0555365 
 01/08  19:00:00,1832579578.3864522,38694479.62202592,746122165.6661776 
 01/08  20:00:00,1661746376.7958584,36545657.73145594,746122165.6661776 
 01/08  21:00:00,1627298750.8389993,36545657.73145594,746122165.6661776 
 01/08  22:00:00,1523061766.3552,36545657.73145594,746122165.6661776 
 01/08  23:00:00,1423841136.8202996,36545657.73145594,746122165.6661776 
 01/08  24:00:00,1343540498.2498364,36545657.73145594,746122165.6661776 
 01/09  01:00:00,1376399833.8834765,36545657.73145594,836730825.2177298 
 01/09  02:00:00,1373879637.4100394,36545657.73145594,836730825.2177298 
 01/09  03:00:00,1373203058.9664745,36545657.73145594,836730825.2177298 
 01/09  04:00:00,1372265613.6882482,36545657.73145594,836730825.2177298 
 01/09  05:00:00,1371414867.4772515,36545657.73145594,836730825.2177298 
 01/09  06:00:00,1567828580.7043009,38137022.65685523,836730825.2177298 
 01/09  07:00:00,2091492390.0930176,88762776.67582561,941093873.7368754 
 01/09  08:00:00,2227717032.978336,279701597.62704605,941093873.7368754 
 01/09  09:00:00,3321998598.8750954,776247839.87391,1524590982.1435692 
 01/09  10:00:00,3270516636.0524006,766184898.4164271,1524590982.1435692 
 01/09  11:00:00,3259337770.445965,766134049.2768176,1524590982.1435692 
 01/09  12:00:00,3401622015.1977425,766134049.2768176,1524590982.1435692 
 01/09  13:00:00,3273365848.954736,766134049.2768176,1407891560.4622302 
 01/09  14:00:00,3515762955.137974,766134049.2768176,1524590982.1435692 
 01/09  15:00:00,3578556156.6306467,766134049.2768176,1524590982.1435692 
 01/09  16:00:00,3633709447.372361,767240552.4710547,1524590982.1435692 
 01/09  17:00:00,3799870474.235394,782430808.5310755,1524590982.1435692 
 01/09  18:00:00,2954763175.989297,482209042.917909,1057793295.4182142 
 01/09  19:00:00,2685993645.333292,296653033.108991,941093873.7368754 
 01/09  20:00:00,2503754164.5487823,296653033.108991,941093873.7368754 
 01/09  21:00:00,2317192753.6621943,197765105.62937143,941093873.7368754 
 01/09  22:00:00,2162345970.219121,197765105.62937143,941093873.7368754 
 01/09  23:00:00,1688081114.955068,98887927.4796197,941093873.7368754 
 01/09  24:00:00,1559098346.6550672,49438589.07487582,941093873.7368754 
 01/10  01:00:00,1382527905.5130029,38694479.62202592,836730825.2177298 
 01/10  02:00:00,1378724573.4616873,36545657.73145594,836730825.2177298 
 01/10  03:00:00,1377386706.5755577,36545657.73145594,836730825.2177298 
 01/10  04:00:00,1374691543.6426826,36545657.73145594,836730825.2177298 
 01/10  05:00:00,1373171971.068243,36545657.73145594,836730825.2177298 
 01/10  06:00:00,1518623625.2217329,38137022.65685523,836730825.2177298 
 01/10  07:00:00,2089623610.1644647,88762776.67582561,941093873.7368754 
 01/10  08:00:00,2222435761.296858,279662005.77238774,941093873.7368754 
 01/10  09:00:00,3326888505.9742937,775257013.288705,1524590982.1435692 
 01/10  10:00:00,3311107673.943474,766182845.08073,1524590982.1435692 
 01/10  11:00:00,3300783609.7346954,766134049.2768176,1524590982.1435692 
 01/10  12:00:00,3447029731.665189,766134049.2768176,1524590982.1435692 
 01/10  13:00:00,3309120816.808922,766134049.2768176,1407891560.4622302 
 01/10  14:00:00,3560043579.8271084,766134049.2768176,1524590982.1435692 
 01/10  15:00:00,3623112086.594238,766134049.2768176,1524590982.1435692 
 01/10  16:00:00,3687321185.9231973,766883166.4833168,1524590982.1435692 
 01/10  17:00:00,3851447727.7516336,781996808.067428,1524590982.1435692 
 01/10  18:00:00,2967375832.6293845,482105573.36442274,1057793295.4182142 
 01/10  19:00:00,2682257070.7427554,296653033.108991,941093873.7368754 
 01/10  20:00:00,2504860121.196389,296653033.108991,941093873.7368754 
 01/10  21:00:00,2293708559.514753,197765105.62937143,941093873.7368754 
 01/10  22:00:00,2192317067.60562,197765105.62937143,941093873.7368754 
 01/10  23:00:00,1721301545.874649,98887927.4796197,941093873.7368754 
 01/10  24:00:00,1557234172.592838,49438589.07487582,941093873.7368754 
 01/11  01:00:00,1384341041.2191017,38694479.62202592,836730825.2177298 
 01/11  02:00:00,1382276039.5453637,36545657.73145594,836730825.2177298 
 01/11  03:00:00,1378208680.2812276,36545657.73145594,836730825.2177298 
 01/11  04:00:00,1377541122.4034598,36545657.73145594,836730825.2177298 
 01/11  05:00:00,1377292929.224612,36545657.73145594,836730825.2177298 
 01/11  06:00:00,1519879155.1115365,38137022.65685523,836730825.2177298 
 01/11  07:00:00,2101887009.6470575,88762776.67582561,941093873.7368754 
 01/11  08:00:00,2221312548.2439117,279751881.87701404,941093873.7368754 
 01/11  09:00:00,3370335236.240553,776471477.7691035,1524590982.1435692 
 01/11  10:00:00,3360485861.341235,766186330.6813507,1524590982.1435692 
 01/11  11:00:00,3388727592.7624073,766134049.2768176,1524590982.1435692 
 01/11  12:00:00,3551569721.426027,766134049.2768176,1524590982.1435692 
 01/11  13:00:00,3376600228.910052,766134049.2768176,1407891560.4622302 
 01/11  14:00:00,3661023247.1378613,766134049.2768176,1524590982.1435692 
 01/11  15:00:00,3722367975.927121,766134049.2768176,1524590982.1435692 
 01/11  16:00:00,3759893179.280973,766880105.5555615,1524590982.1435692 
 01/11  17:00:00,3916130917.6926117,781958347.6574492,1524590982.1435692 
 01/11  18:00:00,2991492659.212316,481908388.3206027,1057793295.4182142 
 01/11  19:00:00,2702159508.564773,296653033.108991,941093873.7368754 
 01/11  20:00:00,2541873754.5179987,296653033.108991,941093873.7368754 
 01/11  21:00:00,2372822392.4874463,197765105.62937143,941093873.7368754 
 01/11  22:00:00,2267352441.1588554,197765105.62937143,941093873.7368754 
 01/11  23:00:00,1735125807.5332975,98887927.4796197,941093873.7368754 
 01/11  24:00:00,1575647376.549244,49438589.07487582,941093873.7368754 
 01/12  01:00:00,1404683298.4662037,38694479.62202592,836730825.2177298 
 01/12  02:00:00,1406944997.9590666,36545657.73145594,836730825.2177298 
 01/12  03:00:00,1398300610.3507152,36545657.73145594,836730825.2177298 
 01/12  04:00:00,1399013583.9075332,36545657.73145594,836730825.2177298 
 01/12  05:00:00,1393399868.5849483,36545657.73145594,836730825.2177298 
 01/12  06:00:00,1541161322.6487787,38137022.65685523,836730825.2177298 
 01/12  07:00:00,2123472210.1111226,88762776.67582561,941093873.7368754 
 01/12  08:00:00,2227605323.652848,281391229.67348635,941093873.7368754 
 01/12  09:00:00,3425954450.5828457,779179975.2486235,1524590982.1435692 
 01/12  10:00:00,3426956987.227462,766707522.1618004,1524590982.1435692 
 01/12  11:00:00,3399186299.9889207,766134049.2768176,1524590982.1435692 
 01/12  12:00:00,3566850459.0648403,766134049.2768176,1524590982.1435692 
 01/12  13:00:00,3402694036.6480656,766134049.2768176,1407891560.4622302 
 01/12  14:00:00,3701235388.5445895,766134049.2768176,1524590982.1435692 
 01/12  15:00:00,3784826207.6068077,766134049.2768176,1524590982.1435692 
 01/12  16:00:00,3867889363.3119683,766837031.9472147,1524590982.1435692 
 01/12  17:00:00,4038067873.684739,781484568.7168238,1524590982.1435692 
 01/12  18:00:00,3021877517.6900043,481789573.18660337,1057793295.4182142 
 01/12  19:00:00,2708432978.7687845,296653033.108991,941093873.7368754 
 01/12  20:00:00,2570363526.342937,296653033.108991,941093873.7368754 
 01/12  21:00:00,2406042753.94705,197765105.62937143,941093873.7368754 
 01/12  22:00:00,2262913224.4954176,197765105.62937143,941093873.7368754 
 01/12  23:00:00,1770849612.4062912,98887927.4796197,941093873.7368754 
 01/12  24:00:00,1606540421.7900405,49438589.07487582,941093873.7368754 
 01/13  01:00:00,1403831672.4464138,38694479.62202592,836730825.2177298 
 01/13  02:00:00,1393279637.3664234,36545657.73145594,836730825.2177298 
 01/13  03:00:00,1389651400.844705,36545657.73145594,836730825.2177298 
 01/13  04:00:00,1387998671.0243673,36545657.73145594,836730825.2177298 
 01/13  05:00:00,1387902769.1622539,36545657.73145594,836730825.2177298 
 01/13  06:00:00,1563948730.5195787,38137022.65685523,836730825.2177298 
 01/13  07:00:00,2196393789.2838745,88762776.67582561,941093873.7368754 
 01/13  08:00:00,2325190692.133522,279741803.8668974,941093873.7368754 
 01/13  09:00:00,3555982509.964189,776474939.3680917,1524590982.1435692 
 01/13  10:00:00,3493005136.492262,766186451.8709826,1524590982.1435692 
 01/13  11:00:00,3496012568.457761,766134049.2768176,1524590982.1435692 
 01/13  12:00:00,3646089467.0816107,766134049.2768176,1524590982.1435692 
 01/13  13:00:00,3432738094.1383657,766134049.2768176,1407891560.4622302 
 01/13  14:00:00,3752351339.3820434,766134049.2768176,1524590982.1435692 
 01/13  15:00:00,3809021609.478038,766134049.2768176,1524590982.1435692 
 01/13  16:00:00,3889932340.9818068,767486668.1944387,1524590982.1435692 
 01/13  17:00:00,4054787488.4029007,781935193.1257926,1524590982.1435692 
 01/13  18:00:00,3006619348.6376147,481216874.3907548,1057793295.4182142 
 01/13  19:00:00,2705741007.4824977,296653033.108991,941093873.7368754 
 01/13  20:00:00,2565726286.4586215,296653033.108991,941093873.7368754 
 01/13  21:00:00,2441456593.3793006,197765105.62937143,941093873.7368754 
 01/13  22:00:00,2341784121.2826986,197765105.62937143,941093873.7368754 
 01/13  23:00:00,1797972973.5148172,98887927.4796197,941093873.7368754 
 01/13  24:00:00,1659194142.4615147,49438589.07487582,941093873.7368754 
 01/14  01:00:00,1370652728.5472162,38694479.62202592,746122165.6661776 
 01/14  02:00:00,1349077072.6914167,36545657.73145594,746122165.6661776 
 01/14  03:00:00,1329790862.465691,36545657.73145594,746122165.6661776 
 01/14  04:00:00,1319069151.8768163,36545657.73145594,746122165.6661776 
 01/14  05:00:00,1304985230.2246413,36545657.73145594,746122165.6661776 
 01/14  06:00:00,1451135175.4541059,36545657.73145594,746122165.6661776 
 01/14  07:00:00,2110137002.0144315,88762776.67582561,941093873.7368754 
 01/14  08:00:00,2040378151.2751837,93198490.43548235,941093873.7368754 
 01/14  09:00:00,2299477051.6210046,258116385.82081038,1057793295.4182142 
 01/14  10:00:00,2194418728.9225144,255387572.82581478,1057793295.4182142 
 01/14  11:00:00,2124483303.819011,255377965.44577354,1057793295.4182142 
 01/14  12:00:00,2272884124.956293,255377965.44577354,1057793295.4182142 
 01/14  13:00:00,2059797559.645157,127688982.72288677,882744162.896206 
 01/14  14:00:00,2074943496.938037,127688982.72288677,882744162.896206 
 01/14  15:00:00,2093153042.7853694,127688982.72288677,882744162.896206 
 01/14  16:00:00,2089134455.5438762,127793269.82502551,882744162.896206 
 01/14  17:00:00,2234573140.2135425,130101456.76794404,882744162.896206 
 01/14  18:00:00,2186837659.045959,48042695.07907109,824394452.0555365 
 01/14  19:00:00,1902254747.5113444,49438589.07487582,824394452.0555365 
 01/14  20:00:00,1636141728.9059014,38694479.62202592,746122165.6661776 
 01/14  21:00:00,1611271785.492171,36545657.73145594,746122165.6661776 
 01/14  22:00:00,1508624972.473357,36545657.73145594,746122165.6661776 
 01/14  23:00:00,1416724093.770334,36545657.73145594,746122165.6661776 
 01/14  24:00:00,1349676677.9239392,36545657.73145594,746122165.6661776 
 01/15  01:00:00,1292848035.0263028,36545657.73145594,746122165.6661776 
 01/15  02:00:00,1289197472.9369624,36545657.73145594,746122165.6661776 
 01/15  03:00:00,1289134743.8103745,36545657.73145594,746122165.6661776 
 01/15  04:00:00,1285985510.916322,36545657.73145594,746122165.6661776 
 01/15  05:00:00,1281910118.340694,36545657.73145594,746122165.6661776 
 01/15  06:00:00,1346140100.5576272,36545657.73145594,746122165.6661776 
 01/15  07:00:00,1695289631.7853928,47289767.18430585,824394452.0555365 
 01/15  08:00:00,1653103336.5294838,46509080.861512676,824394452.0555365 
 01/15  09:00:00,1627270443.2207112,42879754.29016943,824394452.0555365 
 01/15  10:00:00,1507600207.6434507,42559924.65578557,824394452.0555365 
 01/15  11:00:00,1348111897.3848498,42559924.65578557,824394452.0555365 
 01/15  12:00:00,1409595813.8328526,42559924.65578557,824394452.0555365 
 01/15  13:00:00,1657104429.2126787,42559924.65578557,824394452.0555365 
 01/15  14:00:00,1702246406.0242858,42559924.65578557,824394452.0555365 
 01/15  15:00:00,1755254448.652295,42559924.65578557,824394452.0555365 
 01/15  16:00:00,1727821196.8870418,42562922.70869906,824394452.0555365 
 01/15  17:00:00,1822971892.5561616,43216086.873166546,824394452.0555365 
 01/15  18:00:00,1831816693.986928,47925258.20126578,824394452.0555365 
 01/15  19:00:00,1800800022.7936723,38694479.62202592,746122165.6661776 
 01/15  20:00:00,1628347613.564549,36545657.73145594,746122165.6661776 
 01/15  21:00:00,1601769820.5745988,36545657.73145594,746122165.6661776 
 01/15  22:00:00,1500062373.9750216,36545657.73145594,746122165.6661776 
 01/15  23:00:00,1405555490.8876235,36545657.73145594,746122165.6661776 
 01/15  24:00:00,1335252218.1759777,36545657.73145594,746122165.6661776 
 01/16  01:00:00,1284672564.5422575,36545657.73145594,746122165.6661776 
 01/16  02:00:00,1285103358.607921,36545657.73145594,746122165.6661776 
 01/16  03:00:00,1282409923.1733313,36545657.73145594,746122165.6661776 
 01/16  04:00:00,1280088234.938366,36545657.73145594,746122165.6661776 
 01/16  05:00:00,1279481716.8003395,36545657.73145594,746122165.6661776 
 01/16  06:00:00,1344486098.4127998,36545657.73145594,746122165.6661776 
 01/16  07:00:00,1693953781.9206665,47289767.18430585,824394452.0555365 
 01/16  08:00:00,1652362608.9070275,46586628.68239051,824394452.0555365 
 01/16  09:00:00,1624334406.5843668,42953124.33818798,824394452.0555365 
 01/16  10:00:00,1505822969.0609713,42559924.65578557,824394452.0555365 
 01/16  11:00:00,1401028282.0716248,42559924.65578557,824394452.0555365 
 01/16  12:00:00,1492503610.8501854,42559924.65578557,824394452.0555365 
 01/16  13:00:00,1721306592.5765674,42559924.65578557,824394452.0555365 
 01/16  14:00:00,1762507712.8072243,42559924.65578557,824394452.0555365 
 01/16  15:00:00,1806971520.7264829,42559924.65578557,824394452.0555365 
 01/16  16:00:00,1670185941.945698,42595868.109592445,824394452.0555365 
