Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 01/02  21:00:00,671914.221277689,2418891196.5996804 
 01/02  22:00:00,631077.5770517862,2271879277.3864307 
 01/02  23:00:00,478745.8105946562,1723484918.140762 
 01/02  24:00:00,439659.99646795983,1582775987.2846553 
 01/03  01:00:00,391633.0630129736,1409879026.846705 
 01/03  02:00:00,388487.9128402719,1398556486.2249787 
 01/03  03:00:00,386543.12410360953,1391555246.772994 
 01/03  04:00:00,383883.2093165482,1381979553.5395737 
 01/03  05:00:00,383071.5825655044,1379057697.2358155 
 01/03  06:00:00,430094.8486473506,1548341455.1304622 
 01/03  07:00:00,589089.7974866369,2120723270.951893 
 01/03  08:00:00,621473.9356565793,2237306168.3636856 
 01/03  09:00:00,952063.9504781385,3427430221.7212987 
 01/03  10:00:00,949889.605044034,3419602578.1585226 
 01/03  11:00:00,952345.08864253,3428442319.113108 
 01/03  12:00:00,1006406.4663691712,3623063278.929016 
 01/03  13:00:00,935772.3820021191,3368780575.207629 
 01/03  14:00:00,1006482.4584590091,3623336850.4524326 
 01/03  15:00:00,1033055.307521055,3718999107.075798 
 01/03  16:00:00,1060436.4260969535,3817571133.949033 
 01/03  17:00:00,1098675.3465664107,3955231247.639078 
 01/03  18:00:00,831217.8874351648,2992384394.7665935 
 01/03  19:00:00,747187.7158405393,2689875777.025942 
 01/03  20:00:00,680023.8521317145,2448085867.674172 
 01/03  21:00:00,637308.8885992513,2294311998.957306 
 01/03  22:00:00,605770.0015958918,2180772005.7452106 
 01/03  23:00:00,466851.4587304141,1680665251.4294913 
 01/03  24:00:00,433620.52127294143,1561033876.5825887 
 01/04  01:00:00,385423.0911585752,1387523128.1708703 
 01/04  02:00:00,383259.5889219651,1379734520.119074 
 01/04  03:00:00,383205.0117901531,1379538042.444551 
 01/04  04:00:00,382877.17473582254,1378357829.048961 
 01/04  05:00:00,382463.81179777085,1376869722.4719746 
 01/04  06:00:00,428511.72200293466,1542642199.2105649 
 01/04  07:00:00,588709.781373127,2119355212.9432578 
 01/04  08:00:00,620020.8966801342,2232075228.048483 
 01/04  09:00:00,955917.5342492337,3441303123.2972403 
 01/04  10:00:00,948082.4011398914,3413096644.1036086 
 01/04  11:00:00,936554.3487324346,3371595655.4367642 
 01/04  12:00:00,993325.462008847,3575971663.231849 
 01/04  13:00:00,911302.7699226658,3280689971.721597 
 01/04  14:00:00,975027.067570205,3510097443.252738 
 01/04  15:00:00,996778.8242534032,3588403767.312252 
 01/04  16:00:00,1000165.327479611,3600595178.926599 
 01/04  17:00:00,1049824.8187364202,3779369347.4511127 
 01/04  18:00:00,820552.8327971557,2953990198.069761 
 01/04  19:00:00,727120.4058739323,2617633461.1461573 
 01/04  20:00:00,676690.7025217781,2436086529.0784016 
 01/04  21:00:00,636728.351438187,2292222065.177474 
 01/04  22:00:00,607147.700701769,2185731722.5263686 
 01/04  23:00:00,471102.3247641543,1695968369.150956 
 01/04  24:00:00,434099.83379039896,1562759401.6454363 
 01/05  01:00:00,384735.49531858624,1385047783.1469102 
 01/05  02:00:00,383268.41652247164,1379766299.4808977 
 01/05  03:00:00,383262.0303701673,1379743309.3326018 
 01/05  04:00:00,383081.7603603972,1379094337.29743 
 01/05  05:00:00,382609.25425318745,1377393315.3114746 
 01/05  06:00:00,428484.4516507755,1542544025.942792 
 01/05  07:00:00,588609.694866376,2118994901.5189538 
 01/05  08:00:00,620385.0163217232,2233386058.758204 
 01/05  09:00:00,960092.8157277793,3456334136.6200047 
 01/05  10:00:00,958258.4851210358,3449730546.435729 
 01/05  11:00:00,948339.1864506208,3414021071.222235 
 01/05  12:00:00,991288.0441786308,3568636959.043071 
 01/05  13:00:00,935621.55961309,3368237614.6071243 
 01/05  14:00:00,1021374.8380649793,3676949417.033926 
 01/05  15:00:00,1051892.1746905665,3786811828.8860393 
 01/05  16:00:00,1067792.4040768398,3844052654.6766233 
 01/05  17:00:00,1100006.3652029717,3960022914.7306976 
 01/05  18:00:00,830629.6564244782,2990266763.128122 
 01/05  19:00:00,749727.0498190912,2699017379.3487287 
 01/05  20:00:00,701104.7814225507,2523977213.121183 
 01/05  21:00:00,652842.694285929,2350233699.4293447 
 01/05  22:00:00,620494.0231174816,2233778483.2229342 
 01/05  23:00:00,479698.69661135133,1726915307.8008652 
 01/05  24:00:00,446684.4350915488,1608063966.3295753 
 01/06  01:00:00,399305.34574680304,1437499244.6884906 
 01/06  02:00:00,396863.1740584033,1428707426.6102517 
 01/06  03:00:00,395005.85928918794,1422021093.4410763 
 01/06  04:00:00,394343.68614082946,1419637270.1069858 
 01/06  05:00:00,395082.6066613085,1422297383.9807103 
 01/06  06:00:00,441933.91874101124,1590962107.4676404 
 01/06  07:00:00,621654.9228925213,2237957722.413077 
 01/06  08:00:00,650390.280017905,2341405008.0644584 
 01/06  09:00:00,981858.2907770401,3534689846.7973437 
 01/06  10:00:00,956338.592169228,3442818931.809221 
 01/06  11:00:00,935900.2394693781,3369240862.0897617 
 01/06  12:00:00,971628.0413701307,3497860948.9324713 
 01/06  13:00:00,921298.537290468,3316674734.2456856 
 01/06  14:00:00,996226.0797186639,3586413886.9871902 
 01/06  15:00:00,1027682.2549800616,3699656117.9282227 
 01/06  16:00:00,1028041.8407737418,3700950626.785471 
 01/06  17:00:00,1064146.5315448649,3830927513.5615134 
 01/06  18:00:00,822408.5525785253,2960670789.282691 
 01/06  19:00:00,742781.75711752,2674014325.6230726 
 01/06  20:00:00,698437.4421777204,2514374791.839794 
 01/06  21:00:00,657143.6151836371,2365717014.661094 
 01/06  22:00:00,624595.2009666188,2248542723.479828 
 01/06  23:00:00,481246.90748938615,1732488866.9617903 
 01/06  24:00:00,442923.6839439224,1594525262.1981204 
 01/07  01:00:00,365878.9382283496,1317164177.6220584 
 01/07  02:00:00,360746.08987161884,1298685923.5378275 
 01/07  03:00:00,359466.50167566305,1294079406.0323868 
 01/07  04:00:00,357472.76823741983,1286901965.6547112 
 01/07  05:00:00,356458.1743250753,1283249427.570271 
 01/07  06:00:00,396687.77102776285,1428075975.699946 
 01/07  07:00:00,584613.9768785647,2104610316.7628329 
 01/07  08:00:00,566825.1401091241,2040570504.392847 
 01/07  09:00:00,638664.5520583745,2299192387.4101486 
 01/07  10:00:00,605399.6300568962,2179438668.2048273 
 01/07  11:00:00,565385.9695360161,2035389490.3296585 
 01/07  12:00:00,586491.1206512048,2111368034.344338 
 01/07  13:00:00,534115.5813660799,1922816092.917888 
 01/07  14:00:00,566050.7044436823,2037782535.997256 
 01/07  15:00:00,570949.0463422524,2055416566.8321092 
 01/07  16:00:00,571513.4841516766,2057448542.9460363 
 01/07  17:00:00,616657.9304270112,2219968549.5372405 
 01/07  18:00:00,617759.8326454571,2223935397.5236454 
 01/07  19:00:00,534088.8215266078,1922719757.4957886 
 01/07  20:00:00,470661.62188189523,1694381838.7748227 
 01/07  21:00:00,452634.56182418,1629484422.5670483 
 01/07  22:00:00,423390.801277522,1524206884.5990791 
 01/07  23:00:00,400849.2991205331,1443057476.833919 
 01/07  24:00:00,379330.5415285893,1365589949.502921 
 01/08  01:00:00,360094.6325153865,1296340677.0553916 
 01/08  02:00:00,356535.50353458564,1283527812.724508 
 01/08  03:00:00,356426.191570062,1283134289.6522229 
 01/08  04:00:00,356185.9186153529,1282269307.0152705 
 01/08  05:00:00,355784.75877516816,1280825131.5906053 
 01/08  06:00:00,374009.31047481525,1346433517.7093346 
 01/08  07:00:00,470824.3793055704,1694967765.500054 
 01/08  08:00:00,459428.4456543659,1653942404.3557172 
 01/08  09:00:00,451895.0398882556,1626822143.5977206 
 01/08  10:00:00,419195.2050691562,1509102738.248962 
 01/08  11:00:00,381317.76379263034,1372743949.6534696 
 01/08  12:00:00,404284.98506114446,1455425946.22012 
 01/08  13:00:00,465285.67164082197,1675028417.9069583 
 01/08  14:00:00,485193.0208254888,1746694874.971759 
 01/08  15:00:00,486242.3377020612,1750472415.7274199 
 01/08  16:00:00,493524.72828636254,1776689021.8309054 
 01/08  17:00:00,509879.6756645373,1835566832.3923345 
 01/08  18:00:00,513806.9001467745,1849704840.528388 
 01/08  19:00:00,509705.458892103,1834939652.011571 
 01/08  20:00:00,462482.75021622126,1664937900.7783968 
 01/08  21:00:00,452831.61365725583,1630193809.166121 
 01/08  22:00:00,423860.13913880446,1525896500.8996956 
 01/08  23:00:00,396227.5196994405,1426419070.9179857 
 01/08  24:00:00,373921.0134352488,1346115648.3668954 
 01/09  01:00:00,383032.668800717,1378917607.682581 
 01/09  02:00:00,382206.95412365097,1375945034.8451433 
 01/09  03:00:00,381996.15714775183,1375186165.7319064 
 01/09  04:00:00,381733.292016152,1374239851.258147 
 01/09  05:00:00,381494.17714986607,1373379037.739518 
 01/09  06:00:00,437424.87854839204,1574729562.7742114 
 01/09  07:00:00,583897.8904339697,2102032405.5622914 
 01/09  08:00:00,621311.3198813857,2236720751.5729885 
 01/09  09:00:00,929747.9335345401,3347092560.724344 
 01/09  10:00:00,924983.9622173989,3329942263.982636 
 01/09  11:00:00,917841.7944409627,3304230459.9874663 
 01/09  12:00:00,960821.7434496059,3458958276.418582 
 01/09  13:00:00,918228.815617887,3305623736.224394 
 01/09  14:00:00,992975.6449962597,3574712321.986535 
 01/09  15:00:00,1015728.7644188609,3656623551.9079 
 01/09  16:00:00,1030745.6458866888,3710684325.19208 
 01/09  17:00:00,1077499.9985781955,3878999994.8815026 
 01/09  18:00:00,826073.0806149048,2973863090.2136574 
 01/09  19:00:00,751040.8645715668,2703747112.4576406 
 01/09  20:00:00,702010.6977942401,2527238512.0592647 
 01/09  21:00:00,649877.6144722556,2339559412.1001205 
 01/09  22:00:00,606579.5520902739,2183686387.524986 
 01/09  23:00:00,469700.33847439266,1690921218.5078137 
 01/09  24:00:00,433850.81106185407,1561862919.8226748 
 01/10  01:00:00,384680.50674636074,1384849824.2868984 
 01/10  02:00:00,383586.0872342076,1380909914.043147 
 01/10  03:00:00,383208.92417663377,1379552127.035881 
 01/10  04:00:00,382449.88280504144,1376819578.0981488 
 01/10  05:00:00,382023.1464675605,1375283327.2832177 
 01/10  06:00:00,424025.2000553797,1526490720.1993663 
 01/10  07:00:00,584055.8843794614,2102601183.766061 
 01/10  08:00:00,619941.3925699635,2231789013.2518687 
 01/10  09:00:00,937967.5010008527,3376683003.6030693 
 01/10  10:00:00,938103.7999348176,3377173679.7653437 
 01/10  11:00:00,931128.496444251,3352062587.1993046 
 01/10  12:00:00,975968.6153822197,3513487015.375991 
 01/10  13:00:00,929332.0688349298,3345595447.805747 
 01/10  14:00:00,1007363.4780636398,3626508521.0291033 
 01/10  15:00:00,1037577.838652499,3735280219.1489964 
 01/10  16:00:00,1057825.681569136,3808172453.64889 
 01/10  17:00:00,1094057.4351594262,3938606766.5739346 
 01/10  18:00:00,830629.9323915265,2990267756.609495 
 01/10  19:00:00,751055.4037584971,2703799453.5305905 
 01/10  20:00:00,702405.8383207173,2528661017.9545827 
 01/10  21:00:00,643400.5565447413,2316242003.5610685 
 01/10  22:00:00,614950.9750014881,2213823510.0053573 
 01/10  23:00:00,478991.8054710412,1724370499.6957483 
 01/10  24:00:00,433250.858960337,1559703092.257213 
 01/11  01:00:00,385220.36362221494,1386793309.0399735 
 01/11  02:00:00,384667.4012717116,1384802644.5781615 
 01/11  03:00:00,383442.79206924886,1380394051.4492955 
 01/11  04:00:00,383250.8004003941,1379702881.4414186 
 01/11  05:00:00,383187.0969957668,1379473549.1847606 
 01/11  06:00:00,426957.0299861158,1537045307.950017 
 01/11  07:00:00,587046.622313852,2113367840.3298674 
 01/11  08:00:00,619796.5060822705,2231267421.896174 
 01/11  09:00:00,954523.3325268388,3436283997.096619 
 01/11  10:00:00,950583.3814711004,3422100173.2959614 
 01/11  11:00:00,958504.1724149873,3450615020.6939545 
 01/11  12:00:00,1006223.7668978656,3622405560.8323164 
 01/11  13:00:00,949175.2613012932,3417030940.6846557 
 01/11  14:00:00,1037655.6371256587,3735560293.6523714 
 01/11  15:00:00,1056837.8905482145,3804616405.9735723 
 01/11  16:00:00,1074016.7134640946,3866460168.47074 
 01/11  17:00:00,1127275.4213129824,4058191516.726736 
 01/11  18:00:00,839055.8340643776,3020601002.63176 
 01/11  19:00:00,753373.5350112346,2712144726.040445 
 01/11  20:00:00,712416.3013893528,2564698685.0016704 
 01/11  21:00:00,665581.3604370723,2396092897.573461 
 01/11  22:00:00,636178.9332943376,2290244159.8596153 
 01/11  23:00:00,482846.06483499747,1738245833.4059906 
 01/11  24:00:00,438469.0414792576,1578488549.3253272 
 01/12  01:00:00,391008.1073443486,1407629186.439655 
 01/12  02:00:00,391633.83798476704,1409881816.745161 
 01/12  03:00:00,389213.0813749684,1401167092.949886 
 01/12  04:00:00,389407.60135703435,1401867364.8853235 
 01/12  05:00:00,387835.9312175634,1396209352.3832283 
 01/12  06:00:00,429857.72032736306,1547487793.178507 
 01/12  07:00:00,595752.6170487212,2144709421.3753963 
 01/12  08:00:00,622898.3665984744,2242434119.754508 
 01/12  09:00:00,970428.9335790323,3493544160.8845162 
 01/12  10:00:00,966689.6281329287,3480082661.278544 
 01/12  11:00:00,963265.497946282,3467755792.6066155 
 01/12  12:00:00,1014413.3224905217,3651887960.965878 
 01/12  13:00:00,957918.0606728495,3448505018.422259 
 01/12  14:00:00,1050094.1088153583,3780338791.7352905 
 01/12  15:00:00,1077538.6590079854,3879139172.428747 
 01/12  16:00:00,1096306.2179119068,3946702384.4828644 
 01/12  17:00:00,1153816.0454850642,4153737763.7462316 
 01/12  18:00:00,848940.5918256926,3056186130.5724936 
 01/12  19:00:00,755835.9235867363,2721009324.9122515 
 01/12  20:00:00,716587.1116857096,2579713602.068555 
 01/12  21:00:00,674382.7113803016,2427777760.9690866 
 01/12  22:00:00,634926.6633048104,2285735987.897318 
 01/12  23:00:00,492893.68286240945,1774417258.3046746 
 01/12  24:00:00,447097.5296449231,1609551106.7217233 
 01/13  01:00:00,390755.0353275444,1406718127.1791594 
 01/13  02:00:00,387798.2867347396,1396073832.2450628 
 01/13  03:00:00,386781.4762085182,1392413314.350665 
 01/13  04:00:00,386316.3651968513,1390738914.7086642 
 01/13  05:00:00,386286.47047406546,1390631293.7066357 
 01/13  06:00:00,436251.34404273634,1570504838.5538511 
 01/13  07:00:00,616306.9266744187,2218704936.0279083 
 01/13  08:00:00,651652.3149164306,2345948333.6991506 
 01/13  09:00:00,999959.3103126354,3599853517.125487 
 01/13  10:00:00,987611.3227544902,3555400761.9161634 
 01/13  11:00:00,991290.5339558522,3568645922.2410684 
 01/13  12:00:00,1046793.4291647618,3768456344.9931426 
 01/13  13:00:00,974500.3542882405,3508201275.437666 
 01/13  14:00:00,1063612.6241824308,3829005447.056752 
 01/13  15:00:00,1077975.4884687308,3880711758.487432 
 01/13  16:00:00,1107327.8651426132,3986380314.513407 
 01/13  17:00:00,1155672.243094043,4160420075.1385555 
 01/13  18:00:00,847014.7597787707,3049253135.203575 
 01/13  19:00:00,755565.1151318293,2720034414.474586 
 01/13  20:00:00,715855.471779297,2577079698.4054694 
 01/13  21:00:00,684568.950033042,2464448220.1189513 
 01/13  22:00:00,656702.7878736699,2364130036.345212 
 01/13  23:00:00,499971.5335486629,1799897520.775187 
 01/13  24:00:00,461709.44652580033,1662154007.4928818 
 01/14  01:00:00,381630.6424082373,1373870312.6696541 
 01/14  02:00:00,375591.68203775445,1352130055.335916 
 01/14  03:00:00,370198.01452933607,1332712852.3056095 
 01/14  04:00:00,367195.09341666586,1321902336.2999969 
 01/14  05:00:00,363255.5471493188,1307719969.7375476 
 01/14  06:00:00,404784.89231556916,1457225612.3360493 
 01/14  07:00:00,590260.9283859628,2124939342.1894665 
 01/14  08:00:00,569590.2662708097,2050524958.5749154 
 01/14  09:00:00,641832.272481308,2310596180.9327087 
 01/14  10:00:00,614809.0639990191,2213312630.396469 
 01/14  11:00:00,598585.2814439173,2154907013.198103 
 01/14  12:00:00,636216.6828896004,2290380058.4025617 
 01/14  13:00:00,574681.1170199969,2068852021.2719889 
 01/14  14:00:00,580147.7370957895,2088531853.5448427 
 01/14  15:00:00,585726.6089064614,2108615792.063261 
 01/14  16:00:00,584641.685806702,2104710068.9041271 
 01/14  17:00:00,624560.9566336111,2248419443.881 
 01/14  18:00:00,612843.2354388336,2206235647.579801 
 01/14  19:00:00,529162.9480385488,1904986612.9387758 
 01/14  20:00:00,455255.99493221013,1638921581.7559562 
 01/14  21:00:00,448317.048265067,1613941373.754241 
 01/14  22:00:00,419772.63193259644,1511181474.957347 
 01/14  23:00:00,394230.97056202235,1419231494.0232801 
 01/14  24:00:00,375605.1667752631,1352178600.3909466 
 01/15  01:00:00,359664.87070640054,1294793534.543042 
 01/15  02:00:00,358655.68902267184,1291160480.481618 
 01/15  03:00:00,358635.2264792544,1291086815.3253152 
 01/15  04:00:00,357753.7441046151,1287913478.7766142 
 01/15  05:00:00,356616.4167307445,1283819100.23068 
 01/15  06:00:00,374458.2880318998,1348049836.914839 
 01/15  07:00:00,471386.52262022276,1696991481.4328022 
 01/15  08:00:00,459671.45602405915,1654817241.6866133 
 01/15  09:00:00,452505.13309916743,1629018479.1570027 
 01/15  10:00:00,419265.5058787729,1509355821.163582 
 01/15  11:00:00,374997.90716834384,1349992465.8060374 
 01/15  12:00:00,397048.1739987814,1429373426.3956125 
 01/15  13:00:00,464572.0547726999,1672459397.1817193 
 01/15  14:00:00,475888.78501541173,1713199626.0554824 
 01/15  15:00:00,491418.4117100428,1769106282.156154 
 01/15  16:00:00,484879.6112590263,1745566600.5324945 
 01/15  17:00:00,504612.4305555642,1816604750.0000312 
 01/15  18:00:00,509429.8642191652,1833947511.188995 
 01/15  19:00:00,501081.83151335386,1803894593.448074 
 01/15  20:00:00,453057.22059903404,1631005994.1565225 
 01/15  21:00:00,445642.4881700642,1604312957.4122312 
 01/15  22:00:00,417375.175730232,1502550632.628835 
 01/15  23:00:00,391014.8832896971,1407653579.8429096 
 01/15  24:00:00,371437.35362168815,1337174473.038077 
 01/16  01:00:00,357384.2053034301,1286583139.092348 
 01/16  02:00:00,357502.859549911,1287010294.3796797 
 01/16  03:00:00,356751.706919658,1284306144.9107683 
 01/16  04:00:00,356100.3993712955,1281961437.7366636 
 01/16  05:00:00,355931.23323839885,1281352439.6582358 
 01/16  06:00:00,373990.89112028346,1346367208.0330205 
 01/16  07:00:00,471008.9583014182,1695632249.8851058 
 01/16  08:00:00,459461.379888403,1654060967.5982509 
 01/16  09:00:00,455825.3161851714,1640971138.2666168 
 01/16  10:00:00,424631.37854356464,1528672962.7568324 
 01/16  11:00:00,388274.35624159576,1397787682.4697444 
 01/16  12:00:00,415746.5254318277,1496687491.55458 
 01/16  13:00:00,479233.1177994446,1725239224.078 
 01/16  14:00:00,501216.8566897277,1804380684.0830197 
 01/16  15:00:00,495457.6737840532,1783647625.6225917 
 01/16  16:00:00,471843.35009532963,1698636060.3431864 
 01/16  17:00:00,472745.42460388324,1701883528.5739799 
 01/16  18:00:00,518613.01141470694,1867006841.092945 
 01/16  19:00:00,524371.36314767,1887736907.331612 
 01/16  20:00:00,482725.83918511466,1737813021.0664127 
 01/16  21:00:00,465184.93764573475,1674665775.524645 
 01/16  22:00:00,439139.35509483196,1580901678.3413951 
 01/16  23:00:00,407006.2917608538,1465222650.3390737 
 01/16  24:00:00,383634.0380422525,1381082536.952109 
 01/17  01:00:00,393613.3816036782,1417008173.7732418 
 01/17  02:00:00,388656.47275097115,1399163301.903496 
 01/17  03:00:00,390536.7108696389,1405932159.1306999 
 01/17  04:00:00,389820.96446845325,1403355472.0864315 
 01/17  05:00:00,387162.759256212,1393785933.322363 
 01/17  06:00:00,429151.7163785091,1544946178.962633 
 01/17  07:00:00,586000.7563248519,2109602722.7694674 
 01/17  08:00:00,623861.8722873202,2245902740.2343535 
 01/17  09:00:00,935268.1351438602,3366965286.5178967 
 01/17  10:00:00,938643.902843162,3379118050.2353826 
 01/17  11:00:00,946226.8009329397,3406416483.358583 
 01/17  12:00:00,981478.3513319297,3533322064.7949476 
 01/17  13:00:00,929197.3714742091,3345110537.307153 
 01/17  14:00:00,1011482.8389595874,3641338220.2545156 
 01/17  15:00:00,1037009.2352721615,3733233246.979781 
 01/17  16:00:00,1057449.6736322113,3806818825.07596 
 01/17  17:00:00,1110472.1879128085,3997699876.4861107 
 01/17  18:00:00,827374.3052328996,2978547498.8384385 
 01/17  19:00:00,753611.410133846,2713001076.4818454 
 01/17  20:00:00,708136.7264383296,2549292215.1779876 
 01/17  21:00:00,653617.6312670434,2353023472.561357 
 01/17  22:00:00,624033.2843918551,2246519823.8106785 
 01/17  23:00:00,470493.32476979593,1693775969.1712654 
 01/17  24:00:00,432354.38616494235,1556475790.1937926 
 01/18  01:00:00,387354.2211933826,1394475196.296177 
 01/18  02:00:00,384747.8002568171,1385092080.9245412 
 01/18  03:00:00,383378.15121523454,1380161344.374844 
 01/18  04:00:00,382592.227713808,1377332019.7697086 
 01/18  05:00:00,382156.28066912637,1375762610.4088547 
 01/18  06:00:00,427189.50617364043,1537882222.2251053 
 01/18  07:00:00,587656.2299479226,2115562427.8125215 
 01/18  08:00:00,620047.1571156147,2232169765.6162133 
 01/18  09:00:00,938842.9107221658,3379834478.599797 
 01/18  10:00:00,940093.70094423,3384337323.399227 
 01/18  11:00:00,939015.3072206173,3380455105.994223 
 01/18  12:00:00,997646.3203879219,3591526753.3965187 
 01/18  13:00:00,936492.521211341,3371373076.360828 
 01/18  14:00:00,1013098.282907981,3647153818.468732 
 01/18  15:00:00,1041967.596342224,3751083346.832007 
 01/18  16:00:00,1065357.0784441733,3835285482.3990245 
 01/18  17:00:00,1122045.084273564,4039362303.38483 
 01/18  18:00:00,830834.1928813887,2991003094.372999 
 01/18  19:00:00,753885.0280235796,2713986100.884887 
 01/18  20:00:00,712329.0653418546,2564384635.2306767 
 01/18  21:00:00,654602.1313452624,2356567672.842945 
 01/18  22:00:00,619046.4613872189,2228567260.9939885 
 01/18  23:00:00,470554.6528840203,1693996750.382473 
 01/18  24:00:00,431579.2699222367,1553685371.7200518 
 01/19  01:00:00,386755.1640543347,1392318590.595605 
 01/19  02:00:00,386663.8436631547,1391989837.1873567 
 01/19  03:00:00,384175.4194576429,1383031510.0475144 
 01/19  04:00:00,383056.38171623595,1379002974.178449 
 01/19  05:00:00,382667.49202097644,1377602971.275515 
 01/19  06:00:00,425809.8104635051,1532915317.6686187 
 01/19  07:00:00,587516.0987511998,2115057955.5043197 
 01/19  08:00:00,620617.7054127883,2234223739.486038 
 01/19  09:00:00,966193.7499012913,3478297499.644648 
 01/19  10:00:00,968901.2447821217,3488044481.215637 
 01/19  11:00:00,974311.4166946545,3507521100.1007566 
 01/19  12:00:00,1009261.949969789,3633343019.891241 
 01/19  13:00:00,953651.8085602722,3433146510.81698 
 01/19  14:00:00,1058324.5672762133,3809968442.194368 
 01/19  15:00:00,1083330.344504574,3899989240.216467 
 01/19  16:00:00,1098081.1433281861,3953092115.98147 
 01/19  17:00:00,1162247.1220486322,4184089639.3750772 
 01/19  18:00:00,844544.9151593432,3040361694.573636 
 01/19  19:00:00,757239.1114944663,2726060801.3800797 
 01/19  20:00:00,717494.1343148778,2582978883.5335608 
 01/19  21:00:00,678634.4844989852,2443084144.1963468 
 01/19  22:00:00,640125.1342916726,2304450483.4500217 
 01/19  23:00:00,483097.56290862785,1739151226.4710605 
 01/19  24:00:00,446040.85459763044,1605747076.5514693 
 01/20  01:00:00,399843.7825786452,1439437617.2831228 
 01/20  02:00:00,394750.80250794,1421102889.0285838 
 01/20  03:00:00,395160.8131670588,1422578927.4014115 
 01/20  04:00:00,394199.71201613196,1419118963.2580748 
 01/20  05:00:00,389175.32201883086,1401031159.2677908 
 01/20  06:00:00,433774.17632367794,1561587034.7652407 
 01/20  07:00:00,606424.7776749501,2183129199.6298203 
 01/20  08:00:00,635747.5207662173,2288691074.758383 
 01/20  09:00:00,992807.4828036089,3574106938.092992 
 01/20  10:00:00,1012048.3514791558,3643374065.32496 
 01/20  11:00:00,1014069.9417640534,3650651790.3505917 
 01/20  12:00:00,1076141.4934019467,3874109376.247008 
 01/20  13:00:00,1028292.1233418345,3701851644.0306044 
 01/20  14:00:00,1200196.201937081,4320706326.973492 
 01/20  15:00:00,1179302.718096278,4245489785.1466 
 01/20  16:00:00,1240724.7033537992,4466608932.073678 
 01/20  17:00:00,1314578.4242233294,4732482327.203986 
 01/20  18:00:00,903663.3965768507,3253188227.6766624 
 01/20  19:00:00,781739.4478538824,2814262012.2739778 
 01/20  20:00:00,740317.2601659385,2665142136.59738 
 01/20  21:00:00,705669.1665084717,2540408999.430498 
 01/20  22:00:00,677312.0225782191,2438323281.281589 
 01/20  23:00:00,499121.2237576155,1796836405.5274162 
 01/20  24:00:00,467902.1182630712,1684447625.7470565 
 01/21  01:00:00,397702.2679088531,1431728164.471871 
 01/21  02:00:00,396382.266342411,1426976158.8326793 
 01/21  03:00:00,395982.6855404245,1425537667.9455278 
 01/21  04:00:00,394557.1007706582,1420405562.774369 
 01/21  05:00:00,389379.9064674897,1401767663.2829628 
